BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,AdjustedForecast,Error,AbsError,PercentError,AbsPE
Belle Terre Pkwy (M.P. 2.188).",2004,237965-1,4,1,FL,No Tolls on 1+ lane,9800,2006,1,2004,5-Consultant,4,(M.P. 0.000) to (M.P. 2.188),"12-9037-237965-1-Add Lanes and Reconstruction Project on SR 100 from SR 5/US 1 (M.P. 0.000) to 0.10 Mi. west of
Belle Terre Pkwy (M.P. 2.188).",1,12-24740-735003,2008,14900,735003,Florida,12-24740-735003,3,9800,-5100,5100,-52.04,52.04
"SR 5 Resurfacing Project from 132 Feet south of Hibiscus Avenue (M.P. 9.657) to 142
Feet north of Woodland Avenue (M.P. 10.890",2007,422001-1,1,1,FL,No Tolls on 1+ lane,15100,2010,1,2007,5-Consultant,1,MP 9.657 to MP 10.890,"12-9176-422001-1-SR 5 Resurfacing Project from 132 Feet south of Hibiscus Avenue (M.P. 9.657) to 142
Feet north of Woodland Avenue (M.P. 10.890",1,12-24871-735003,2012,12900,735003,Florida,12-24871-735003,3,15100,2200,2200,14.57,14.57
Add lanes and Reconstruction Project on SR 35 (M.P 0.000 to M.P. 1.207),2005,411256-3,4,1,FL,No Tolls on 1+ lane,13300,2009,1,2005,5-Consultant,1,SR 35,12-9038-411256-3-Add lanes and Reconstruction Project on SR 35 (M.P 0.000 to M.P. 1.207),1,12-24741-361009,2011,14100,361009,Florida,12-24741-361009,3,13300,-800,800,-6.02,6.02
Add lanes and reconstruction Project on SR 35 (from north of CR 42 (M.P. 1.723) to beginning of 4 lanes (M.P. 3.887),2006,411256-4,4,1,FL,No Tolls on 1+ lane,13600,2011,1,2006,5-Consultant,1,SR 35,12-9039-411256-4-Add lanes and reconstruction Project on SR 35 (from north of CR 42 (M.P. 1.723) to beginning of 4 lanes (M.P. 3.887),1,12-24742-361007,2013,12200,361007,Florida,12-24742-361007,3,13600,1400,1400,10.29,10.29
"The SR 35 Resurfacing Project from the Sumter County Line (M.P. 0.000) to SR 500/US 441 (M.P.
6.866).",2006,419557-1,1,3,FL,No Tolls on 1+ lane,12700,2008,1,2006,5-Consultant,1,,"12-9213-419557-1-The SR 35 Resurfacing Project from the Sumter County Line (M.P. 0.000) to SR 500/US 441 (M.P.
6.866).",1,12-24907-361007,2010,11600,361007,Florida,12-24907-361007,3,12700,1100,1100,8.66,8.66
Add lanes and reconstruction Project on SR 35 (from Lion St (M.P. 24.033) to 0.66 Miles South of CR 466 (M.P. 27.239),2006,411257-3,4,3,FL,No Tolls on 1+ lane,16500,2009,1,2006,5-Consultant,5,,12-9040-411257-3-Add lanes and reconstruction Project on SR 35 (from Lion St (M.P. 24.033) to 0.66 Miles South of CR 466 (M.P. 27.239),1,12-24743-180002,2011,14500,180002,Florida,12-24743-180002,3,16500,2000,2000,12.12,12.12
Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),2005,411257-4,4,3,FL,No Tolls on 1+ lane,12200,2010,1,2005,5-Consultant,4,SR 35,12-9041-411257-4-Add lanes and reconstruction project on SR 35 from CR 466 (MP 27.989 to Marion County Line (M.P. 30.255),1,12-24744-180100,2012,13900,180100,Florida,12-24744-180100,3,12200,-1700,1700,-13.93,13.93
"The SR 35 - Resurfacing Project from SR 91/Floridas Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2007,419593-1,1,1,FL,No Tolls on 1+ lane,12400,2009,1,2007,5-Consultant,1,,"12-9194-419593-1-The SR 35 - Resurfacing Project from SR 91/Floridas Turnpike (M.P. 21.496) to Marion County Line
(M.P. 30.255)",2,12-24889-180100,2011,13700,180100,Florida,12-24889-180100,3,12400,-1300,1300,-10.48,10.48
"The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",2007,419592-1,1,3,FL,No Tolls on 1+ lane,15600,2009,1,2007,5-Consultant,4,,"12-9195-419592-1-The SR 5 Resurfacing Project from 158 ft South of Minnie Lane (M.P. 8.828) to the Volusia County
Line (M.P. 17.528).",1,12-24889-180100,2011,13700,180100,Florida,12-24889-180100,3,15600,1900,1900,12.18,12.18
SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),2003,411476-1,1,3,FL,No Tolls on 1+ lane,29800,2010,1,2003,5-Consultant,4,SR 5,12-9042-411476-1-SR 5 Bridge Replacement Project (Brevard County Line MP 0000 to North of Sabastian River Bridge (M.P. 0.150),1,12-24745-880165,2012,20500,880165,Florida,12-24745-880165,3,29800,9300,9300,31.21,31.21
SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),2003,411603-1,1,3,FL,No Tolls on 1+ lane,38800,2006,1,2003,5-Consultant,4,SR 25,12-9043-411603-1-SR 25 Resurfacing Project (south of lakeview street (MP 10/870) to SR 500 (MP 11.557),1,12-24746-111012,2008,25000,111012,Florida,12-24746-111012,3,38800,13800,13800,35.57,35.57
SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2004,411603-1A,1,3,FL,No Tolls on 1+ lane,52600,2006,1,2004,5-Consultant,4,US 441- 0.078 Mi. N of Water Oaks Blvd,12-9044-411603-1A-SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),1,12-24747-111012,2008,25000,111012,Florida,12-24747-111012,3,52600,27600,27600,52.47,52.47
SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2004,411603-1A,1,3,FL,No Tolls on 1+ lane,29300,2006,1,2004,5-Consultant,4,US 27/441- 1.609 Mi. S of CR 466,12-9045-411603-1A-SR 25 Resurfacing Project on SR 25 from 0.021 Mi South of Citizens BLVD (MP 4.150) to SR 500 (MP 11.557),2,12-24748-111021,2008,37500,111021,Florida,12-24748-111021,3,29300,-8200,8200,-27.99,27.99
"SR 500  Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",2005,238395-5,4,3,FL,No Tolls on 1+ lane,40050,2007,1,2005,5-Consultant,5,from Lake Ella Rd. (M.P. 9.041) to Avenida Central South,"12-9096-238395-5-SR 500  Add Lanes & Reconstruct Project from Lake Ella Rd. (M.P. 9.041) to Avenida Central South (M.P.
11.557)",1,12-24795-111021,2009,34500,111021,Florida,12-24795-111021,3,40050,5550,5550,13.86,13.86
SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),2006,411612-1,1,3,FL,No Tolls on 1+ lane,15900,2008,1,2006,5-Consultant,4,,12-9046-411612-1-SR 19 Resurfacing Project from Bay Street (MP 10.000) to CR 452 (MOP 1.563),1,12-24749-115176,2010,15500,115176,Florida,12-24749-115176,4,15900,400,400,2.52,2.52
"SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",2003,411613-1,1,1,FL,No Tolls on 1+ lane,10200,2006,1,2003,5-Consultant,4,SR 40 East of Deborah Drive,"12-9047-411613-1-SR 40 Resurfacing Existing Lanes Project from from PC at Hugh Drive/River Drive (M.P. 6.261) to
Butler Street (M.P. 7.263).",1,12-24750-110503,2008,7400,110503,Florida,12-24750-110503,3,10200,2800,2800,27.45,27.45
"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2003,411613-1A,1,1,FL,No Tolls on 1+ lane,6700,2006,1,2003,5-Consultant,4,SR 40- 0.204 Mi. E CR-445 A,"12-9049-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2,12-24752-110503,2008,7400,110503,Florida,12-24752-110503,3,6700,-700,700,-10.45,10.45
"SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",2003,411613-1A,1,1,FL,No Tolls on 1+ lane,5100,2006,1,2003,5-Consultant,4,SR 40- 0.009 Mi. E. of Marion County,"12-9048-411613-1A-SR 40 Resurfacing Existing Lanes Project from Marion/Lake County Line (MP 0000) to 0.74 mil west of Butler Street (7.189)
Butler Street (M.P. 7.263).",1,12-24751-110502,2008,5700,110502,Florida,12-24751-110502,3,5100,-600,600,-11.76,11.76
"The SR 46 Add Turn Lane(s) from East of Wekiva Park Dr (M.P. 0.339) to West of Longwood
Markham Rd (M.P. 0.660)",2004,415978-1,4,1,FL,No Tolls on 1+ lane,20800,2007,1,2004,5-Consultant,1,MP .339 to MP 0.660,"12-9250-415978-1-The SR 46 Add Turn Lane(s) from East of Wekiva Park Dr (M.P. 0.339) to West of Longwood
Markham Rd (M.P. 0.660)",1,12-24943-770074,2009,23000,770074,Florida,12-24943-770074,3,20800,-2200,2200,-10.58,10.58
"The SR 46 Resurfacing Project from West of CR 46A (M.P. 11.200) to the Seminole County Line
(M.P. 13.710).",2007,421977-1,1,1,FL,No Tolls on 1+ lane,24300,2010,1,2007,5-Consultant,1,MP 11.2 to MP 13.710,"12-9186-421977-1-The SR 46 Resurfacing Project from West of CR 46A (M.P. 11.200) to the Seminole County Line
(M.P. 13.710).",1,12-24881-770074,2012,19600,770074,Florida,12-24881-770074,3,24300,4700,4700,19.34,19.34
The Add Right Turn Lane(s) Project for US 92 west of West Parkway,2004,415977-1,4,3,FL,No Tolls on 1+ lane,21100,2006,1,2004,5-Consultant,5,West Parkway,12-9251-415977-1-The Add Right Turn Lane(s) Project for US 92 west of West Parkway,1,12-24944-791001,2008,29000,791001,Florida,12-24944-791001,3,21100,-7900,7900,-37.44,37.44
Resurfacing of SR 600 (US 92) from SR 15/600 (US17/92) from MP 0.000 to MO 2.736,2002,411778-1,1,3,FL,No Tolls on 1+ lane,28400,2005,1,2002,5-Consultant,4,"S.R. 600, east of S.R. 15/600",12-9074-411778-1-Resurfacing of SR 600 (US 92) from SR 15/600 (US17/92) from MP 0.000 to MO 2.736,1,12-24776-791001,2007,28500,791001,Florida,12-24776-791001,3,28400,-100,100,-0.35,0.35
"The SR 5054 Add Left Turn Lane(s) project from Washburn Road (M.P. 1.264) to eastward
(M.P. 1.564)",2009,415973-1,4,3,FL,No Tolls on 1+ lane,15400,2011,1,2009,5-Consultant,5,Washburn Road,"12-9252-415973-1-The SR 5054 Add Left Turn Lane(s) project from Washburn Road (M.P. 1.264) to eastward
(M.P. 1.564)",1,12-24945-180202,2013,7700,180202,Florida,12-24945-180202,4,15400,7700,7700,50,50
"The Add Lanes & Reconstruct Project begin east of CR 470 (M.P. 2.687) and end
at I-75 (M.P. 7.987).",2002,240373-1,4,1,FL,No Tolls on 1+ lane,8440,2005,1,2002,5-Consultant,1,,"12-9339-240373-1-The Add Lanes & Reconstruct Project begin east of CR 470 (M.P. 2.687) and end
at I-75 (M.P. 7.987).",1,12-25028-180202,2007,8200,180202,Florida,12-25028-180202,3,8440,240,240,2.84,2.84
"The SR 15 Resurfacing Project limited to SR 15, from M.P. 5.951 to M.P. 16.180.",2003,413596-1,1,1,FL,No Tolls on 1+ lane,12100,2006,1,2003,5-Consultant,5,,"12-9253-413596-1-The SR 15 Resurfacing Project limited to SR 15, from M.P. 5.951 to M.P. 16.180.",1,12-24946-790519,2008,11500,790519,Florida,12-24946-790519,3,12100,600,600,4.96,4.96
"The SR 5 Resurfacing Project from the Brevard County Line (M.P. 0.000) to South Street (M.P.
6.646)",2003,413595-1,1,1,FL,No Tolls on 1+ lane,4200,2006,1,2003,5-Consultant,5,MP 0.000 to MP 6.646,"12-9256-413595-1-The SR 5 Resurfacing Project from the Brevard County Line (M.P. 0.000) to South Street (M.P.
6.646)",1,12-24949-790531,2008,3700,790531,Florida,12-24949-790531,3,4200,500,500,11.9,11.9
"The SR 5 Low Level Bridge Replacement Project from M.P. 2.488 to M.P.
2.522.",2002,241043-1,1,1,FL,No Tolls on 1+ lane,2845,2006,1,2002,5-Consultant,4,,"12-9333-241043-1-The SR 5 Low Level Bridge Replacement Project from M.P. 2.488 to M.P.
2.522.",1,12-25022-790531,2008,3700,790531,Florida,12-25022-790531,3,2845,-855,855,-30.05,30.05
"The SR 50 Resurfacing Project from Lake County Line (M.P. 0.000) to 0.450 Mi. west of SR 91
(M.P. 0.744).",2004,413594-1,1,1,FL,No Tolls on 1+ lane,47200,2006,1,2004,5-Consultant,4,MP 0 to MP 0.744,"12-9257-413594-1-The SR 50 Resurfacing Project from Lake County Line (M.P. 0.000) to 0.450 Mi. west of SR 91
(M.P. 0.744).",1,12-24950-750572,2008,54000,750572,Florida,12-24950-750572,3,47200,-6800,6800,-14.41,14.41
"Add Lanes & Reconstruct Project for SR 50 begin at the Lake County Line (M.P. 0.000)
and end at the East Ramps at the Florida Turnpike (M.P. 1.400).",2003,238429-5,4,1,FL,No Tolls on 1+ lane,49000,2007,1,2003,5-Consultant,1,MP 0000 to MP 1.400,"12-9100-238429-5-Add Lanes & Reconstruct Project for SR 50 begin at the Lake County Line (M.P. 0.000)
and end at the East Ramps at the Florida Turnpike (M.P. 1.400).",1,12-24799-750572,2009,52500,750572,Florida,12-24799-750572,3,49000,-3500,3500,-7.14,7.14
The SR 600 Resurfacing Project from Polk County Line (M.P. 0.000) to Martin Avenue (M.P. 5.671).,2004,413592-1,1,1,FL,No Tolls on 1+ lane,18500,2006,1,2004,5-Consultant,1,MP 0 to Poinciana BLVD,12-9258-413592-1-The SR 600 Resurfacing Project from Polk County Line (M.P. 0.000) to Martin Avenue (M.P. 5.671).,1,12-24951-920029,2008,20000,920029,Florida,12-24951-920029,3,18500,-1500,1500,-8.11,8.11
The SR 600 Resurfacing Project from Polk County Line (M.P. 0.000) to Martin Avenue (M.P. 5.671).,2004,413592-1,1,1,FL,No Tolls on 1+ lane,21600,2006,1,2004,5-Consultant,1,Poinciana Blvd to MO 5.671,12-9259-413592-1-The SR 600 Resurfacing Project from Polk County Line (M.P. 0.000) to Martin Avenue (M.P. 5.671).,2,12-24952-920314,2008,10100,920314,Florida,12-24952-920314,3,21600,11500,11500,53.24,53.24
"The SR 50 Resurfacing Project from 0.1 Mi. West of Colonial Ridge Apartments (M.P. 10.317) to SR
500/600/Orange Blossom Trail (M.P. 15.997).",2004,413590-1,1,3,FL,No Tolls on 1+ lane,47930,2006,1,2004,5-Consultant,4,,"12-9260-413590-1-The SR 50 Resurfacing Project from 0.1 Mi. West of Colonial Ridge Apartments (M.P. 10.317) to SR
500/600/Orange Blossom Trail (M.P. 15.997).",1,12-24953-750355,2008,46000,750355,Florida,12-24953-750355,3,47930,1930,1930,4.03,4.03
The SR 5 Resurfacing Project from SR 514 (M.P. 11.390) to Robert Conlan Boulevard (M.P. 15.150).,2003,413589-1,1,3,FL,No Tolls on 1+ lane,25200,2006,1,2003,5-Consultant,4,MP 11.39 to MP 15.15,12-9262-413589-1-The SR 5 Resurfacing Project from SR 514 (M.P. 11.390) to Robert Conlan Boulevard (M.P. 15.150).,1,12-24955-705159,2008,27000,705159,Florida,12-24955-705159,3,25200,-1800,1800,-7.14,7.14
The SR 401 Resurfacing Project from SR 528 (M.P. 4.114) to the Kennedy Space Center Gate (M.P. 6.314),2003,413587-1,1,3,FL,No Tolls on 1+ lane,13800,2006,1,2003,5-Consultant,4,MP 4.114 to MP 6.314,12-9263-413587-1-The SR 401 Resurfacing Project from SR 528 (M.P. 4.114) to the Kennedy Space Center Gate (M.P. 6.314),1,12-24956-700369,2008,14300,700369,Florida,12-24956-700369,3,13800,-500,500,-3.62,3.62
The SR 524 Resurfacing Project from SR 520 (M.P. 0.000) to SR 528 (M.P. 5.200).,2003,413586-1,1,1,FL,No Tolls on 1+ lane,4400,2006,1,2003,5-Consultant,5,,12-9264-413586-1-The SR 524 Resurfacing Project from SR 520 (M.P. 0.000) to SR 528 (M.P. 5.200).,1,12-24957-700425,2008,6500,700425,Florida,12-24957-700425,3,4400,-2100,2100,-47.73,47.73
"The SR 500 Resurfacing Project (M.P. 7.616) to
0.01 Mi North of 6th Street (M.P. 10.440)",2003,413585-1,1,4,FL,No Tolls on 1+ lane,40400,2006,1,2003,5-Consultant,5,MP 7.616 to MP 10.44,"12-9266-413585-1-The SR 500 Resurfacing Project (M.P. 7.616) to
0.01 Mi North of 6th Street (M.P. 10.440)",1,12-24959-750294,2008,27000,750294,Florida,12-24959-750294,3,40400,13400,13400,33.17,33.17
"The SR 500 Resurfacing Project from McGhee Avenue (M.P. 10.854) to
0.104 Mi North of Dudley Avenue (M.P. 21.784)",2003,413603-1,1,4,FL,No Tolls on 1+ lane,36500,2006,1,2003,5-Consultant,5,,"12-9267-413603-1-The SR 500 Resurfacing Project from McGhee Avenue (M.P. 10.854) to
0.104 Mi North of Dudley Avenue (M.P. 21.784)",1,12-24960-750660,2008,41500,750660,Florida,12-24960-750660,3,36500,-5000,5000,-13.7,13.7
The SR 421 Resurfacing Project from SR 5A (M.P. 2.322) to SR 5 (M.P. 4.001).,2003,413584-1,1,3,FL,No Tolls on 1+ lane,33200,2006,1,2003,5-Consultant,5,,12-9269-413584-1-The SR 421 Resurfacing Project from SR 5A (M.P. 2.322) to SR 5 (M.P. 4.001).,1,12-24962-791015,2008,32000,791015,Florida,12-24962-791015,3,33200,1200,1200,3.61,3.61
The SR 200 Resurfacing Project from I-75 (M.P. 14.975) to SR25/US301/US 44 (M.P. 18.435),2003,413583-1,1,3,FL,No Tolls on 1+ lane,38500,2006,1,2003,5-Consultant,4,MP 14.975 to MP 18/435,12-9270-413583-1-The SR 200 Resurfacing Project from I-75 (M.P. 14.975) to SR25/US301/US 44 (M.P. 18.435),1,12-24963-360122,2008,42000,360122,Florida,12-24963-360122,3,38500,-3500,3500,-9.09,9.09
The SR 600 Resurfacing Project from I-4 (M.P. 13.178) to Bellvue Road (M.P. 15.444).,2003,413582-1,1,1,FL,No Tolls on 1+ lane,32700,2006,1,2003,5-Consultant,4,MP 13.178 to MP 15.444,12-9271-413582-1-The SR 600 Resurfacing Project from I-4 (M.P. 13.178) to Bellvue Road (M.P. 15.444).,1,12-24964-790532,2008,28000,790532,Florida,12-24964-790532,3,32700,4700,4700,14.37,14.37
"The US 92/SR 600 Add Lanes & Reconstruct Design project from the I-4 Eastbound On-Ramp (MP 13.412) to the CR
415 (Tomoka Farms Road, MP 15.962).",2011,422627-1,4,3,FL,No Tolls on 1+ lane,23500,2013,1,2011,5-Consultant,4,MP 13.412 to MP 15.962,"12-9140-422627-1-The US 92/SR 600 Add Lanes & Reconstruct Design project from the I-4 Eastbound On-Ramp (MP 13.412) to the CR
415 (Tomoka Farms Road, MP 15.962).",1,12-24836-790532,2015,25000,790532,Florida,12-24836-790532,3,23500,-1500,1500,-6.38,6.38
"The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",2003,413578-1,1,3,FL,No Tolls on 1+ lane,46400,2006,1,2003,5-Consultant,5,,"12-9272-413578-1-The SR 15 Resurfacing Project from 317 feet south of SR 423/Lee Road M.P. 6.201 to Seminole County Line
M.P. 8.705.",1,12-24965-755127,2008,47000,755127,Florida,12-24965-755127,3,46400,-600,600,-1.29,1.29
"The SR 426 Resurfacing Project on SR 426 from 430 ft East of SR 15/US 17/92 (M.P. 1.176) to Pennsylvania
Avenue (M.P. 1.611)",2004,413577-1,1,3,FL,No Tolls on 1+ lane,39100,2006,1,2004,5-Consultant,5,,"12-9274-413577-1-The SR 426 Resurfacing Project on SR 426 from 430 ft East of SR 15/US 17/92 (M.P. 1.176) to Pennsylvania
Avenue (M.P. 1.611)",1,12-24967-750565,2008,41000,750565,Florida,12-24967-750565,4,39100,-1900,1900,-4.86,4.86
"The SR 426 Resurfacing Project from I-4 (M.P. 0.000) to 430 feet west of SR 15/SR 600 (M.P.
1.034)",2008,423353-1,1,3,FL,No Tolls on 1+ lane,28300,2011,1,2008,5-Consultant,4,SR 426,"12-9127-423353-1-The SR 426 Resurfacing Project from I-4 (M.P. 0.000) to 430 feet west of SR 15/SR 600 (M.P.
1.034)",1,12-24825-750565,2013,36000,750565,Florida,12-24825-750565,3,28300,-7700,7700,-27.21,27.21
"The SR 426 Safety Project from (M.P. 0.000)
to (M.P. 0.102).",2005,416740-1,12,3,FL,No Tolls on 1+ lane,44300,2008,1,2005,5-Consultant,4,,"12-9239-416740-1-The SR 426 Safety Project from (M.P. 0.000)
to (M.P. 0.102).",1,12-24932-750565,2010,36000,750565,Florida,12-24932-750565,3,44300,8300,8300,18.74,18.74
The SR 520(EB) Resurfacing Project from US 1 (M.P. 8.727) to Pavement Change at Bridge (M.P. 9.390).,2003,413576-1,1,3,FL,No Tolls on 1+ lane,33700,2006,1,2003,5-Consultant,5,,12-9275-413576-1-The SR 520(EB) Resurfacing Project from US 1 (M.P. 8.727) to Pavement Change at Bridge (M.P. 9.390).,1,12-24968-705071,2008,27000,705071,Florida,12-24968-705071,3,33700,6700,6700,19.88,19.88
The SR 46 Resurfacing Project from M.P. 4.583 to M.P. 11.200,2003,413575-1,1,1,FL,No Tolls on 1+ lane,14500,2006,1,2003,5-Consultant,5,,12-9276-413575-1-The SR 46 Resurfacing Project from M.P. 4.583 to M.P. 11.200,1,12-24969-111019,2008,17200,111019,Florida,12-24969-111019,3,14500,-2700,2700,-18.62,18.62
"The SR 46 and Camp Challenge Road Intersection Add Right Turn Lane Project consists of the intersection of SR 46 and the Camp
Challenge Road (M.P. 7.497).",2005,416657-1,4,1,FL,No Tolls on 1+ lane,17200,2008,1,2005,5-Consultant,1,,"12-9240-416657-1-The SR 46 and Camp Challenge Road Intersection Add Right Turn Lane Project consists of the intersection of SR 46 and the Camp
Challenge Road (M.P. 7.497).",1,12-24933-111019,2010,14900,111019,Florida,12-24933-111019,3,17200,2300,2300,13.37,13.37
The SR 19 Resurfacing Project from M.P. 0.000 to M.P. 3.816,2003,413574-1,1,1,FL,No Tolls on 1+ lane,19500,2005,1,2003,5-Consultant,5,,12-9277-413574-1-The SR 19 Resurfacing Project from M.P. 0.000 to M.P. 3.816,1,12-24970-110008,2007,27000,110008,Florida,12-24970-110008,4,19500,-7500,7500,-38.46,38.46
"The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",2003,413571-1,1,1,FL,No Tolls on 1+ lane,15200,2006,1,2003,5-Consultant,5,,"12-9278-413571-1-The SR 5 Resurfacing Project from SR 25/500 US 27/301/44End/C&G at Woodland Avenue (M.P. 10.890) to St. John County
Line (M.P. 23.673)",1,12-24971-730004,2008,18700,730004,Florida,12-24971-730004,3,15200,-3500,3500,-23.03,23.03
"The SR 40 Resurfacing Existing Lanes Project from SR 25/500 US 27/301/441 M.P. 0.000 to NE 64th Avenue M.P.
6.499",2003,413570-1,1,3,FL,No Tolls on 1+ lane,27600,2005,1,2003,5-Consultant,4,,"12-9280-413570-1-The SR 40 Resurfacing Existing Lanes Project from SR 25/500 US 27/301/441 M.P. 0.000 to NE 64th Avenue M.P.
6.499",1,12-24973-365046,2007,31500,365046,Florida,12-24973-365046,3,27600,-3900,3900,-14.13,14.13
The US 301 Safety Project from Seminole Avenue (M.P. 6.278) to (M.P. 6.342).,2003,413473-1,12,1,FL,No Tolls on 1+ lane,6000,2006,1,2003,5-Consultant,4,,12-9281-413473-1-The US 301 Safety Project from Seminole Avenue (M.P. 6.278) to (M.P. 6.342).,1,12-24974-180117,2008,10300,180117,Florida,12-24974-180117,3,6000,-4300,4300,-71.67,71.67
"The SR 35/US 301 Resurfacing and Add Left-turn Lane at CR 675, begin south of CR 675 (M.P. 0.888)
and end north of CR 675 (M.P. 1.230).",2003,412357-1,5,1,FL,No Tolls on 1+ lane,4700,2005,1,2003,5-Consultant,1,,"12-9282-412357-1-The SR 35/US 301 Resurfacing and Add Left-turn Lane at CR 675, begin south of CR 675 (M.P. 0.888)
and end north of CR 675 (M.P. 1.230).",1,12-24975-180122,2007,4900,180122,Florida,12-24975-180122,3,4700,-200,200,-4.26,4.26
"The SR 518  Resurfacing Project rom 0.143 Mile east of Pineapple Avenue (M.P. 5.715) to SR A1A
(M.P. 8.398).",2006,411997-1,1,3,FL,No Tolls on 1+ lane,39200,2008,1,2006,5-Consultant,4,,"12-9283-411997-1-The SR 518  Resurfacing Project rom 0.143 Mile east of Pineapple Avenue (M.P. 5.715) to SR A1A
(M.P. 8.398).",1,12-24976-701005,2010,38000,701005,Florida,12-24976-701005,3,39200,1200,1200,3.06,3.06
the resurfacing of S.R. 518 from MP 0.000 to MP 4.452,2002,411672-1,1,3,FL,No Tolls on 1+ lane,26500,2004,1,2002,5-Consultant,4,MP 0 to MP 0.394,12-9284-411672-1-the resurfacing of S.R. 518 from MP 0.000 to MP 4.452,1,12-24977-700408,2006,24500,700408,Florida,12-24977-700408,3,26500,2000,2000,7.55,7.55
the resurfacing of S.R. 518 from MP 0.000 to MP 4.453,2002,411672-1,1,3,FL,No Tolls on 1+ lane,14000,2004,1,2002,5-Consultant,4,MP 0.394 to MP 1.925,12-9285-411672-1-the resurfacing of S.R. 518 from MP 0.000 to MP 4.453,2,12-24977-700408,2006,24500,700408,Florida,12-24977-700408,3,14000,-10500,10500,-75,75
"resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.452",2002,411672-1,1,3,FL,No Tolls on 1+ lane,26500,2004,1,2002,5-Consultant,4,East of C.R. 511,"12-9062-411672-1-resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.452",1,12-24765-700408,2006,24500,700408,Florida,12-24765-700408,3,26500,2000,2000,7.55,7.55
the resurfacing of S.R. 518 from MP 0.000 to MP 4.454,2002,411672-1,1,3,FL,No Tolls on 1+ lane,24800,2004,1,2002,5-Consultant,4,MP 1.925 to MP 4.452,12-9286-411672-1-the resurfacing of S.R. 518 from MP 0.000 to MP 4.454,3,12-24978-700423,2006,18100,700423,Florida,12-24978-700423,3,24800,6700,6700,27.02,27.02
"resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.454",2002,411672-1,1,3,FL,No Tolls on 1+ lane,24800,2004,1,2002,5-Consultant,4,West of S.R. 5,"12-9064-411672-1-resurfacing of S.R. 518 from C.R.
511 to S.R. 5 Milepost 0.000 and extends
east to Milepost 4.454",3,12-24767-700423,2006,18100,700423,Florida,12-24767-700423,3,24800,6700,6700,27.02,27.02
the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,2002,411993-1,1,1,FL,No Tolls on 1+ lane,20200,2005,1,2002,5-Consultant,4,North of OBrien Rd,12-9287-411993-1-the resurfacing of S.R. 25 (U.S. 27) from OBrien Road to Palatlakaha Creek Bridge MP 23.818 and extends north to Milepost 31.825,1,12-24979-110363,2007,23500,110363,Florida,12-24979-110363,3,20200,-3300,3300,-16.34,16.34
