,BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,AdjustedForecast,Error,PercentError,AbsPE
3304,,,89506,1.0,,,1,2650.0,2013,1,2011.0,,6,,,,,2009,2650,,OH,,5,2650.0,0.0,0.0,0.0
3307,,,88759,12.0,,,1,1800.0,2013,1,2012.0,,6,,,,,2013,920,,OH,,5,1800.0,880.0,48.88888889,48.88888889
3330,,,88768,12.0,,,1,2300.0,2013,1,2013.0,,6,,,,,2013,2370,,OH,,5,2300.0,-70.0,-3.043478261,3.043478261
3331,,,80122,12.0,,,1,1700.0,2013,1,2013.0,,6,,,,,2013,1900,,OH,,5,1700.0,-200.0,-11.76470588,11.76470588
3341,,,88815,1.0,,,1,2160.0,2014,1,2011.0,,6,,,,,2014,2120,,OH,,5,2160.0,40.0,1.8518518519999998,1.8518518519999998
3348,,,94893,12.0,,,1,640.0,2014,1,2012.0,,6,,,,,2015,488,,OH,,5,656.6666667000001,168.66666669999998,25.68527919,25.68527919
3349,,,82838,12.0,,,1,550.0,2014,1,2012.0,,6,,,,,2015,446,,OH,,5,550.0,104.0,18.90909091,18.90909091
3350,,,16987,12.0,,,1,1900.0,2014,1,2012.0,,6,,,,,2015,2100,,OH,,5,1900.0,-200.0,-10.52631579,10.52631579
3352,,,83709,12.0,,,1,2400.0,2014,1,2012.0,,6,,,,,2013,2510,,OH,,5,2400.0,-110.0,-4.583333333,4.583333333
3353,,,82826,12.0,,,1,250.0,2014,1,2012.0,,6,,,,,2013,250,,OH,,5,249.16666669999998,-0.8333333,-0.334448147,0.334448147
3355,,,92406,12.0,,,1,1700.0,2014,1,2012.0,,6,,,,,2014,530,,OH,,5,1700.0,1170.0,68.82352941,68.82352941
3356,,,83827,12.0,,,1,930.0,2014,1,2012.0,,6,,,,,2014,1190,,OH,,5,930.0,-260.0,-27.95698925,27.95698925
3366,,,90540,12.0,,,1,2600.0,2014,1,2013.0,,6,,,,,2014,2730,,OH,,3,2600.0,-130.0,-5.0,5.0
3380,,,X,1.0,,,1,2200.0,2004,1,2002.0,,6,,,,,2009,2140,,OH,,5,2487.5,347.5,13.96984925,13.96984925
3381,,,X,1.0,,,1,1970.0,2004,1,2002.0,,6,,,,,2009,1810,,OH,,5,2145.0,335.0,15.61771562,15.61771562
3382,,,X,1.0,,,1,1730.0,2004,1,2002.0,,6,,,,,2009,1580,,OH,,5,1975.8333329999998,395.833333,20.03374102,20.03374102
3383,,,X,1.0,,,1,1570.0,2004,1,2002.0,,6,,,,,2009,1680,,OH,,5,1832.5,152.5,8.321964529,8.321964529
3414,,,25645,1.0,,,1,1450.0,2005,1,2002.0,,6,,,,,2009,1680,,OH,,5,1506.0,-174.0,-11.55378486,11.55378486
3454,,,22010,3.0,,,1,1570.0,2006,1,2003.0,,6,,,,,2011,1250,,OH,,5,1675.0,425.0,25.37313433,25.37313433
3496,,,76158,1.0,,,1,1560.0,2007,1,2004.0,,6,,,,,2009,1240,,OH,,5,1607.0,367.0,22.83758556,22.83758556
3541,,,18624,1.0,,,1,1200.0,2008,1,2006.0,,6,,,,,2010,940,,OH,,5,1216.666667,276.666667,22.73972605,22.73972605
3542,,,18624,1.0,,,1,1000.0,2008,1,2006.0,,6,,,,,2010,810,,OH,,5,1018.333333,208.333333,20.45826511,20.45826511
3575,,,16579,1.0,,,1,2220.0,2009,1,2009.0,,6,,,,,2008,2190,,OH,,5,2193.5,3.5,0.159562343,0.159562343
3611,,,80139,1.0,,,1,1870.0,2010,1,2007.0,,6,,,,,2008,1910,,OH,,5,1779.0,-131.0,-7.363687465,7.363687465
3686,,,85331,2.0,,,1,840.0,2010,1,2009.0,,6,,,,,2009,960,,OH,,6,832.0,-128.0,-15.38461538,15.38461538
3716,,,84604,1.0,,,1,2290.0,2010,1,2010.0,,6,,,,,2009,2180,,OH,,5,2290.0,110.0,4.80349345,4.80349345
3730,,,80142,1.0,,,1,2430.0,2011,1,2007.0,,6,,,,,2010,1170,,OH,,5,2387.5,1217.5,50.994764399999994,50.994764399999994
3731,,,80114,1.0,,,1,1630.0,2011,1,2007.0,,6,,,,,2009,1180,,OH,,5,1583.0,403.0,25.45799116,25.45799116
3742,,,78898,1.0,,,1,1890.0,2011,1,2008.0,,6,,,,,2008,1150,,OH,,4,1876.5,726.5,38.71569411,38.71569411
3743,,,80209,1.0,,,1,1890.0,2011,1,2008.0,,6,,,,,2008,1150,,OH,,4,1876.5,726.5,38.71569411,38.71569411
3785,,,20874,1.0,,,1,300.0,2011,1,2009.0,,6,,,,,2009,550,,OH,,5,299.0,-251.0,-83.94648829,83.94648829
3786,,,83652,1.0,,,1,2200.0,2011,1,2009.0,,6,,,,,2010,2050,,OH,,5,2175.0,125.0,5.747126437,5.747126437
3788,,,75443,1.0,,,1,1960.0,2011,1,2009.0,,6,,,,,2008,1800,,OH,,5,1876.0,76.0,4.051172708,4.051172708
3827,,,25664,1.0,,,1,2220.0,2011,1,2010.0,,6,,,,,2010,2130,,OH,,5,2191.666667,61.666667000000004,2.813688228,2.813688228
3828,,,25664,1.0,,,1,2720.0,2011,1,2010.0,,6,,,,,2010,2240,,OH,,5,2680.0,440.0,16.41791045,16.41791045
3880,,,91661,2.0,,,1,2400.0,2011,1,2011.0,,6,,,,,2010,2420,,OH,,5,2395.0,-25.0,-1.0438413359999998,1.0438413359999998
3881,,,81215,12.0,,,1,1600.0,2012,1,2007.0,,6,,,,,2010,1690,,OH,,5,1507.0,-183.0,-12.14333112,12.14333112
3891,,,83667,2.0,,,1,1500.0,2012,1,2009.0,,6,,,,,2011,1160,,OH,,5,1484.5,324.5,21.85921186,21.85921186
3894,,,82774,1.0,,,1,2380.0,2012,1,2010.0,,6,,,,,2011,1920,,OH,,4,2365.0,445.0,18.81606765,18.81606765
3910,,,84700,11.0,,,1,2560.0,2013,1,2008.0,,6,,,,,2008,2300,,OH,,5,1600.0,-700.0,-43.75,43.75
3917,,,83907,1.0,,,1,910.0,2013,1,2009.0,,6,,,,,2008,720,,OH,,6,826.6666667000001,106.66666670000001,12.90322581,12.90322581
3925,,,89470,7.0,,,1,2770.0,2013,1,2010.0,,6,,,,,2009,2700,,OH,,3,2686.0,-14.0,-0.521221147,0.521221147
3926,,,83426,1.0,,,1,2620.0,2013,1,2011.0,,6,,,,,2009,2620,,OH,,4,2560.0,-60.0,-2.34375,2.34375
3927,,,83923,1.0,,,1,1900.0,2013,1,2011.0,,6,,,,,2009,1840,,OH,,5,1836.0,-4.0,-0.217864924,0.217864924
3928,,,87206,1.0,,,1,1900.0,2013,1,2011.0,,6,,,,,2009,1840,,OH,,5,1836.0,-4.0,-0.217864924,0.217864924
3930,,,86721,1.0,,,1,1220.0,2013,1,2011.0,,6,,,,,2009,1180,,OH,,5,1176.666667,-3.333333,-0.283286091,0.283286091
3931,,,86721,1.0,,,1,1890.0,2013,1,2011.0,,6,,,,,2009,1820,,OH,,5,1820.0,0.0,0.0,0.0
3932,,,88682,1.0,,,1,1070.0,2013,1,2011.0,,6,,,,,2011,1050,,OH,,5,1045.0,-5.0,-0.47846890000000003,0.47846890000000003
3933,,,84521,1.0,,,1,1850.0,2013,1,2011.0,,6,,,,,2009,1460,,OH,,5,1753.3333329999998,293.333333,16.73003801,16.73003801
3954,,,83406,1.0,,,1,1100.0,2013,1,2012.0,,6,,,,,2010,910,,OH,,5,1080.0,170.0,15.74074074,15.74074074
3955,,,83406,1.0,,,1,1830.0,2013,1,2012.0,,6,,,,,2010,1460,,OH,,5,1802.5,342.5,19.00138696,19.00138696
3996,,,X,1.0,,,1,1480.0,2014,1,2010.0,,6,,,,,2008,1480,,OH,,5,1480.0,0.0,0.0,0.0
4022,,,83444,1.0,,,1,1540.0,2014,1,2011.0,,6,,,,,2010,1370,,OH,,5,1452.0,82.0,5.64738292,5.64738292
4027,,,86724,1.0,,,1,1050.0,2014,1,2012.0,,6,,,,,2009,1050,,OH,,5,1050.0,0.0,0.0,0.0
4028,,,79559,1.0,,,1,2530.0,2014,1,2012.0,,6,,,,,2010,1480,,OH,,5,2530.0,1050.0,41.50197628,41.50197628
4100,,,87230,1.0,,,1,1720.0,2016,1,2012.0,,6,,,,,2009,1520,,OH,,5,1646.5,126.5,7.6829638629999994,7.6829638629999994
4102,,,90991,2.0,,,1,2570.0,2016,1,2012.0,,6,,,,,2011,2500,,OH,,5,2545.0,45.0,1.768172888,1.768172888
4103,,,90991,2.0,,,1,2460.0,2016,1,2012.0,,6,,,,,2011,2410,,OH,,5,2435.0,25.0,1.026694045,1.026694045
4104,,,90991,2.0,,,1,2630.0,2016,1,2012.0,,6,,,,,2011,2410,,OH,,5,2605.0,195.0,7.485604607000001,7.485604607000001
4105,,,90991,2.0,,,1,1850.0,2016,1,2012.0,,6,,,,,2011,1500,,OH,,5,1830.0,330.0,18.03278689,18.03278689
4438,the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,2004.0,409173-1,1.0,1.0,FL,No Tolls on 1+ lane,1500.0,2004,1,2004.0,5-Consultant,4,North of SR 60,12-9302-409173-1-the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,1.0,12-24993-920044,2006,1500,920044.0,Florida,12-24993-920044,3,1500.0,0.0,0.0,0.0
4439,the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,2004.0,409173-1,1.0,1.0,FL,No Tolls on 1+ lane,2400.0,2014,2,2004.0,5-Consultant,4,North of SR 60,12-9302-409173-1-the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,1.0,12-24993-920044,2016,1250,920044.0,Florida,12-24993-920044,3,1500.0,250.0,16.66666667,16.66666667
