StationID,2002,2003,2004,2005
585006,19500,19400,20500,18300
585007,2700,2400,2700,2200
585008,6200,6100,7200,7600
585010,13000,13000,14000,15000
585011,16500,18200,18400,23000
585014,7400,7300,7800,7400
585015,3000,2500,2800,2900
585016,10500,11200,12700,13200
585017,15000,15400,18200,20000
585018,28000,27500,26500,28500
585019,,,6000,6300
585020,2500,2500,2500,2600
585021,4300,3800,4200,3900
585022,8100,7800,8600,8500
585023,9700,8900,10500,11000
585024,2000,2000,2300,2000
585025,7500,6900,8300,8300
589937,11121,11861,12690,12878
590001,3600,3700,3500,3900
590002,1900,2100,1900,2100
590003,2300,2400,2400,2500
590004,2600,3200,3500,3800
590005,1400,1500,1600,1400
590006,9100,8900,8900,9600
590007,5500,5600,5500,6300
590008,650,700,750,750
590009,950,1100,1100,1200
590010,3200,3800,3500,3600
590011,850,1000,1100,1200
590012,3000,3100,3200,3200
590013,3400,3700,3500,3900
590014,2500,2600,2600,2400
590015,2900,2900,2100,3200
590016,3400,3800,3600,4000
590017,1800,2200,2100,2300
590018,2700,2400,2500,2800
590019,1800,1700,1800,1900
590021,4600,4800,4700,4900
590022,3600,3600,3700,4000
590023,2600,2100,2500,2500
590024,950,1300,1100,1100
590025,3000,3000,2600,2700
590026,4200,4300,3900,4100
590029,11800,10000,9600,10300
590030,300,300,300,350
590031,250,300,400,250
590032,500,600,550,600
590035,,,60,70
590048,1800,2100,2200,2400
590054,800,800,800,800
590064,1100,1000,1000,1050
590100,2800,2700,3300,3500
590105,,,4400,600
590212,6200,6800,6900,7200
590213,2600,3000,3900,4000
590219,4500,4700,5200,5400
590220,1300,1100,1200,1200
590221,600,550,600,550
590223,450,450,450,450
590224,3400,3000,3200,3300
590225,4900,4300,3800,4600
590226,1150,1300,1250,1200
590227,2700,2800,2800,3100
590228,2400,1900,2100,2200
590229,1400,1200,1500,1250
590252,1206,1175,1223,1300
590296,12944,13247,13380,13973
599946,2255,2218,2161,2044
600005,300,350,300,350
600006,6200,5700,6300,6600
600010,4400,3400,3600,3800
600012,2100,1900,2300,2500
600050,1100,1100,1200,1200
600051,3031,3064,3177,3218
600055,250,200,200,200
600056,500,500,450,400
600057,450,400,450,400
600058,2700,2600,3300,3300
600069,5100,4800,5000,5100
600089,4600,4000,5300,5500
600090,4700,4600,5100,5500
600101,8200,7000,7600,8000
600107,17100,10300,12600,14700
600108,1300,1200,1000,1000
600112,3500,3900,4300,4100
600113,1200,1200,1300,1100
600120,800,800,700,700
600121,5800,5400,6000,6100
600123,13100,8000,9600,12000
600128,2900,2600,3500,3300
600131,2900,3400,4000,3500
600141,13000,14900,20400,21500
600151,2400,2500,2600,2700
600168,40045,44200,45983,47368
600186,750,700,600,650
600188,850,850,800,800
600214,2900,4000,5300,6000
600216,2500,2600,2700,2700
600219,6400,7100,7000,6400
600220,6600,6900,6600,6400
600221,3600,3300,4300,4700
600223,1400,1600,1100,1600
600228,450,500,500,900
600230,400,400,350,350
600231,450,300,300,300
600232,550,600,400,450
600234,200,200,150,150
600235,5900,6600,6800,6800
600236,1200,1200,1100,1100
600237,400,450,450,450
600238,550,500,550,450
600240,1100,1200,1700,1500
600241,500,500,400,400
600242,300,400,350,300
600243,850,850,900,850
600244,450,550,500,500
600245,2000,2100,2100,2400
600246,7800,9300,9200,11000
600249,1300,1200,1100,950
600250,9400,9900,11500,12500
600251,4300,4500,5000,4900
600252,19500,24000,26500,30000
600253,34000,33000,35000,43500
600254,700,750,750,750
600255,25500,28500,35000,38500
600256,4300,5200,7600,6400
600257,25000,25500,32000,36500
600258,7000,6800,7900,7200
600260,4100,4900,5600,5000
600261,15400,17000,22500,23000
600262,1100,1200,1500,1700
600263,5300,5800,8100,5500
600265,12000,12300,15900,17200
600267,6400,7100,7600,6500
600268,8400,9900,13500,13500
600270,8400,6900,10400,11100
600271,1700,1750,1650,1750
600272,2800,3400,3600,3800
600275,12500,8100,10500,11500
600276,5800,5700,9900,8000
600287,18637,19334,19919,20157
600346,4291,4279,4531,4560
601501,5900,6000,5400,5700
601502,10100,10100,11600,12300
601503,15200,15200,17900,19700
601504,11000,11100,12200,13900
601505,5700,6000,6900,6600
601506,6900,7600,6900,7300
601508,500,550,850,800
601509,3600,4500,4300,4400
601510,1100,1000,1000,1100
601511,10200,9100,10700,13600
601512,800,750,750,750
605001,14300,14400,16000,18500
605002,2500,2100,2000,2200
605006,14300,15000,15400,17700
605008,7600,8400,7500,8400
605009,7500,7200,7100,7700
605012,1200,1300,1300,1400
605013,2000,2700,2200,2300
605014,7500,7700,8500,9300
605015,900,950,900,900
609928,19116,20000,20112,19906
610004,3000,3600,4000,3800
610005,6500,6100,5700,6400
610006,6500,5200,5900,6700
610007,950,1100,1400,1200
610011,2800,3100,3400,3500
610012,6200,5400,,
610013,5000,5100,5300,5500
610014,3200,3200,3400,3300
610022,3400,3500,3900,3900
610026,3500,3000,3200,3200
610031,1700,1800,1850,2000
610056,1300,1300,1400,1400
610064,3000,2600,3200,3400
610074,2000,2400,2300,2300
610089,1000,900,1000,1000
610090,3700,3500,3500,3600
610095,300,350,200,200
610096,900,1000,950,900
610097,550,700,600,550
610098,950,1000,1000,900
610100,3200,3300,3600,3800
610103,1200,1000,1100,1100
610109,4300,4400,4000,5400
610110,950,900,800,1000
610115,2900,2900,3200,3600
610120,3200,3000,2600,2700
610130,3900,3700,4000,4200
610131,950,900,1000,1200
610137,400,400,400,400
610152,18675,18729,19115,19497
610153,750,750,700,700
610204,1800,1800,1800,1900
610205,3100,2900,2800,3100
610222,750,700,750,850
610224,1000,1000,950,1000
610225,600,700,600,800
610226,750,700,650,750
610228,1700,1800,1700,1700
610229,750,800,750,750
610230,500,500,500,550
610233,650,650,700,750
610234,12100,11800,11300,11500
610235,13300,13600,13800,13800
610237,2200,2200,2500,2400
610238,3100,3200,3400,3500
610241,1000,900,950,1200
610242,450,400,300,500
610243,2400,2400,2800,2700
610245,1100,1100,1100,1100
610247,5800,6000,6600,6400
610248,3200,3000,2400,2600
610249,2600,2600,2800,3000
610250,5600,6200,6100,6800
610251,1100,1000,1200,1100
610253,3680,4032,3945,4100
610254,4334,4491,4578,4755
610344,,4499,4607,4656
611501,3800,3800,4400,4000
611502,950,1000,1000,950
611503,7200,7500,8400,7400
611505,13100,13000,13000,13500
611506,5600,5600,6000,6100
611507,3700,3700,3500,3400
611508,6200,5600,5700,5900
611509,2800,2700,2900,3000
611510,1100,1200,1200,1200
611511,7600,7300,7200,7700
612002,15900,16500,16800,17700
612004,15200,16100,,
615003,12500,12500,12000,12500
615004,11000,10500,11500,12000
615007,4900,4900,5000,6000
615008,3600,3800,3900,3700
615011,8300,7500,8400,8100
615031,1500,1300,1600,1400
700002,7600,8200,9900,9600
700003,,,,6300
700005,,,,6100
700006,,,,13800
700008,17800,18000,14100,18200
700013,40000,37500,39500,37500
700022,27000,30000,26000,28500
700023,,,,1909
700024,35000,35000,36500,34000
700037,32000,31000,32000,32500
700069,15600,16200,,20000
700072,15600,15800,16300,15600
700078,22500,23000,24000,22000
700080,21000,21000,22500,23500
700086,39000,36500,38500,35000
700090,6400,6600,6800,6000
700103,26500,26500,28000,29000
700104,31000,32000,,
700113,49982,50156,50103,50585
700114,14045,14664,15789,15398
700124,33000,34000,35000,35000
700127,10800,12300,13500,13000
700130,20000,21000,25000,21500
700131,12900,14200,,
700134,35850,35164,37245,37913
700135,38500,36000,35000,40500
700147,13000,11500,14500,12500
700150,21000,23000,26000,24000
700169,25500,27000,28500,28500
700187,33500,36000,,
700218,9700,11000,12000,11500
700223,6707,6340,6662,7134
700228,15900,19000,17300,17100
700233,31000,32000,33000,33000
700241,23500,24500,24000,25500
700249,39000,34500,37500,34500
700280,35500,31500,33500,32000
700284,9524,9627,9810,9795
700300,35500,37500,41000,35000
700321,33000,33500,35000,36000
700322,29167,29582,30354,30049
700325,6000,6300,7100,6600
700327,12600,13200,13000,14600
700345,31235,31702,32025,33500
700347,40000,38500,,
700348,15000,15700,17900,15700
700349,21500,21500,27000,22500
700352,,31500,29500,35500
700353,30000,38500,37000,38000
700354,,28000,31500,32000
700358,16900,18200,18600,21000
700359,51500,54500,55500,56500
700360,36000,41000,43000,41500
700361,41500,39000,40500,40000
700362,31000,30500,32500,33500
700363,35500,34000,35000,25000
700364,39500,40000,37000,42500
700365,60500,69000,69000,59000
700366,54500,64500,68500,84000
700367,10000,8900,9100,9300
700368,52000,57500,57500,62500
700369,12400,13500,15100,15400
700371,58000,65500,67500,75000
700372,45500,71500,67500,77500
700373,22000,21500,27500,24000
700374,18300,21000,22000,23000
700375,26500,,,16900
700377,29500,35000,34000,34000
700378,18500,19300,20300,20500
700379,14600,16300,16700,16500
700381,30000,29000,30500,34500
700382,14600,14700,17200,16600
700383,13100,12800,12200,12800
700384,26500,26000,29000,26500
700385,13900,13100,12800,13000
700386,23000,23000,29000,24000
700388,57500,57500,59500,61500
700389,15500,18700,20500,17200
700390,32500,36500,42000,32500
700391,37000,38500,45000,35500
700392,24500,27000,33000,26500
700393,16700,15600,17900,17100
700394,19700,20000,21500,21500
700395,29000,30500,32000,29500
700396,5600,5600,6500,6900
700398,31000,33000,34000,39500
700399,26000,29000,29500,31000
700400,22000,21500,24000,24500
700401,37000,41500,44000,34000
700402,40000,41500,44500,34000
700403,32500,34500,34000,36000
700404,2600,3000,3400,3100
700405,31000,35000,34500,45000
700408,25000,26500,24500,27500
700410,32000,33500,,
700411,10900,10600,10900,12300
700412,30000,34500,38000,41500
700413,17600,21500,22500,22000
700414,15600,15300,15100,14000
700415,61500,71000,68500,62500
700416,5100,4800,5700,6000
700417,17800,17800,18400,18000
700418,15800,16400,,
700419,32000,34000,29500,38000
700420,14900,15500,13600,14800
700421,13200,,,
700422,21500,22000,19000,23500
700423,20000,20500,18100,21500
700424,13800,15200,15500,16800
700425,4000,4800,5000,6100
700426,14600,14800,14400,16700
700427,36500,39000,39000,39500
700428,50500,58000,55000,50500
700429,16700,16100,16500,17700
700430,6000,8500,9600,9800
700431,17500,18300,18000,19200
700432,22500,23500,20500,22000
700433,21000,19800,,
700434,18000,18700,22200,21500
700435,19500,19600,19400,23000
700436,28500,23500,24500,27500
700437,24000,25000,25500,30000
700438,16600,16000,19100,17500
700439,42000,46500,47500,38000
701001,12700,12600,13600,13200
701003,17600,19100,,
701004,38000,44000,40000,35000
701005,41500,41000,40000,42500
701007,36000,32500,35000,31000
702000,2300,2100,2300,3200
702001,12000,14500,13500,14000
702002,11000,13500,12000,13500
702003,2200,2300,2400,2900
702004,4600,5800,5300,5600
702005,9700,12000,11000,11500
702006,9500,11500,10500,11000
702007,4800,6000,5600,5600
702008,6400,6500,6200,6800
702009,7100,6700,6800,6800
702010,7000,7700,6700,7000
702011,6100,6500,6000,6700
702012,7500,9100,7700,8000
702013,7600,9600,8600,8700
702014,8600,10000,9100,9700
702015,7100,7500,7200,7800
702016,6900,6400,6600,7200
702017,5800,6200,6300,6500
702018,5800,6400,6300,6600
702019,6400,7100,7000,7000
702020,4900,5800,5600,6100
702021,5600,6300,5900,6600
702022,5400,6200,5800,6300
702023,4900,6000,5500,5500
702024,7700,7400,7100,7300
702025,4600,4700,5200,5200
702026,4000,3500,4700,4900
702027,7900,8000,7200,7200
702028,3200,4000,3400,3600
702029,1300,1700,1700,1600
702030,1700,2100,2200,2100
702031,3300,3800,3600,3700
702032,1800,2200,2500,2200
702033,300,350,400,400
702034,3300,3300,3700,3100
702035,6900,8200,10000,9200
702036,1800,2300,3100,2300
702037,500,500,600,550
702038,6400,8300,9000,9200
702039,3200,3700,3500,3000
702040,1400,1700,1500,1600
702041,2600,2000,1900,2100
702042,2800,2700,2000,2300
702043,1700,1800,1500,1700
702044,6200,6200,5900,5600
702045,6400,6200,5900,5600
702046,6000,6000,5300,5300
702047,6000,6000,5600,5400
702048,4300,4900,4700,4100
702049,1900,1700,1700,1600
702050,1900,1600,1700,1500
702051,4800,5100,4600,4200
702052,4500,5200,4800,4600
702053,850,800,700,1000
702054,1000,950,800,850
702055,4700,5200,4700,5300
702056,900,900,800,750
702057,450,400,500,450
702058,650,550,600,550
702059,1200,1100,950,900
702060,,3400,3600,3500
702061,,1200,1200,1100
702062,,1200,1100,1100
702063,,1600,5600,3800
702064,,,,1300
702065,,,,1400
702066,,,,2000
702067,,,,1800
702068,,,,1300
702069,,,,1300
702070,,,,2200
702071,,,,2200
704000,7500,7600,7800,9000
704001,4000,4600,3800,3900
704002,3200,3300,3400,3200
704003,4400,4500,4600,4000
705014,10500,12000,12000,14000
705015,33500,39000,,
705016,37000,38500,,
705018,37000,41500,42500,40000
705026,49000,44000,43500,49000
705027,52500,59000,56500,60000
705029,17500,17000,19500,19000
705039,41500,43000,44000,47000
705050,28000,27500,31000,28500
705063,33500,36000,,
705064,34000,34500,34500,41500
705068,26500,28500,25000,28500
705069,19500,,,
705071,25000,26500,27500,28500
705074,15000,16500,11500,16500
705075,14500,15500,,
705080,12500,14000,,11000
705098,15200,14200,14200,15200
705099,22000,27500,23000,24000
705104,23000,24000,25000,20700
705112,15000,,,
705115,37000,34500,,
705117,33500,35000,32500,36000
705118,17000,16000,19000,17000
705119,33000,34000,36500,34500
705125,25500,26000,27000,30500
705126,34500,35500,35500,45500
705127,31000,34000,31500,44000
705131,28500,30000,,
705137,16300,15300,18000,16900
705138,21500,21500,,
705139,7400,7700,7900,7700
705141,6200,6400,6800,6700
705143,25500,26500,27000,25000
705146,17900,18100,16800,18800
705147,13800,15000,14100,14700
705149,19500,18700,20000,26500
705153,28500,27000,22500,26500
705154,41500,42000,44000,43500
705159,22500,26500,25500,25500
705160,19500,23500,25000,24500
705171,28500,30500,36000,30000
705173,17500,19200,21000,20300
705178,24000,25500,24000,23000
705181,29000,27500,30500,32000
705182,35500,36000,,
705184,13000,13600,14400,14100
705190,10500,11000,10500,11500
705194,16500,16000,15000,17000
705195,24500,26000,26000,22000
705197,16000,17000,15500,17000
705198,14000,15000,,
705200,9600,13000,9700,10500
705201,13000,13000,13500,14000
705203,18500,18500,18500,18500
705205,17700,18300,18800,17400
705206,15500,18500,21000,26000
709919,35720,35354,38059,39616
710001,17200,16400,20300,21000
710004,22000,20500,16500,27000
710006,4700,5700,6000,5900
710007,4300,4300,4900,5000
710014,5200,5700,6000,6200
710015,11000,13500,14500,14500
710020,27500,28500,34000,34500
710025,38500,39000,43000,43000
710030,10400,10800,11600,11800
710035,51000,54500,56500,61000
710039,3800,3700,3800,4100
710046,24500,28500,30000,31000
710047,14500,21000,19700,21000
710049,14700,12500,13100,15000
710050,45500,48000,53000,49500
710063,6300,6400,6900,7100
710104,2700,2800,3200,3500
710106,12500,13000,13500,14300
710108,6600,6600,6600,7900
710110,11300,11400,12400,12600
710113,13700,14700,15100,16500
710116,3000,3100,3300,3100
710118,6200,6900,6500,6300
710119,5400,6500,6700,7100
710121,73500,74500,78500,80500
710122,60000,58500,64000,65000
710130,74000,59000,75000,71500
710131,52000,53500,60500,62000
710132,32000,34500,33500,33500
710142,21500,23000,25000,24500
710147,29500,30500,33500,35000
710151,12000,10900,9500,12000
710158,7900,6700,5600,7000
710164,10500,11000,11500,11500
710168,8700,11000,9100,10000
710172,1700,1600,2000,1800
710176,8700,8600,8800,9200
710178,13500,14000,16700,20500
710189,30135,31823,33631,35738
710192,6800,7100,6900,7500
710195,9700,10100,6200,11900
710196,12000,13700,14800,15700
710217,3600,3700,5500,6800
710233,16731,17071,17843,18500
710235,9400,14400,15300,18400
710236,6200,9500,9700,11500
713101,26500,28500,34000,35000
713140,74500,79000,83500,86500
713213,34000,37500,42500,47500
713214,21500,23500,23500,22500
715001,12500,12600,12600,12100
715003,12500,13200,13800,10600
715004,13000,11700,13900,12400
715005,52500,53500,57500,62500
715006,30500,29500,31000,32000
715007,62500,64500,67500,65500
715010,37000,38500,41000,40000
715011,12000,10500,11000,10500
715012,28500,30000,31500,35000
715015,20500,27500,26000,27500
715016,20000,26500,28500,25000
715017,12500,12800,12900,13100
715019,23500,28000,30500,29000
720002,8100,8400,9700,9700
720004,7700,8400,10500,8100
720005,7200,7900,7600,7500
720006,35500,38000,39500,41500
720008,8600,9200,11000,11600
720012,39000,37500,40500,41500
720021,15500,17400,16200,15200
720024,17200,18300,18400,19200
720032,48000,48500,53000,44000
720034,34500,35000,38000,37500
720036,32000,33000,34500,31500
720039,54500,51000,55000,56000
720050,9200,9200,8700,9600
720052,44000,42000,39500,40000
720053,37000,36500,35500,34000
720060,9100,9000,9200,9300
720062,38060,38176,39010,40034
720079,43000,40500,44000,41000
720098,1250,1100,1100,1100
720099,75000,78500,82000,83500
720101,12000,12500,15000,15500
720102,15000,14100,14400,16200
720103,52000,56000,60500,45000
720104,4700,5000,4000,4500
720105,12000,12000,14500,14000
720109,45094,45735,47033,47674
720116,15800,17300,18800,19100
720117,14800,14900,13800,13100
720118,14200,14500,13500,13700
720120,1000,,,
720122,41500,38500,43500,35500
720123,65500,63500,71000,65000
720124,38500,41000,42500,42500
720126,31000,29000,30000,27500
720127,28500,30500,29500,27500
720128,56500,58000,62500,62000
720133,41500,39500,41000,40500
720139,39500,38500,43000,41500
720140,5300,5400,6200,5300
720142,16700,17400,16300,16600
720143,4200,4600,4000,4000
720145,13000,13000,12500,13000
720146,17300,18200,18700,17000
720150,20500,18900,15500,18500
720161,48000,49909,51187,51363
720167,14500,16400,16700,17400
720171,110767,122020,122225,127000
720172,39500,40500,35394,34965
720174,8600,8400,6800,8300
720178,12000,12000,12000,10500
720184,46000,47500,51500,48000
720187,31000,29500,32500,32500
720188,5400,6300,6500,6200
720190,31000,43500,44500,44500
720191,33000,39000,37500,38000
720192,33000,30000,30500,35000
720201,36500,48500,49500,52000
720202,30500,30000,31500,31500
720203,23000,23200,22300,22400
720204,36000,45000,43500,44500
720205,26000,27000,23500,30500
720206,49000,50000,47000,48000
720207,37500,39500,39500,40000
720209,34500,42000,38000,32500
720216,52860,53104,55734,61957
720224,41000,39000,40500,40500
720235,4356,4295,4601,4562
720236,4444,4136,3726,3931
720279,31000,32000,35500,36500
720282,3500,3200,2900,3200
720301,59000,58500,67000,57500
720305,40000,43000,42500,45000
720306,46500,42500,45000,45000
720310,23000,21100,28000,22100
720320,14500,9800,13000,13000
720328,3600,3700,4900,4500
720330,5300,5500,5700,5700
720331,4500,3800,3900,4000
720354,137138,147022,149257,155000
720401,7800,8300,12500,13000
720402,8100,8500,12000,13500
720507,24000,24000,24500,24500
720508,32500,34500,40500,39500
720519,4500,5000,5600,6000
720535,20200,22000,19900,21000
720536,38000,38000,39000,36500
720539,7000,7000,7500,7200
720551,28500,25500,25500,28500
720552,36000,33500,32500,33000
720561,11600,11000,11300,12000
720564,26500,26500,31500,27000
720576,62500,64000,68000,69000
720577,44500,44000,50000,38500
720578,26500,26500,31500,29500
720580,49500,50500,53500,54500
720591,24500,22000,22500,22500
720592,30500,25500,27000,27000
720593,30500,30500,31500,32000
720594,36000,40500,34500,35500
720595,35500,36000,34500,35500
720596,38000,37500,46000,42000
720600,4300,4500,4900,4000
720606,13500,14500,17000,16100
720610,2800,3000,2500,2700
720612,15500,13800,15200,15400
720616,2800,2900,3200,3300
720622,38000,33500,36000,36500
720626,23500,24000,25500,28500
720638,8200,7600,8400,8900
720640,10500,9600,9700,9300
720642,31500,29000,30000,29000
720643,29000,25500,27000,27000
720645,17400,16100,13900,15400
720649,21000,19300,20300,18300
720650,29500,29500,32500,41000
720653,34500,35500,35500,36000
720701,6400,5700,6000,5800
720702,18500,19000,18000,17000
720718,26500,25000,23000,23000
720730,22000,25000,31000,31000
720813,49500,46500,52000,52000
720816,51500,49000,54000,50000
720818,41500,42500,43500,44500
720819,42000,47000,50000,51000
720820,48000,47000,48500,49500
720821,44000,49000,55000,56000
720825,20500,21000,20500,21000
720827,13500,13700,13400,12800
720828,5200,6100,6600,5400
720830,38500,37500,38500,38000
720832,46000,57500,58500,59500
720835,33000,33000,32500,34500
720836,31000,30500,34000,31000
720837,21000,21500,22000,23000
720838,40500,37000,38000,36000
720839,28000,27000,27500,27500
720840,17800,16900,17800,19500
720841,12500,10200,10600,13200
720842,6100,5600,5500,5800
720843,14000,11500,9600,9800
720844,17500,17500,16000,16000
720845,8900,9500,7100,7700
720847,16500,15000,15500,14500
720848,8900,8900,10500,9500
720850,8000,8000,6300,8900
720851,31000,28500,30000,27000
720852,19100,17900,16500,18400
720853,19500,19500,17000,17500
720854,7200,6600,6000,6500
720855,13000,12000,13500,14000
720857,14000,13000,14500,14000
720858,22500,20500,18300,19500
720860,134000,121000,122000,119500
720861,109500,98000,103500,106500
720862,55500,55000,58500,52000
720864,125000,131000,135000,138300
720867,16500,15200,14000,16700
720868,11500,11100,10900,11900
720869,34000,33000,34000,34000
720870,28500,29500,26500,27500
720872,36500,37000,38500,38500
720873,46000,46000,49000,50000
720874,54500,42500,42000,45000
720875,50000,51500,53500,51500
720876,14500,15000,16000,15500
720877,12500,14000,19000,17000
720878,11200,11800,14300,15400
720879,9300,9600,9700,8900
720880,22000,22300,19200,18900
720881,29500,30500,29000,29000
720882,39000,46500,37000,40000
720883,17800,18500,18900,19200
720884,34500,35500,36000,36500
720885,27500,27500,28000,26000
720886,55000,46000,59000,55500
720887,75500,62000,71000,73000
720888,51500,47500,62000,66500
720893,15900,18100,17300,17500
720894,103000,108000,112000,111400
720895,103000,108000,112000,112400
720897,91000,88000,89000,92000
720898,86000,83500,84000,87000
720899,98000,96000,95000,98000
720900,108500,108500,106500,120000
720901,100000,106500,103000,111500
720902,76000,78000,77500,74500
720904,52000,54000,63500,65500
720905,46500,47500,52000,56500
720906,44500,47500,48500,50000
720907,41000,44000,48000,46500
720908,43500,47000,50500,52000
720910,2900,2500,3400,3800
720911,13400,14400,18800,19200
720912,14700,16300,19400,19800
720913,48500,52500,52500,54500
720916,20000,20500,19000,20500
720918,52500,53000,58500,53500
720919,49500,49000,59000,60000
720920,72500,81500,83500,83000
720921,61500,61500,70500,72500
720922,34000,33000,32000,35000
720924,74500,73000,75000,86500
720925,5900,7100,8100,6800
720926,10000,10700,11300,11400
720927,29000,30000,35000,34500
720928,49000,46000,50500,48500
720929,42500,41000,43500,40500
720930,32500,32000,33500,31500
720931,25500,26000,24500,26000
720932,25500,23000,26000,25000
720933,16300,17000,17400,16900
720934,17500,18900,20500,20000
720935,18000,19400,20000,17300
720936,20000,20500,22500,22500
720937,12500,13000,12900,16100
720938,17500,18600,19000,18100
720939,17000,17200,18000,17500
720940,19000,19800,28000,18400
720941,10500,9400,10100,10300
720942,68000,64000,67500,68500
720943,56500,55500,56500,57500
720944,43000,43500,43000,45000
720945,48000,47500,48500,50000
720946,54000,53500,53500,64000
720947,13300,14300,15700,14800
720948,23000,23500,23500,24000
720949,76000,83500,93000,96500
720950,56000,57500,58000,60500
720951,39500,39000,36000,38500
720952,16700,16800,16000,16200
720953,17200,18800,17500,17600
720954,10500,9300,8700,8600
720955,13500,13000,11000,11000
720956,17700,18500,18400,20300
720957,14000,15700,15600,15800
720958,3700,3400,3000,3600
720959,3700,3600,3700,4500
720960,5700,6100,7200,8700
720961,10300,10800,11200,12000
720962,17900,18300,16700,16900
720963,16100,15400,16900,17100
720964,19600,19000,19600,20000
720965,18300,19300,18400,18100
720966,34500,35500,32500,32500
720967,34500,35000,34000,38000
720968,34000,32500,31500,32000
720969,28500,29000,29000,27000
720970,58500,56000,55500,55000
720971,57000,57500,55000,54500
720972,37500,36000,35500,33000
720973,40500,39500,41500,43000
720974,22000,23500,24000,22000
720975,14000,16000,18000,18500
720976,34000,35000,35000,35500
720977,3900,3800,4400,4500
720978,6600,5900,6600,5800
720979,9400,9700,10500,7700
720980,4300,3600,4200,4300
720981,10000,10200,11500,11700
720983,2000,2400,2900,3100
720984,7200,6100,6200,6300
720985,31500,32500,34000,32000
720988,62500,61000,63500,58500
720991,24000,31000,31000,30500
721002,14000,15000,12000,14000
721003,15000,14000,12000,12000
721005,26000,24000,22000,25500
721006,10400,10900,11100,12600
721007,63000,74500,78000,83500
721008,80500,82000,87500,88500
721009,10600,10400,11000,11700
721010,20200,22500,21000,21500
721012,16000,14500,12500,14500
721013,10500,10500,11000,10000
721015,34000,33000,35500,34500
721016,28500,28000,30500,30500
721025,650,,,
721028,2500,3100,3100,12100
722001,3900,3300,3900,3500
722002,4700,4200,3100,4000
722003,4400,4300,4700,4200
722004,3300,2800,2300,3000
722059,4300,4200,,
722109,22500,53500,42000,41000
722115,31500,37500,36500,36000
722117,47000,42000,47500,45500
722118,20500,,34000,33500
722121,134000,147500,134500,138500
722135,42000,25000,26000,27000
722146,13600,20700,15900,15500
722147,32500,34500,34500,37000
722156,119000,124500,128500,130900
722159,117500,124000,133000,111500
722163,126500,132500,132500,125500
722170,86500,88000,90000,93000
722176,15400,14200,16500,13800
722178,12300,12300,13400,13400
722188,6700,8700,7800,7200
722217,41500,48500,49000,47000
722219,108000,122000,126500,128500
722232,99000,102000,114000,116000
722235,103500,110000,121000,123000
722237,110500,117500,127500,129500
722241,72000,78500,83000,86000
722256,20500,22000,24000,18200
722257,24500,23500,22500,22500
722259,35000,32000,33500,31000
722267,60500,56000,57500,56500
722270,56500,52000,52000,49500
722273,51500,51000,49000,45500
722277,58000,51500,46500,52000
722280,52000,53000,48500,47000
722283,43500,43000,44000,40000
722293,51500,52000,49000,46500
722298,5900,6500,5800,5900
722344,54500,54500,52500,54000
722345,56500,49000,54000,55000
722353,142000,134500,135500,140000
722355,105000,110500,106500,120500
722361,111500,119000,126500,130500
722374,25000,25500,24000,24000
722387,39000,36500,42500,43500
722389,13000,13500,13000,13500
722390,11000,9900,9200,9700
722394,21000,23000,31000,29000
722396,27000,25000,27000,24500
722403,25000,22500,25000,26000
722600,,,,8700
722601,,,,9000
722602,,,,9500
722603,,,,11000
722604,,,,7700
722605,,,,11500
722606,,,,8800
722607,,,,11500
722608,,,,4700
722609,,,,4600
722610,,,,5300
722611,,,,4000
722612,,,,6000
722613,,,,5900
722615,,,,5300
722616,,,,5600
722617,8400,6200,6800,7400
722630,6900,6100,5200,5300
722632,64000,51500,58500,59500
722647,,,,7300
722648,,,,5500
722649,,,,7500
722650,,,,6200
722651,,,,7500
722652,,,,14000
722656,,,,8600
722657,,,,9000
722658,,,,5800
722659,,,,16500
722660,,,,3700
722661,,,,9900
722662,,,,11500
722663,,,,2800
722664,,,,3400
722665,,,,1700
722666,,,,11500
722667,,,,1500
722669,,,,15000
722670,,,,1700
722671,,,,3600
722672,,,,4900
722673,,,,3800
722674,,,,5400
722675,,,,9400
722676,,,,1500
722677,,,,650
722678,,,,550
722679,,,,7400
722683,,,,6400
722684,,,,1600
722685,,,,3600
722686,,,,2000
722743,,,,12500
722744,,,,11000
722745,,,,4800
722746,,,,4400
722747,,,,4400
722748,,,,6700
722749,,,,16000
722750,,,,4000
722751,,,,7600
722752,,,,4800
722753,,,,4400
722754,16900,14000,13800,14000
723020,25000,27000,30500,30500
723026,9300,10500,10000,11000
723028,24000,25000,26500,25500
723029,29000,29500,29500,30500
723113,29000,28500,27500,25500
723120,14800,15300,15700,15600
723121,59500,57000,54500,50500
723152,32500,30500,31000,31500
723162,39000,37500,37000,38000
723170,48500,32000,32500,33000
723172,21900,21400,26500,31500
723229,16700,17700,17900,18600
723237,44500,49000,46000,45500
723509,31500,31500,33000,30000
723547,19000,18800,21000,21000
723550,23000,25500,25000,25000
723554,9700,10600,12200,12400
723584,37500,39500,45500,44500
723623,59000,56500,66000,60500
723641,28500,28500,27500,28000
723644,31500,29500,31500,29000
723808,66500,71500,72000,68000
723817,33500,35500,39000,38000
723822,52500,54000,56000,57000
723824,25000,22000,22300,22500
723826,27500,27500,28000,25500
723846,19000,19500,18500,19500
723863,136500,127000,125000,129000
723866,20000,21500,21500,22500
723871,36500,34000,33500,35000
