BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,Year,ActualCount,AdjustedForecast
"The SR 400 (I-4) Interchange project SR 400 (I-4) Eastbound Off-ramp to Osceola Parkway from M.P.
7.510 to M.P. 7.520.",2009,416518-1,2,3,FL,No Tolls on 1+ lane,7650,2031,3,2009,5-Consultant,4-Regional travel model,,"12-9241-416518-1-The SR 400 (I-4) Interchange project SR 400 (I-4) Eastbound Off-ramp to Osceola Parkway from M.P.
7.510 to M.P. 7.520.",1,12-24934-922019,2011,1600,922019,Florida,12-24934-922019,1-Interstate or Limited-access facility,2033,NA,3050
"The SR A1A Add Northbound Left Turn Lane Project SR A1A from S. of US-192 (M.P. 17.530) to US-192 (M.P.
17.536).",2005,416407-1,4,3,FL,No Tolls on 1+ lane,19700,2007,1,2005,5-Consultant,1-Traffic count trend,,"12-9242-416407-1-The SR A1A Add Northbound Left Turn Lane Project SR A1A from S. of US-192 (M.P. 17.530) to US-192 (M.P.
17.536).",1,12-24935-700228,2007,18200,700228,Florida,12-24935-700228,3-Principal Arterial,2009,18200,19700
"The SR A1A Add Northbound Left Turn Lane Project SR A1A from S. of US-192 (M.P. 17.530) to US-192 (M.P.
17.536).",2005,416407-1,4,3,FL,No Tolls on 1+ lane,21600,2017,2,2005,5-Consultant,1-Traffic count trend,,"12-9242-416407-1-The SR A1A Add Northbound Left Turn Lane Project SR A1A from S. of US-192 (M.P. 17.530) to US-192 (M.P.
17.536).",1,12-24935-700228,2007,18200,700228,Florida,12-24935-700228,3-Principal Arterial,2019,NA,19700
"The SR A1A Add Northbound Left Turn Lane Project SR A1A from S. of US-192 (M.P. 17.530) to US-192 (M.P.
17.536).",2005,416407-1,4,3,FL,No Tolls on 1+ lane,23500,2027,3,2005,5-Consultant,1-Traffic count trend,,"12-9242-416407-1-The SR A1A Add Northbound Left Turn Lane Project SR A1A from S. of US-192 (M.P. 17.530) to US-192 (M.P.
17.536).",1,12-24935-700228,2007,18200,700228,Florida,12-24935-700228,3-Principal Arterial,2029,NA,19700
The SR 471 ? Add Left-Turn Lane(s) Project,2005,416221-1,4,1,FL,No Tolls on 1+ lane,4750,2007,1,2005,5-Consultant,1-Traffic count trend,,12-9243-416221-1-The SR 471 ? Add Left-Turn Lane(s) Project,1,12-24936-180205,2007,5100,180205,Florida,12-24936-180205,4-Minor Arterial,2009,5100,4750
The SR 471 ? Add Left-Turn Lane(s) Project,2005,416221-1,4,1,FL,No Tolls on 1+ lane,6100,2017,2,2005,5-Consultant,1-Traffic count trend,,12-9243-416221-1-The SR 471 ? Add Left-Turn Lane(s) Project,1,12-24936-180205,2007,5100,180205,Florida,12-24936-180205,4-Minor Arterial,2019,NA,4750
The SR 471 ? Add Left-Turn Lane(s) Project,2005,416221-1,4,1,FL,No Tolls on 1+ lane,7450,2027,3,2005,5-Consultant,1-Traffic count trend,,12-9243-416221-1-The SR 471 ? Add Left-Turn Lane(s) Project,1,12-24936-180205,2007,5100,180205,Florida,12-24936-180205,4-Minor Arterial,2029,NA,4750
"The SR 430 Add Left Turn Lane(s) Project from East of Nova Road (M.P.
0.990) to East of Sherry Dr. (M.P. 1.090).",2006,416219-1,4,3,FL,No Tolls on 1+ lane,21800,2010,1,2006,5-Consultant,4-Regional travel model,,"12-9244-416219-1-The SR 430 Add Left Turn Lane(s) Project from East of Nova Road (M.P.
0.990) to East of Sherry Dr. (M.P. 1.090).",1,12-24937-795197,2010,18200,795197,Florida,12-24937-795197,4-Minor Arterial,2012,18200,21800
"The SR 430 Add Left Turn Lane(s) Project from East of Nova Road (M.P.
0.990) to East of Sherry Dr. (M.P. 1.090).",2006,416219-1,4,3,FL,No Tolls on 1+ lane,25300,2020,2,2006,5-Consultant,4-Regional travel model,,"12-9244-416219-1-The SR 430 Add Left Turn Lane(s) Project from East of Nova Road (M.P.
0.990) to East of Sherry Dr. (M.P. 1.090).",1,12-24937-795197,2010,18200,795197,Florida,12-24937-795197,4-Minor Arterial,2022,NA,21800
"The SR 430 Add Left Turn Lane(s) Project from East of Nova Road (M.P.
0.990) to East of Sherry Dr. (M.P. 1.090).",2006,416219-1,4,3,FL,No Tolls on 1+ lane,28800,2030,3,2006,5-Consultant,4-Regional travel model,,"12-9244-416219-1-The SR 430 Add Left Turn Lane(s) Project from East of Nova Road (M.P.
0.990) to East of Sherry Dr. (M.P. 1.090).",1,12-24937-795197,2010,18200,795197,Florida,12-24937-795197,4-Minor Arterial,2032,NA,21800
"The SR 483 Add Right Turn Lane(s) Project from South of SR 430 (M.P. 3.277) to SR 430 (M.P.
3.377).",2004,416194-1,4,3,FL,No Tolls on 1+ lane,23400,2009,1,2004,5-Consultant,4-Regional travel model,,"12-9245-416194-1-The SR 483 Add Right Turn Lane(s) Project from South of SR 430 (M.P. 3.277) to SR 430 (M.P.
3.377).",1,12-24938-795182,2009,17700,795182,Florida,12-24938-795182,3-Principal Arterial,2011,17700,23400
"The SR 483 Add Right Turn Lane(s) Project from South of SR 430 (M.P. 3.277) to SR 430 (M.P.
3.377).",2004,416194-1,4,3,FL,No Tolls on 1+ lane,30100,2019,2,2004,5-Consultant,4-Regional travel model,,"12-9245-416194-1-The SR 483 Add Right Turn Lane(s) Project from South of SR 430 (M.P. 3.277) to SR 430 (M.P.
3.377).",1,12-24938-795182,2009,17700,795182,Florida,12-24938-795182,3-Principal Arterial,2021,NA,23350
"The SR 483 Add Right Turn Lane(s) Project from South of SR 430 (M.P. 3.277) to SR 430 (M.P.
3.377).",2004,416194-1,4,3,FL,No Tolls on 1+ lane,36900,,3,2004,5-Consultant,4-Regional travel model,,"12-9245-416194-1-The SR 483 Add Right Turn Lane(s) Project from South of SR 430 (M.P. 3.277) to SR 430 (M.P.
3.377).",1,12-24938-795182,2009,17700,795182,Florida,12-24938-795182,3-Principal Arterial,,NA,
"The SR 414 Add Right Turn Lane(s) Project from Keller Rd (M.P. 39.595) Eastward (M.P.
39.695).",2006,416189-1,4,3,FL,Static Tolls on 1+ lane,58100,2008,1,2006,5-Consultant,5-Professional judgement,MP 39.595 to MO 39.695,"12-9246-416189-1-The SR 414 Add Right Turn Lane(s) Project from Keller Rd (M.P. 39.595) Eastward (M.P.
39.695).",1,12-24939-750592,2008,53000,750592,Florida,12-24939-750592,4-Minor Arterial,2010,53000,58100
"The SR 414 Add Right Turn Lane(s) Project from Keller Rd (M.P. 39.595) Eastward (M.P.
39.695).",2006,416189-1,4,3,FL,Static Tolls on 1+ lane,68400,2018,2,2006,5-Consultant,5-Professional judgement,MP 39.595 to MO 39.695,"12-9246-416189-1-The SR 414 Add Right Turn Lane(s) Project from Keller Rd (M.P. 39.595) Eastward (M.P.
39.695).",1,12-24939-750592,2008,53000,750592,Florida,12-24939-750592,4-Minor Arterial,2020,NA,63250
"The SR 414 Add Right Turn Lane(s) Project from Keller Rd (M.P. 39.595) Eastward (M.P.
39.695).",2006,416189-1,4,3,FL,Static Tolls on 1+ lane,68400,2028,3,2006,5-Consultant,5-Professional judgement,MP 39.595 to MO 39.695,"12-9246-416189-1-The SR 414 Add Right Turn Lane(s) Project from Keller Rd (M.P. 39.595) Eastward (M.P.
39.695).",1,12-24939-750592,2008,53000,750592,Florida,12-24939-750592,4-Minor Arterial,2030,NA,58100
"The SR 45/US 41 Resurfacing Project from SW 107th Lane (M.P. 1.662) to Levy County
Line (M.P. 11.928).",2005,416153-1,1,1,FL,No Tolls on 1+ lane,14500,2005,1,2005,5-Consultant,5-Professional judgement,,"12-9249-416153-1-The SR 45/US 41 Resurfacing Project from SW 107th Lane (M.P. 1.662) to Levy County
Line (M.P. 11.928).",1,12-24942-360200,2005,9500,360200,Florida,12-24942-360200,4-Minor Arterial,2006,9500,14500
"The SR 45/US 41 Resurfacing Project from SW 107th Lane (M.P. 1.662) to Levy County
Line (M.P. 11.928).",2005,416153-1,1,1,FL,No Tolls on 1+ lane,19000,2015,2,2005,5-Consultant,5-Professional judgement,,"12-9249-416153-1-The SR 45/US 41 Resurfacing Project from SW 107th Lane (M.P. 1.662) to Levy County
Line (M.P. 11.928).",1,12-24942-360200,2005,9500,360200,Florida,12-24942-360200,4-Minor Arterial,2016,10300,14500
"The SR 45/US 41 Resurfacing Project from SW 107th Lane (M.P. 1.662) to Levy County
Line (M.P. 11.928).",2005,416153-1,1,1,FL,No Tolls on 1+ lane,23500,2025,3,2005,5-Consultant,5-Professional judgement,,"12-9249-416153-1-The SR 45/US 41 Resurfacing Project from SW 107th Lane (M.P. 1.662) to Levy County
Line (M.P. 11.928).",1,12-24942-360200,2005,9500,360200,Florida,12-24942-360200,4-Minor Arterial,2026,NA,14500
"The SR 5 Bridge Replacement Project at the bridge over Black Branch Creek (M.P. 9.091) to (M.P.
9.108)",2006,411092-1,1,1,FL,No Tolls on 1+ lane,16900,2011,1,2006,5-Consultant,1-Traffic count trend,,"12-9290-411092-1-The SR 5 Bridge Replacement Project at the bridge over Black Branch Creek (M.P. 9.091) to (M.P.
9.108)",1,12-24982-730101,2011,10200,730101,Florida,12-24982-730101,3-Principal Arterial,2012,10200,16900
"The SR 5 Bridge Replacement Project at the bridge over Black Branch Creek (M.P. 9.091) to (M.P.
9.108)",2006,411092-1,1,1,FL,No Tolls on 1+ lane,24000,2021,2,2006,5-Consultant,1-Traffic count trend,,"12-9290-411092-1-The SR 5 Bridge Replacement Project at the bridge over Black Branch Creek (M.P. 9.091) to (M.P.
9.108)",1,12-24982-730101,2011,10200,730101,Florida,12-24982-730101,3-Principal Arterial,2022,NA,16900
"The SR 5 Bridge Replacement Project at the bridge over Black Branch Creek (M.P. 9.091) to (M.P.
9.108)",2006,411092-1,1,1,FL,No Tolls on 1+ lane,31100,2031,3,2006,5-Consultant,1-Traffic count trend,,"12-9290-411092-1-The SR 5 Bridge Replacement Project at the bridge over Black Branch Creek (M.P. 9.091) to (M.P.
9.108)",1,12-24982-730101,2011,10200,730101,Florida,12-24982-730101,3-Principal Arterial,2032,NA,16900
"The SR 50 Widening/Resurfacing Existing Lanes Project from Avalon Road M.P. 3.080 to SR 429/Western
Beltway M.P. 6.217.",2003,410983-1,4,3,FL,No Tolls on 1+ lane,36500,2007,1,2003,5-Consultant,4-Regional travel model,Avalon to Park Ave.,"12-9291-410983-1-The SR 50 Widening/Resurfacing Existing Lanes Project from Avalon Road M.P. 3.080 to SR 429/Western
Beltway M.P. 6.217.",1,12-24983-750038,2007,35189,750038,Florida,12-24983-750038,3-Principal Arterial,2009,35189,36500
"The SR 50 Widening/Resurfacing Existing Lanes Project from Avalon Road M.P. 3.080 to SR 429/Western
Beltway M.P. 6.217.",2003,410983-1,4,3,FL,No Tolls on 1+ lane,50000,2017,2,2003,5-Consultant,4-Regional travel model,Avalon to Park Ave.,"12-9291-410983-1-The SR 50 Widening/Resurfacing Existing Lanes Project from Avalon Road M.P. 3.080 to SR 429/Western
Beltway M.P. 6.217.",1,12-24983-750038,2007,35189,750038,Florida,12-24983-750038,3-Principal Arterial,2019,NA,36500
"The SR 50 Widening/Resurfacing Existing Lanes Project from Avalon Road M.P. 3.080 to SR 429/Western
Beltway M.P. 6.217.",2003,410983-1,4,3,FL,No Tolls on 1+ lane,63500,2027,3,2003,5-Consultant,4-Regional travel model,Avalon to Park Ave.,"12-9291-410983-1-The SR 50 Widening/Resurfacing Existing Lanes Project from Avalon Road M.P. 3.080 to SR 429/Western
Beltway M.P. 6.217.",1,12-24983-750038,2007,35189,750038,Florida,12-24983-750038,3-Principal Arterial,2029,NA,36500
The SR 44 Resurfacing Project from Myrtle Ave (M.P. 0.675) to US 1 (M.P. 0.934).,2006,410777-1,1,3,FL,No Tolls on 1+ lane,11600,2008,1,2006,5-Consultant,4-Regional travel model,,12-9294-410777-1-The SR 44 Resurfacing Project from Myrtle Ave (M.P. 0.675) to US 1 (M.P. 0.934).,1,12-24986-790516,2008,12500,790516,Florida,12-24986-790516,4-Minor Arterial,2009,12500,11600
The SR 44 Resurfacing Project from Myrtle Ave (M.P. 0.675) to US 1 (M.P. 0.934).,2006,410777-1,1,3,FL,No Tolls on 1+ lane,14300,2018,2,2006,5-Consultant,4-Regional travel model,,12-9294-410777-1-The SR 44 Resurfacing Project from Myrtle Ave (M.P. 0.675) to US 1 (M.P. 0.934).,1,12-24986-790516,2008,12500,790516,Florida,12-24986-790516,4-Minor Arterial,2019,NA,11650
The SR 44 Resurfacing Project from Myrtle Ave (M.P. 0.675) to US 1 (M.P. 0.934).,2006,410777-1,1,3,FL,No Tolls on 1+ lane,16900,2028,3,2006,5-Consultant,4-Regional travel model,,12-9294-410777-1-The SR 44 Resurfacing Project from Myrtle Ave (M.P. 0.675) to US 1 (M.P. 0.934).,1,12-24986-790516,2008,12500,790516,Florida,12-24986-790516,4-Minor Arterial,2029,NA,11600
The SR 35/US 301 Widening & Resurfacing Project The SR 35/US 301 Widening & Resurfacing Project,2004,410250-1,4,1,FL,No Tolls on 1+ lane,6500,2009,1,2004,5-Consultant,4-Regional travel model,,12-9295-410250-1-The SR 35/US 301 Widening & Resurfacing Project The SR 35/US 301 Widening & Resurfacing Project,1,12-24987-180041,2009,5500,180041,Florida,12-24987-180041,4-Minor Arterial,2011,5500,6500
The SR 35/US 301 Widening & Resurfacing Project The SR 35/US 301 Widening & Resurfacing Project,2004,410250-1,4,1,FL,No Tolls on 1+ lane,8200,2019,2,2004,5-Consultant,4-Regional travel model,,12-9295-410250-1-The SR 35/US 301 Widening & Resurfacing Project The SR 35/US 301 Widening & Resurfacing Project,1,12-24987-180041,2009,5500,180041,Florida,12-24987-180041,4-Minor Arterial,2021,NA,6550
The SR 35/US 301 Widening & Resurfacing Project The SR 35/US 301 Widening & Resurfacing Project,2004,410250-1,4,1,FL,No Tolls on 1+ lane,9800,2029,3,2004,5-Consultant,4-Regional travel model,,12-9295-410250-1-The SR 35/US 301 Widening & Resurfacing Project The SR 35/US 301 Widening & Resurfacing Project,1,12-24987-180041,2009,5500,180041,Florida,12-24987-180041,4-Minor Arterial,2031,NA,6500
"The Resurfacing Project for SR 400 limits begin
east of SR 44 (M.P. 14.668) and end east of SR 600 (M.P. 25.274).",2002,409847-1,1,1,FL,No Tolls on 1+ lane,45000,2004,1,2002,5-Consultant,1-Traffic count trend,MP 14.6880to MP 25.274,"12-9297-409847-1-The Resurfacing Project for SR 400 limits begin
east of SR 44 (M.P. 14.668) and end east of SR 600 (M.P. 25.274).",1,12-24989-790486,2004,47500,790486,Florida,12-24989-790486,3-Principal Arterial,2005,47500,45000
"The Resurfacing Project for SR 400 limits begin
east of SR 44 (M.P. 14.668) and end east of SR 600 (M.P. 25.274).",2002,409847-1,1,1,FL,No Tolls on 1+ lane,57700,2014,2,2002,5-Consultant,1-Traffic count trend,MP 14.6880to MP 25.274,"12-9297-409847-1-The Resurfacing Project for SR 400 limits begin
east of SR 44 (M.P. 14.668) and end east of SR 600 (M.P. 25.274).",1,12-24989-790486,2004,47500,790486,Florida,12-24989-790486,3-Principal Arterial,2015,56000,45000
"The Resurfacing Project for SR 400 limits begin
east of SR 44 (M.P. 14.668) and end east of SR 600 (M.P. 25.274).",2002,409847-1,1,1,FL,No Tolls on 1+ lane,70400,2024,3,2002,5-Consultant,1-Traffic count trend,MP 14.6880to MP 25.274,"12-9297-409847-1-The Resurfacing Project for SR 400 limits begin
east of SR 44 (M.P. 14.668) and end east of SR 600 (M.P. 25.274).",1,12-24989-790486,2004,47500,790486,Florida,12-24989-790486,3-Principal Arterial,2025,NA,45000
The SR 9 Resurfacing Project from M.P. 17.832 to M.P. 22.550,2003,409846-1,1,1,FL,No Tolls on 1+ lane,29800,2004,1,2003,5-Consultant,1-Traffic count trend,MP 17.8320to 22.55,12-9298-409846-1-The SR 9 Resurfacing Project from M.P. 17.832 to M.P. 22.550,1,12-24990-700363,2004,35000,700363,Florida,12-24990-700363,3-Principal Arterial,2005,35000,29800
The SR 9 Resurfacing Project from M.P. 17.832 to M.P. 22.550,2003,409846-1,1,1,FL,No Tolls on 1+ lane,38700,2014,2,2003,5-Consultant,1-Traffic count trend,MP 17.8320to 22.55,12-9298-409846-1-The SR 9 Resurfacing Project from M.P. 17.832 to M.P. 22.550,1,12-24990-700363,2004,35000,700363,Florida,12-24990-700363,3-Principal Arterial,2015,40000,29850
The SR 9 Resurfacing Project from M.P. 17.832 to M.P. 22.550,2003,409846-1,1,1,FL,No Tolls on 1+ lane,47500,2024,3,2003,5-Consultant,1-Traffic count trend,MP 17.8320to 22.55,12-9298-409846-1-The SR 9 Resurfacing Project from M.P. 17.832 to M.P. 22.550,1,12-24990-700363,2004,35000,700363,Florida,12-24990-700363,3-Principal Arterial,2025,NA,29800
"The SR 9 ? Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",2006,406869-5,1,3,FL,No Tolls on 1+ lane,45000,2012,1,2006,5-Consultant,1-Traffic count trend,,"12-9318-406869-5-The SR 9 ? Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",2,12-25008-700363,2012,29500,700363,Florida,12-25008-700363,1-Interstate or Limited-access facility,2013,29500,45000
"The SR 9 ? Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",2006,406869-5,1,3,FL,No Tolls on 1+ lane,55300,2022,2,2006,5-Consultant,1-Traffic count trend,,"12-9318-406869-5-The SR 9 ? Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",2,12-25008-700363,2012,29500,700363,Florida,12-25008-700363,1-Interstate or Limited-access facility,2023,NA,44950
"The SR 9 ? Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",2006,406869-5,1,3,FL,No Tolls on 1+ lane,65700,2032,3,2006,5-Consultant,1-Traffic count trend,,"12-9318-406869-5-The SR 9 ? Add Lanes and Rehabilitate Pavement Project from SR 50 (M.P. 13.900) to
Volusia County Line (M.P. 31.190)",2,12-25008-700363,2012,29500,700363,Florida,12-25008-700363,1-Interstate or Limited-access facility,2033,NA,45000
"The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",2002,409180-1,1,1,FL,No Tolls on 1+ lane,8500,2004,1,2002,5-Consultant,5-Professional judgement,US 27 to MP 11.916,"12-9299-409180-1-The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",1,12-24991-110045,2004,7700,110045,Florida,12-24991-110045,4-Minor Arterial,2005,7700,8500
"The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",2002,409180-1,1,1,FL,No Tolls on 1+ lane,11500,2014,2,2002,5-Consultant,5-Professional judgement,US 27 to MP 11.916,"12-9299-409180-1-The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",1,12-24991-110045,2004,7700,110045,Florida,12-24991-110045,4-Minor Arterial,2015,,8050
"The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",2002,409180-1,1,1,FL,No Tolls on 1+ lane,15400,2024,3,2002,5-Consultant,5-Professional judgement,US 27 to MP 11.916,"12-9299-409180-1-The Resurfacing Project for SR 19 begin at
SR 50 (M.P. 0.000) and end at South Dixie Drive (M.P. 11.916).",1,12-24991-110045,2004,7700,110045,Florida,12-24991-110045,4-Minor Arterial,2025,NA,8500
The Resurfacing Project for SR 15/Hoffner Road begin at SR 436/Semoran Boulevard (M.P. 11.578) and end at Mauna Loa Lane (M.P. 12.200),2002,409093-1,1,3,FL,No Tolls on 1+ lane,22200,2005,1,2002,5-Consultant,5-Professional judgement,MP 11.578 to MP 12.2,12-9309-409093-1-The Resurfacing Project for SR 15/Hoffner Road begin at SR 436/Semoran Boulevard (M.P. 11.578) and end at Mauna Loa Lane (M.P. 12.200),1,12-24999-110045,2005,7900,110045,Florida,12-24999-110045,4-Minor Arterial,2006,7900,22200
The Resurfacing Project for SR 15/Hoffner Road begin at SR 436/Semoran Boulevard (M.P. 11.578) and end at Mauna Loa Lane (M.P. 12.200),2002,409093-1,1,3,FL,No Tolls on 1+ lane,26600,2015,2,2002,5-Consultant,5-Professional judgement,MP 11.578 to MP 12.2,12-9309-409093-1-The Resurfacing Project for SR 15/Hoffner Road begin at SR 436/Semoran Boulevard (M.P. 11.578) and end at Mauna Loa Lane (M.P. 12.200),1,12-24999-110045,2005,7900,110045,Florida,12-24999-110045,4-Minor Arterial,2016,,21750
The Resurfacing Project for SR 15/Hoffner Road begin at SR 436/Semoran Boulevard (M.P. 11.578) and end at Mauna Loa Lane (M.P. 12.200),2002,409093-1,1,3,FL,No Tolls on 1+ lane,31900,2025,3,2002,5-Consultant,5-Professional judgement,MP 11.578 to MP 12.2,12-9309-409093-1-The Resurfacing Project for SR 15/Hoffner Road begin at SR 436/Semoran Boulevard (M.P. 11.578) and end at Mauna Loa Lane (M.P. 12.200),1,12-24999-110045,2005,7900,110045,Florida,12-24999-110045,4-Minor Arterial,2026,NA,22200
the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,2004,409173-1,1,1,FL,No Tolls on 1+ lane,1500,2004,1,2004,5-Consultant,4-Regional travel model,North of SR 60,12-9302-409173-1-the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,1,12-24993-920044,2004,1500,920044,Florida,12-24993-920044,3-Principal Arterial,2005,1500,1500
the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,2004,409173-1,1,1,FL,No Tolls on 1+ lane,2400,2014,2,2004,5-Consultant,4-Regional travel model,North of SR 60,12-9302-409173-1-the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,1,12-24993-920044,2004,1500,920044,Florida,12-24993-920044,3-Principal Arterial,2015,1250,1500
the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,2004,409173-1,1,1,FL,No Tolls on 1+ lane,3300,2024,3,2004,5-Consultant,4-Regional travel model,North of SR 60,12-9302-409173-1-the resurfacing of S.R. 15 (U.S. 441) from Post Office Road to S.R. 15/500,1,12-24993-920044,2004,1500,920044,Florida,12-24993-920044,3-Principal Arterial,2025,NA,1500
The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,2002,409167-1,1,1,FL,No Tolls on 1+ lane,6400,2005,1,2002,5-Consultant,5-Professional judgement,MP 0.000 to MP 0.246,12-9304-409167-1-The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,1,12-24995-700430,2005,9800,700430,Florida,12-24995-700430,4-Minor Arterial,2006,9800,6400
The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,2002,409167-1,1,1,FL,No Tolls on 1+ lane,13000,2015,2,2002,5-Consultant,5-Professional judgement,MP 0.000 to MP 0.246,12-9304-409167-1-The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,1,12-24995-700430,2005,9800,700430,Florida,12-24995-700430,4-Minor Arterial,2016,23500,3100
The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,2002,409167-1,1,1,FL,No Tolls on 1+ lane,26200,2025,3,2002,5-Consultant,5-Professional judgement,MP 0.000 to MP 0.246,12-9304-409167-1-The Resurfacing Project for SR 519/Fiske Boulevard limits begin 0.20 miles south of I-95 (M.P. 0.000) and end at SR 520 (M.P. 4.604).,1,12-24995-700430,2005,9800,700430,Florida,12-24995-700430,4-Minor Arterial,2026,NA,6400
the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,2002,409165-1,1,3,FL,No Tolls on 1+ lane,39700,2004,1,2002,5-Consultant,5-Professional judgement,SR 5 to SR 513,12-9307-409165-1-the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,1,12-24997-700391,2004,45000,700391,Florida,12-24997-700391,3-Principal Arterial,2005,45000,39700
the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,2002,409165-1,1,3,FL,No Tolls on 1+ lane,48400,2014,2,2002,5-Consultant,5-Professional judgement,SR 5 to SR 513,12-9307-409165-1-the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,1,12-24997-700391,2004,45000,700391,Florida,12-24997-700391,3-Principal Arterial,2015,43000,39650
the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,2002,409165-1,1,3,FL,No Tolls on 1+ lane,57200,2024,3,2002,5-Consultant,5-Professional judgement,SR 5 to SR 513,12-9307-409165-1-the resurfacing of S.R. 404 from S.R. 5 to S.R. A1A,1,12-24997-700391,2004,45000,700391,Florida,12-24997-700391,3-Principal Arterial,2025,NA,39700
"The SR 464 ? Corridor Improvement Project from SW 7th Avenue (M.P. 0.953) to CR 464A/
Magnolia Avenue/ Lake Weir Road (M.P. 1.937).",2006,408905-1,12,3,FL,No Tolls on 1+ lane,27200,2007,1,2006,5-Consultant,1-Traffic count trend,MP 0.953 to MP 1.937,"12-9310-408905-1-The SR 464 ? Corridor Improvement Project from SW 7th Avenue (M.P. 0.953) to CR 464A/
Magnolia Avenue/ Lake Weir Road (M.P. 1.937).",1,12-25000-360463,2007,41500,360463,Florida,12-25000-360463,4-Minor Arterial,2009,41500,27200
"The SR 464 ? Corridor Improvement Project from SW 7th Avenue (M.P. 0.953) to CR 464A/
Magnolia Avenue/ Lake Weir Road (M.P. 1.937).",2006,408905-1,12,3,FL,No Tolls on 1+ lane,29900,2017,2,2006,5-Consultant,1-Traffic count trend,MP 0.953 to MP 1.937,"12-9310-408905-1-The SR 464 ? Corridor Improvement Project from SW 7th Avenue (M.P. 0.953) to CR 464A/
Magnolia Avenue/ Lake Weir Road (M.P. 1.937).",1,12-25000-360463,2007,41500,360463,Florida,12-25000-360463,4-Minor Arterial,2019,NA,27250
"The SR 464 ? Corridor Improvement Project from SW 7th Avenue (M.P. 0.953) to CR 464A/
Magnolia Avenue/ Lake Weir Road (M.P. 1.937).",2006,408905-1,12,3,FL,No Tolls on 1+ lane,32500,2027,3,2006,5-Consultant,1-Traffic count trend,MP 0.953 to MP 1.937,"12-9310-408905-1-The SR 464 ? Corridor Improvement Project from SW 7th Avenue (M.P. 0.953) to CR 464A/
Magnolia Avenue/ Lake Weir Road (M.P. 1.937).",1,12-25000-360463,2007,41500,360463,Florida,12-25000-360463,4-Minor Arterial,2029,NA,27200
"The SR 11 Replace Low Level Bridge Project from Little Haw Creek (M.P. 0.400) to Bridge #
730015 (M.P. 0.500)",2005,408639-1,1,1,FL,No Tolls on 1+ lane,2800,2008,1,2005,5-Consultant,1-Traffic count trend,Bridge,"12-9311-408639-1-The SR 11 Replace Low Level Bridge Project from Little Haw Creek (M.P. 0.400) to Bridge #
730015 (M.P. 0.500)",1,12-25001-730009,2008,2600,730009,Florida,12-25001-730009,3-Principal Arterial,2009,2600,2800
