,BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,AdjustedForecast
1788,TH 5 - Toronto Avenue to Banfil Street in St. Paul,1965.0,TAU 3077,,4.0,MN,No Tolls on 1+ lane,2530,1985.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , TH 5North of Jefferson AvenueSouth Of St. Clair AvenueNB",28-8087-TAU 3077-TH 5 - Toronto Avenue to Banfil Street in St. Paul,,28-23843-,1985.0,7150.0,,Minnesota,28-23843-,,2530.0
1789,TH 5 - Toronto Avenue to Banfil Street in St. Paul,1965.0,TAU 3077,,4.0,MN,No Tolls on 1+ lane,2530,1985.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , SB",28-8088-TAU 3077-TH 5 - Toronto Avenue to Banfil Street in St. Paul,,28-23844-,1985.0,7150.0,,Minnesota,28-23844-,,2530.0
1790,TH 5 - Toronto Avenue to Banfil Street in St. Paul,1965.0,TAU 3077,,4.0,MN,No Tolls on 1+ lane,1050,1985.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , TH 5Between St. Clair AvenueNB",28-8089-TAU 3077-TH 5 - Toronto Avenue to Banfil Street in St. Paul,,28-23844-,1985.0,7150.0,,Minnesota,28-23844-,,1050.0
1791,TH 5 - Toronto Avenue to Banfil Street in St. Paul,1965.0,TAU 3077,,4.0,MN,No Tolls on 1+ lane,1050,1985.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , SB",28-8090-TAU 3077-TH 5 - Toronto Avenue to Banfil Street in St. Paul,,28-23844-,1985.0,7150.0,,Minnesota,28-23844-,,1050.0
1792,TH 5 - Toronto Avenue to Banfil Street in St. Paul,1965.0,TAU 3077,,4.0,MN,No Tolls on 1+ lane,1980,1985.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , TH 5North Of St. Clair AvenueNB",28-8091-TAU 3077-TH 5 - Toronto Avenue to Banfil Street in St. Paul,,28-23845-,1985.0,9425.0,,Minnesota,28-23845-,,1980.0
1793,TH 5 - Toronto Avenue to Banfil Street in St. Paul,1965.0,TAU 3077,,4.0,MN,No Tolls on 1+ lane,1980,1985.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , SB",28-8092-TAU 3077-TH 5 - Toronto Avenue to Banfil Street in St. Paul,,28-23846-,1985.0,9425.0,,Minnesota,28-23846-,,1980.0
1794,"TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",1965.0,TAU 3078,,4.0,MN,No Tolls on 1+ lane,22400,1986.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , TH 280South Of Kasota AvenueNB","28-8093-TAU 3078-TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",,28-23847-,1986.0,25500.0,,Minnesota,28-23847-,,22400.0
1795,"TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",1965.0,TAU 3078,,4.0,MN,No Tolls on 1+ lane,22400,1986.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , SB","28-8094-TAU 3078-TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",,28-23848-,1986.0,25500.0,,Minnesota,28-23848-,,22400.0
1796,"TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",1965.0,TAU 3078,,4.0,MN,No Tolls on 1+ lane,19950,1986.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , TH 280North Of Kasota AvenueSouth Of Bourne AvenueNB","28-8095-TAU 3078-TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",,28-23849-,1986.0,23000.0,,Minnesota,28-23849-,,19950.0
1797,"TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",1965.0,TAU 3078,,4.0,MN,No Tolls on 1+ lane,19950,1986.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , SB","28-8096-TAU 3078-TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",,28-23850-,1986.0,23000.0,,Minnesota,28-23850-,,19950.0
1798,"TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",1965.0,TAU 3078,,4.0,MN,No Tolls on 1+ lane,19800,1986.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , TH 280North of Borune AvenueSouth Of Como Avenue ExitsNB","28-8097-TAU 3078-TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",,28-23851-,1986.0,21000.0,,Minnesota,28-23851-,,19800.0
1799,"TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",1965.0,TAU 3078,,4.0,MN,No Tolls on 1+ lane,19800,1986.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , SB","28-8098-TAU 3078-TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",,28-23852-,1986.0,21000.0,,Minnesota,28-23852-,,19800.0
1800,"TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",1965.0,TAU 3078,,4.0,MN,No Tolls on 1+ lane,19400,1986.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , TH 280North Of Como Avenue ExitsSouth Of Como AvenueNB","28-8099-TAU 3078-TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",,28-23852-,1986.0,21000.0,,Minnesota,28-23852-,,19400.0
1801,"TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",1965.0,TAU 3078,,4.0,MN,No Tolls on 1+ lane,19400,1986.0,1.0,1965.0,1-State DOT,1-Traffic count trend,", , , SB","28-8100-TAU 3078-TH 280 - Kasota Ave Interchange, and West Frontage Rd, and Connecting Ramps",,28-23852-,1986.0,21000.0,,Minnesota,28-23852-,,19400.0
1802,TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,1962.0,PSU 3203A,,4.0,MN,No Tolls on 1+ lane,4545,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , TH 101West Of SAR 13EB",28-8101-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,,28-23853-,1982.0,9400.0,,Minnesota,28-23853-,,4545.0
1803,TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,1962.0,PSU 3203A,,4.0,MN,No Tolls on 1+ lane,4545,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , WB",28-8102-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,,28-23854-,1982.0,9400.0,,Minnesota,28-23854-,,4545.0
1804,TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,1962.0,PSU 3203A,,4.0,MN,No Tolls on 1+ lane,4635,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , TH 101East Of SAR 13West Of SAR 19EB",28-8103-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,,28-23855-,1982.0,10850.0,,Minnesota,28-23855-,,4635.0
1805,TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,1962.0,PSU 3203A,,4.0,MN,No Tolls on 1+ lane,4635,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , WB",28-8104-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,,28-23856-,1982.0,10850.0,,Minnesota,28-23856-,,4635.0
1806,TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,1962.0,PSU 3203A,,4.0,MN,No Tolls on 1+ lane,4735,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , TH 101East Of SAR 19West Of TH 13EB",28-8105-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,,28-23857-,1982.0,12450.0,,Minnesota,28-23857-,,4735.0
1807,TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,1962.0,PSU 3203A,,4.0,MN,No Tolls on 1+ lane,4735,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , WB",28-8106-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,,28-23858-,1982.0,12450.0,,Minnesota,28-23858-,,4735.0
1808,TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,1962.0,PSU 3203A,,4.0,MN,No Tolls on 1+ lane,7295,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , TH 101East Of TH 13West Of Township RoadEB",28-8107-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,,28-23859-,1982.0,14200.0,,Minnesota,28-23859-,,7295.0
1809,TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,1962.0,PSU 3203A,,4.0,MN,No Tolls on 1+ lane,7295,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , WB",28-8108-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,,28-23860-,1982.0,14200.0,,Minnesota,28-23860-,,7295.0
1810,TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,1962.0,PSU 3203A,,4.0,MN,No Tolls on 1+ lane,2840,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , TH 13South Of TH 101NB",28-8109-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,,28-23861-,1982.0,5750.0,,Minnesota,28-23861-,,2840.0
1811,TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,1962.0,PSU 3203A,,4.0,MN,No Tolls on 1+ lane,2840,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , SB",28-8110-PSU 3203A-TH101/13 - West City line of Shakopee to .21 miles West of City Line of Savage,,28-23862-,1982.0,5750.0,,Minnesota,28-23862-,,2840.0
1812,TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1962.0,PSU 3203B,,4.0,MN,No Tolls on 1+ lane,4735,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , TH101West Of TH 13EB",28-8111-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,,28-23863-,1982.0,12450.0,,Minnesota,28-23863-,,4735.0
1813,TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1962.0,PSU 3203B,,4.0,MN,No Tolls on 1+ lane,4735,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , WB",28-8112-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,,28-23864-,1982.0,12450.0,,Minnesota,28-23864-,,4735.0
1814,TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1962.0,PSU 3203B,,4.0,MN,No Tolls on 1+ lane,7295,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , TH13East Of TH 13West Of CSAH 31EB",28-8113-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,,28-23865-,1982.0,14200.0,,Minnesota,28-23865-,,7295.0
1815,TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1962.0,PSU 3203B,,4.0,MN,No Tolls on 1+ lane,7295,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , WB",28-8114-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,,28-23866-,1982.0,14200.0,,Minnesota,28-23866-,,7295.0
1816,TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1962.0,PSU 3203B,,4.0,MN,No Tolls on 1+ lane,9525,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , TH13East Of CSAH 31West OF CSAH 106EB",28-8115-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,,28-23866-,1982.0,14200.0,,Minnesota,28-23866-,,9525.0
1817,TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1962.0,PSU 3203B,,4.0,MN,No Tolls on 1+ lane,9525,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , WB",28-8116-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,,28-23866-,1982.0,14200.0,,Minnesota,28-23866-,,9525.0
1818,TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1962.0,PSU 3203B,,4.0,MN,No Tolls on 1+ lane,9400,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , TH13East Of CSAH 106West Of CSAH 17EB",28-8117-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,,28-23867-,1982.0,12900.0,,Minnesota,28-23867-,,9400.0
1819,TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1962.0,PSU 3203B,,4.0,MN,No Tolls on 1+ lane,9400,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , WB",28-8118-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,,28-23868-,1982.0,12900.0,,Minnesota,28-23868-,,9400.0
1820,TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1962.0,PSU 3203B,,4.0,MN,No Tolls on 1+ lane,10915,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , TH13East Of CSAH 17West of I-35WEB",28-8119-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,,28-23869-,1982.0,15500.0,,Minnesota,28-23869-,,10915.0
1821,TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1962.0,PSU 3203B,,4.0,MN,No Tolls on 1+ lane,10915,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , WB",28-8120-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,,28-23870-,1982.0,15500.0,,Minnesota,28-23870-,,10915.0
1822,TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1962.0,PSU 3203B,,4.0,MN,No Tolls on 1+ lane,2840,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , TH 13South Of TH 101NB",28-8121-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,,28-23871-,1982.0,5750.0,,Minnesota,28-23871-,,2840.0
1823,TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,1962.0,PSU 3203B,,4.0,MN,No Tolls on 1+ lane,2840,1982.0,1.0,1962.0,1-State DOT,1-Traffic count trend,", , , SB",28-8122-PSU 3203B-TH13 - TH101 West Of Savage To .75 Mi West Of I-35W,,28-23872-,1982.0,5750.0,,Minnesota,28-23872-,,2840.0
1824,TH51 - TH36 to Hamline Avenue,1969.0,TAS3081B-14,,4.0,MN,No Tolls on 1+ lane,19900,1990.0,1.0,1969.0,1-State DOT,1-Traffic count trend,", , , TH 51South Of TH 36NB",28-8123-TAS3081B-14-TH51 - TH36 to Hamline Avenue,,28-23873-,1990.0,19000.0,,Minnesota,28-23873-,,19900.0
1825,TH51 - TH36 to Hamline Avenue,1969.0,TAS3081B-14,,4.0,MN,No Tolls on 1+ lane,19900,1990.0,1.0,1969.0,1-State DOT,1-Traffic count trend,", , , SB",28-8124-TAS3081B-14-TH51 - TH36 to Hamline Avenue,,28-23874-,1990.0,19000.0,,Minnesota,28-23874-,,19900.0
1826,TH51 - TH36 to Hamline Avenue,1969.0,TAS3081B-14,,4.0,MN,No Tolls on 1+ lane,19300,1990.0,1.0,1969.0,1-State DOT,1-Traffic count trend,", , , TH 51North Of TH 36South Of County Road B2NB",28-8125-TAS3081B-14-TH51 - TH36 to Hamline Avenue,,28-23875-,1990.0,19500.0,,Minnesota,28-23875-,,19300.0
1827,TH51 - TH36 to Hamline Avenue,1969.0,TAS3081B-14,,4.0,MN,No Tolls on 1+ lane,19300,1990.0,1.0,1969.0,1-State DOT,1-Traffic count trend,", , , SB",28-8126-TAS3081B-14-TH51 - TH36 to Hamline Avenue,,28-23876-,1990.0,19500.0,,Minnesota,28-23876-,,19300.0
1828,TH51 - TH36 to Hamline Avenue,1969.0,TAS3081B-14,,4.0,MN,No Tolls on 1+ lane,13700,1990.0,1.0,1969.0,1-State DOT,1-Traffic count trend,", , , TH 51North Of County Road B2South Of County Road CNB",28-8127-TAS3081B-14-TH51 - TH36 to Hamline Avenue,,28-23877-,1990.0,18000.0,,Minnesota,28-23877-,,13700.0
1829,TH51 - TH36 to Hamline Avenue,1969.0,TAS3081B-14,,4.0,MN,No Tolls on 1+ lane,13700,1990.0,1.0,1969.0,1-State DOT,1-Traffic count trend,", , , SB",28-8128-TAS3081B-14-TH51 - TH36 to Hamline Avenue,,28-23878-,1990.0,18000.0,,Minnesota,28-23878-,,13700.0
1830,TH51 - TH36 to Hamline Avenue,1969.0,TAS3081B-14,,4.0,MN,No Tolls on 1+ lane,9500,1990.0,1.0,1969.0,1-State DOT,1-Traffic count trend,", , , TH 51North Of County Road C2South Of Hamline AvenueNB",28-8129-TAS3081B-14-TH51 - TH36 to Hamline Avenue,,28-23879-,1990.0,14750.0,,Minnesota,28-23879-,,9500.0
1831,TH51 - TH36 to Hamline Avenue,1969.0,TAS3081B-14,,4.0,MN,No Tolls on 1+ lane,9500,1990.0,1.0,1969.0,1-State DOT,1-Traffic count trend,", , , SB",28-8130-TAS3081B-14-TH51 - TH36 to Hamline Avenue,,28-23880-,1990.0,14750.0,,Minnesota,28-23880-,,9500.0
1832,TH51 - TH36 to Hamline Avenue,1969.0,TAS3081B-14,,4.0,MN,No Tolls on 1+ lane,10500,1990.0,1.0,1969.0,1-State DOT,1-Traffic count trend,", , , TH 51North Of Hamline AveNB",28-8131-TAS3081B-14-TH51 - TH36 to Hamline Avenue,,28-23880-,1990.0,14750.0,,Minnesota,28-23880-,,10500.0
1833,TH51 - TH36 to Hamline Avenue,1969.0,TAS3081B-14,,4.0,MN,No Tolls on 1+ lane,10500,1990.0,1.0,1969.0,1-State DOT,1-Traffic count trend,", , , SB",28-8132-TAS3081B-14-TH51 - TH36 to Hamline Avenue,,28-23880-,1990.0,14750.0,,Minnesota,28-23880-,,10500.0
1834,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,39900,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , I-94East Of 6th StreetWest Of Mounds Boulevard/Hoffman AvenueEB",28-8133-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23881-,1985.0,34200.0,,Minnesota,28-23881-,,39900.0
1835,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,41600,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , WB",28-8134-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23882-,1985.0,34200.0,,Minnesota,28-23882-,,41600.0
1836,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,54100,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , I-94East Of Mounds Boulevard/Hoffman AvenueWest Of Earl StreetEB",28-8135-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23883-,1985.0,41025.0,,Minnesota,28-23883-,,54100.0
1837,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,55800,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , WB",28-8136-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23884-,1985.0,41025.0,,Minnesota,28-23884-,,55800.0
1838,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,45400,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , I-94East Of US61/10West Of White Bear AveEB",28-8137-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23885-,1985.0,33775.0,,Minnesota,28-23885-,,45400.0
1839,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,47100,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , WB",28-8138-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23886-,1985.0,33775.0,,Minnesota,28-23886-,,47100.0
1840,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,41200,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , I-94East Of White Bear AvenueWest Of Ruth StreetEB",28-8139-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23887-,1985.0,29675.0,,Minnesota,28-23887-,,41200.0
1841,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,42700,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , WB",28-8140-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23888-,1985.0,29675.0,,Minnesota,28-23888-,,42700.0
1842,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,37100,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , I-94East Of Ruth StreetWest Of McKnight RoadEB",28-8141-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23889-,1985.0,25250.0,,Minnesota,28-23889-,,37100.0
1843,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,38300,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , WB",28-8142-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23890-,1985.0,25250.0,,Minnesota,28-23890-,,38300.0
1844,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,33400,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , I-94East Of McKnight RoadWest Of TH120EB",28-8143-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23891-,1985.0,18700.0,,Minnesota,28-23891-,,33400.0
1845,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,21400,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , WB",28-8144-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23892-,1985.0,18700.0,,Minnesota,28-23892-,,21400.0
1846,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,29500,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , I-94East Of TH 120West OF I-494/694EB",28-8145-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23893-,1985.0,18075.0,,Minnesota,28-23893-,,29500.0
1847,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,29500,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , WB",28-8146-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23894-,1985.0,18075.0,,Minnesota,28-23894-,,29500.0
1848,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,20300,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , I-94Between I-494/694EB",28-8147-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23894-,1985.0,18075.0,,Minnesota,28-23894-,,20300.0
1849,I-94 - From Mounds Boulevard To I-494/694,1968.0,TAS3082-14,,4.0,MN,No Tolls on 1+ lane,20300,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , WB",28-8148-TAS3082-14-I-94 - From Mounds Boulevard To I-494/694,,28-23894-,1985.0,18075.0,,Minnesota,28-23894-,,20300.0
1850,TH280 - From Franklin Avenue To NPRR Bridge,1968.0,TAS3084-14,,4.0,MN,No Tolls on 1+ lane,10200,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , TH 280South Of Franklin StreetSouth Of University AvenueNB",28-8149-TAS3084-14-TH280 - From Franklin Avenue To NPRR Bridge,,28-23895-,1985.0,15625.0,,Minnesota,28-23895-,,10200.0
1851,TH280 - From Franklin Avenue To NPRR Bridge,1968.0,TAS3084-14,,4.0,MN,No Tolls on 1+ lane,10200,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , SB",28-8150-TAS3084-14-TH280 - From Franklin Avenue To NPRR Bridge,,28-23896-,1985.0,15625.0,,Minnesota,28-23896-,,10200.0
1852,TH280 - From Franklin Avenue To NPRR Bridge,1968.0,TAS3084-14,,4.0,MN,No Tolls on 1+ lane,10200,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , TH 280North Of University AvenueSouth Of Territorial RoadNB",28-8151-TAS3084-14-TH280 - From Franklin Avenue To NPRR Bridge,,28-23896-,1985.0,15625.0,,Minnesota,28-23896-,,10200.0
1853,TH280 - From Franklin Avenue To NPRR Bridge,1968.0,TAS3084-14,,4.0,MN,No Tolls on 1+ lane,10200,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , SB",28-8152-TAS3084-14-TH280 - From Franklin Avenue To NPRR Bridge,,28-23896-,1985.0,15625.0,,Minnesota,28-23896-,,10200.0
1854,TH280 - From Franklin Avenue To NPRR Bridge,1968.0,TAS3084-14,,4.0,MN,No Tolls on 1+ lane,22200,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , TH 280North Of Territorial RoadNB",28-8153-TAS3084-14-TH280 - From Franklin Avenue To NPRR Bridge,,28-23897-,1985.0,25125.0,,Minnesota,28-23897-,,22200.0
1855,TH280 - From Franklin Avenue To NPRR Bridge,1968.0,TAS3084-14,,4.0,MN,No Tolls on 1+ lane,22200,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , SB",28-8154-TAS3084-14-TH280 - From Franklin Avenue To NPRR Bridge,,28-23898-,1985.0,25125.0,,Minnesota,28-23898-,,22200.0
1856,University Avenue - Park Street To Marion Street,1968.0,TAS3085-14,,4.0,MN,No Tolls on 1+ lane,8100,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , University AvenueWest Of Marion StreetEB",28-8155-TAS3085-14-University Avenue - Park Street To Marion Street,,28-23899-,1985.0,8800.0,,Minnesota,28-23899-,,8100.0
1857,University Avenue - Park Street To Marion Street,1968.0,TAS3085-14,,4.0,MN,No Tolls on 1+ lane,8100,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , WB",28-8156-TAS3085-14-University Avenue - Park Street To Marion Street,,28-23900-,1985.0,8800.0,,Minnesota,28-23900-,,8100.0
1858,University Avenue - Park Street To Marion Street,1968.0,TAS3085-14,,4.0,MN,No Tolls on 1+ lane,6200,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , University AvenueBetween Marion StreetEB",28-8157-TAS3085-14-University Avenue - Park Street To Marion Street,,28-23900-,1985.0,8800.0,,Minnesota,28-23900-,,6200.0
1859,University Avenue - Park Street To Marion Street,1968.0,TAS3085-14,,4.0,MN,No Tolls on 1+ lane,6200,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , WB",28-8158-TAS3085-14-University Avenue - Park Street To Marion Street,,28-23900-,1985.0,8800.0,,Minnesota,28-23900-,,6200.0
1860,University Avenue - Park Street To Marion Street,1968.0,TAS3085-14,,4.0,MN,No Tolls on 1+ lane,6500,1985.0,1.0,1968.0,1-State DOT,1-Traffic count trend,", , , University AvenueEast Of Marion StreetWest Of Rice StEB",28-8159-TAS3085-14-University Avenue - Park Street To Marion Street,,28-23901-,1985.0,8250.0,,Minnesota,28-23901-,,6500.0
