BriefDescription,County,ForecastMethodology,ForecastYear,ForecastYearType,FunctionalClass,ImprovementType,InternalProjectID,Length_miles,SegmentDescription,SegmentID,State,TollType,TrafficForecast,YearForecastProduced,Year_ofObservation,Count,main_ProjectInformation_ProjectID,main_TrafficForecast_ProjectID,AdjustedForecast,n,Error,PercentError,AbsPE
,,6.00,2012,1,4,1,89505,,,,41,1,15230,2010,2012,22970,,,15230,1,7740,50.82074852,50.82074852
,,6.00,2012,1,5,1,83418,,,,41,1,3590,2011,2012,3930,,,3590,3,340,9.470752089,9.470752089
,,6.00,2012,1,5,1,83418,,,,41,1,3030,2011,2012,3360,,,3030,3,330,10.89108911,10.89108911
,,6.00,2012,1,5,1,83418,,,,41,1,2840,2011,2010,2840,,,2840,3,0,0,0
,,6.00,2012,1,1,1,85276,,,,41,1,58650,2011,2012,58830,,,58650,1,180,0.306905371,0.306905371
,,6.00,2012,1,1,1,91588,,,,41,1,49580,2011,2012,46120,,,49580,1,-3460,-6.978620411,6.978620411
,,6.00,2012,1,1,1,85240,,,,41,1,81570,2011,2010,80570,,,80567,3,3,0.003723609,0.003723609
,,6.00,2012,1,1,1,85240,,,,41,1,59490,2011,2010,58810,,,58806,3,4,0.006802027,0.006802027
,,6.00,2012,1,1,1,85240,,,,41,1,46750,2011,2012,40354,,,46750,3,-6396,-13.68128342,13.68128342
,,6.00,2012,1,1,1,23736,,,,41,1,18250,2011,2010,16480,,,17931.66667,4,-1451.66667,-8.09554793,8.09554793
,,6.00,2012,1,1,1,23736,,,,41,1,17530,2011,2010,15600,,,17161.66667,4,-1561.66667,-9.099737805,9.099737805
,,6.00,2012,1,1,1,23736,,,,41,1,17930,2011,2010,16200,,,17618.33333,4,-1418.33333,-8.050326347,8.050326347
,,6.00,2012,1,1,1,23736,,,,41,1,17110,2011,2010,16780,,,16836.66667,4,-56.66667,-0.336567036,0.336567036
,,6.00,2012,1,1,1,90726,,,,41,1,43340,2011,2010,42510,,,42509,2,1,0.002352443,0.002352443
,,6.00,2012,1,3,1,90726,,,,41,1,25800,2011,2010,31290,,,25558,2,5732,22.42741999,22.42741999
,,6.00,2012,1,3,1,79455,,,,41,1,6250,2011,2011,6190,,,6190.833333,6,-0.833333,-0.013460756,0.013460756
,,6.00,2012,1,3,1,79455,,,,41,1,9650,2011,2011,9620,,,9619.166667,6,0.833333,0.008663256,0.008663256
,,6.00,2012,1,3,1,79455,,,,41,1,11890,2011,2011,11820,,,11816.66667,6,3.33333,0.028208716,0.028208716
,,6.00,2012,1,3,1,79455,,,,41,1,11480,2011,2011,11400,,,11399.16667,6,0.83333,0.007310447,0.007310447
,,6.00,2012,1,3,1,79455,,,,41,1,5470,2011,2011,5450,,,5449.166667,6,0.833333,0.015292852,0.015292852
,,6.00,2012,1,3,1,79455,,,,41,1,5130,2011,2011,5100,,,5100,6,0,0,0
,,6.00,2012,1,3,1,88655,,,,41,1,4800,2011,2012,5510,,,4800,3,710,14.79166667,14.79166667
,,6.00,2012,1,3,1,88655,,,,41,1,10700,2011,2012,11100,,,10700,3,400,3.738317757,3.738317757
,,6.00,2012,1,3,1,88655,,,,41,1,12850,2011,2012,13240,,,12850,3,390,3.035019455,3.035019455
,,6.00,2012,1,3,1,83481,,,,41,1,15780,2012,2010,13140,,,15423,2,-2283,-14.80256759,14.80256759
,,6.00,2012,1,3,1,83481,,,,41,1,10120,2012,2010,9800,,,9897,2,-97,-0.980094978,0.980094978
,,6.00,2013,1,3,2,16144,,,,41,1,14510,2007,2009,11810,,,14305.78947,5,-2495.78947,-17.44601006,17.44601006
,,6.00,2013,1,3,2,16144,,,,41,1,23750,2007,2009,18100,,,23528.94737,5,-5428.94737,-23.07348172,23.07348172
,,6.00,2013,1,3,2,16144,,,,41,1,17600,2007,2009,18100,,,17218.94737,5,881.05263,5.116762431,5.116762431
,,6.00,2013,1,3,2,16144,,,,41,1,13100,2007,2009,18100,,,12889.47368,5,5210.52632,40.42466317,40.42466317
,,6.00,2013,1,3,2,16144,,,,41,1,15490,2007,2009,11670,,,14900.52632,5,-3230.52632,-21.68061886,21.68061886
,,6.00,2013,1,5,1,83540,,,,41,1,2680,2008,2012,2010,,,2647,1,-637,-24.06497922,24.06497922
,,6.00,2013,1,3,2,83571,,,,41,1,34030,2008,2013,24700,,,34030,10,-9330,-27.41698501,27.41698501
,,6.00,2013,1,3,2,83571,,,,41,1,32950,2008,2013,24700,,,32950,10,-8250,-25.03793627,25.03793627
,,6.00,2013,1,3,2,83571,,,,41,1,33470,2008,2013,24700,,,33470,10,-8770,-26.20256947,26.20256947
,,6.00,2013,1,3,2,83571,,,,41,1,33050,2008,2013,24700,,,33050,10,-8350,-25.26475038,25.26475038
,,6.00,2013,1,3,2,83571,,,,41,1,31040,2008,2013,24700,,,31040,10,-6340,-20.42525773,20.42525773
,,6.00,2013,1,3,2,83571,,,,41,1,33420,2008,2013,24700,,,33420,10,-8720,-26.09216038,26.09216038
,,6.00,2013,1,3,2,83571,,,,41,1,32350,2008,2013,24700,,,32350,10,-7650,-23.64760433,23.64760433
,,6.00,2013,1,3,2,83571,,,,41,1,23190,2008,2013,22480,,,23190,10,-710,-3.061664511,3.061664511
,,6.00,2013,1,3,2,83571,,,,41,1,33090,2008,2013,30470,,,33090,10,-2620,-7.91779994,7.91779994
,,6.00,2013,1,3,2,83571,,,,41,1,23990,2008,2013,24200,,,23990,10,210,0.875364735,0.875364735
,,6.00,2013,1,1,11,84506,,,,41,1,117450,2009,2013,78450,,,117450,6,-39000,-33.20561941,33.20561941
,,6.00,2013,1,1,11,84506,,,,41,1,136940,2009,2013,105700,,,136940,6,-31240,-22.81291076,22.81291076
,,6.00,2013,1,1,11,84506,,,,41,1,136280,2009,2013,107760,,,136280,6,-28520,-20.9275022,20.9275022
,,6.00,2013,1,1,11,84506,,,,41,1,123760,2009,2013,101770,,,123760,6,-21990,-17.76826115,17.76826115
,,6.00,2013,1,1,11,84506,,,,41,1,99000,2009,2013,93050,,,99000,6,-5950,-6.01010101,6.01010101
,,6.00,2013,1,1,11,84506,,,,41,1,124430,2009,2013,116450,,,124430,6,-7980,-6.413244394,6.413244394
,,6.00,2013,1,3,1,75518,,,,41,1,10320,2010,2008,8970,,,9082.5,1,-112.5,-1.238645747,1.238645747
,,6.00,2013,1,5,1,86944,,,,41,1,2190,2010,2013,1846,,,2190,1,-344,-15.70776256,15.70776256
,,6.00,2013,1,5,1,20383,,,,41,1,4010,2010,2009,3590,,,3978,1,-388,-9.753645048,9.753645048
,,6.00,2013,1,1,1,83964,,,,41,1,89390,2010,2009,72930,,,84068,1,-11138,-13.24879859,13.24879859
,,6.00,2013,1,1,1,87920,,,,41,1,49170,2011,2013,49460,,,49170,5,290,0.589790523,0.589790523
,,6.00,2013,1,1,1,87920,,,,41,1,36190,2011,2013,34930,,,36190,5,-1260,-3.481624758,3.481624758
,,6.00,2013,1,1,1,87920,,,,41,1,57540,2011,2013,56060,,,57540,5,-1480,-2.57212374,2.57212374
,,6.00,2013,1,1,1,87920,,,,41,1,36150,2011,2013,36360,,,36150,5,210,0.580912863,0.580912863
,,6.00,2013,1,1,1,87920,,,,41,1,62370,2011,2013,61550,,,62370,5,-820,-1.314734648,1.314734648
,,6.00,2013,1,3,1,22598,,,,41,1,13070,2011,2013,13440,,,13070,1,370,2.830910482,2.830910482
,,6.00,2013,1,3,1,89506,,,,41,1,6880,2011,2009,6880,,,6880,5,0,0,0
,,6.00,2013,1,3,1,89506,,,,41,1,10790,2011,2009,10790,,,10790,5,0,0,0
,,6.00,2013,1,3,1,89506,,,,41,1,10030,2011,2009,10030,,,10030,5,0,0,0
,,6.00,2013,1,5,1,89506,,,,41,1,2130,2011,2009,2130,,,2130,5,0,0,0
,,6.00,2013,1,5,1,89506,,,,41,1,2650,2011,2009,2650,,,2650,5,0,0,0
,,6.00,2013,1,3,1,85052,,,,41,1,5510,2011,2013,6530,,,5510,4,1020,18.51179673,18.51179673
,,6.00,2013,1,3,1,85052,,,,41,1,6020,2011,2013,5300,,,6020,4,-720,-11.96013289,11.96013289
,,6.00,2013,1,3,1,85052,,,,41,1,6950,2011,2013,7168,,,6950,4,218,3.136690647,3.136690647
,,6.00,2013,1,3,1,85052,,,,41,1,5630,2011,2013,7168,,,5630,4,1538,27.31793961,27.31793961
,,6.00,2013,1,4,1,82773,,,,41,1,13340,2011,2011,12390,,,13088.33333,4,-698.33333,-5.335540534,5.335540534
,,6.00,2013,1,4,1,82773,,,,41,1,9830,2011,2011,8380,,,9698.333333,4,-1318.333333,-13.59340093,13.59340093
,,6.00,2013,1,4,1,82773,,,,41,1,11870,2011,2011,11060,,,11666.66667,4,-606.66667,-5.200000027,5.200000027
,,6.00,2013,1,3,1,82773,,,,41,1,8800,2011,2011,7810,,,8660,4,-850,-9.815242494,9.815242494
,,6.00,2013,1,4,1,90351,,,,41,1,9690,2011,2009,9660,,,9656,1,4,0.041425021,0.041425021
,,6.00,2013,1,5,1,90359,,,,41,1,1190,2011,2009,960,,,1138,1,-178,-15.64147627,15.64147627
,,6.00,2013,1,5,1,90357,,,,41,1,3560,2011,2013,4060,,,3560,1,500,14.04494382,14.04494382
,,6.00,2013,1,1,1,76411,,,,41,1,38910,2011,2011,34830,,,38232,1,-3402,-8.898305085,8.898305085
,,6.00,2013,1,1,1,88591,,,,41,1,120850,2011,2013,107760,,,120850,1,-13090,-10.83160943,10.83160943
,,6.00,2013,1,1,1,76174,,,,41,1,95520,2011,2013,69330,,,95520,11,-26190,-27.41834171,27.41834171
,,6.00,2013,1,1,1,76174,,,,41,1,75170,2011,2013,61900,,,75170,11,-13270,-17.65331914,17.65331914
,,6.00,2013,1,1,1,76174,,,,41,1,84140,2012,2013,75300,,,84140,11,-8840,-10.50629903,10.50629903
,,6.00,2013,1,1,1,76174,,,,41,1,92520,2012,2013,69330,,,92520,11,-23190,-25.06485084,25.06485084
,,6.00,2013,1,1,1,76174,,,,41,1,92520,2012,2013,69330,,,92520,11,-23190,-25.06485084,25.06485084
,,6.00,2013,1,1,1,76174,,,,41,1,75170,2012,2013,61900,,,75170,11,-13270,-17.65331914,17.65331914
,,6.00,2013,1,1,1,76174,,,,41,1,75170,2012,2013,61900,,,75170,11,-13270,-17.65331914,17.65331914
,,6.00,2013,1,1,1,76174,,,,41,1,105090,2012,2013,87970,,,105090,11,-17120,-16.29079836,16.29079836
,,6.00,2013,1,1,1,76174,,,,41,1,103960,2012,2013,89300,,,103960,11,-14660,-14.10157753,14.10157753
,,6.00,2013,1,1,1,76174,,,,41,1,103960,2012,2013,89300,,,103960,11,-14660,-14.10157753,14.10157753
,,6.00,2013,1,1,1,76174,,,,41,1,106470,2012,2013,93900,,,106470,11,-12570,-11.80614258,11.80614258
,,6.00,2013,1,1,1,87130,,,,41,1,36190,2011,2013,34930,,,36190,1,-1260,-3.481624758,3.481624758
,,6.00,2013,1,1,1,90434,,,,41,1,6750,2011,2009,6700,,,6703.333333,4,-3.333333,-0.049726499,0.049726499
,,6.00,2013,1,1,1,90434,,,,41,1,20710,2011,2013,5690,,,20710,4,-15020,-72.52535007,72.52535007
,,6.00,2013,1,1,1,90434,,,,41,1,19190,2011,2013,22250,,,19190,4,3060,15.94580511,15.94580511
,,6.00,2013,1,3,1,90434,,,,41,1,10760,2011,2013,12100,,,10760,4,1340,12.4535316,12.4535316
,,6.00,2013,1,4,1,81940,,,,41,1,8680,2011,2013,9165,,,8680,1,485,5.587557604,5.587557604
,,6.00,2013,1,4,1,84527,,,,41,1,13330,2011,2013,12802,,,13330,1,-528,-3.960990248,3.960990248
,,6.00,2013,1,1,1,78245,,,,41,1,17600,2012,2013,16583,,,17600,1,-1017,-5.778409091,5.778409091
,,6.00,2013,1,3,12,90423,,,,41,1,11000,2012,2013,9740,,,11000,1,-1260,-11.45454545,11.45454545
,,6.00,2013,1,5,12,88759,,,,41,1,1800,2012,2013,920,,,1800,1,-880,-48.88888889,48.88888889
,,6.00,2013,1,1,1,88000,,,,41,1,10780,2012,2013,129013,,,10780,1,118233,1096.781076,1096.781076
,,6.00,2013,1,1,1,92576,,,,41,1,101050,2012,2013,75300,,,101050,2,-25750,-25.48243444,25.48243444
,,6.00,2014,1,1,1,92576,,,,41,1,74020,2012,2010,55080,,,68628,2,-13548,-19.7412135,19.7412135
,,6.00,2013,1,1,1,92730,,,,41,1,76740,2012,2010,76290,,,76291.5,2,-1.5,-0.001966143,0.001966143
,,6.00,2013,1,1,1,92730,,,,41,1,69880,2012,2010,64800,,,69280,2,-4480,-6.466512702,6.466512702
,,6.00,2013,1,1,12,83883,,,,41,1,154000,2012,2013,157070,,,154000,5,3070,1.993506494,1.993506494
,,6.00,2013,1,1,12,83883,,,,41,1,148000,2012,2013,145111,,,148000,5,-2889,-1.952027027,1.952027027
,,6.00,2013,1,1,12,83883,,,,41,1,130000,2012,2013,139399,,,130000,5,9399,7.23,7.23
,,6.00,2013,1,1,12,83883,,,,41,1,135000,2012,2013,137397,,,135000,5,2397,1.775555556,1.775555556
,,6.00,2013,1,4,12,83883,,,,41,1,19000,2012,2013,4833,,,19000,5,-14167,-74.56315789,74.56315789
,,6.00,2013,1,1,12,95132,,,,41,1,172000,2012,2013,65850,,,172000,2,-106150,-61.71511628,61.71511628
,,6.00,2013,1,1,12,95132,,,,41,1,75000,2012,2013,74360,,,75000,2,-640,-0.853333333,0.853333333
,,6.00,2013,1,3,12,91527,,,,41,1,11000,2012,2013,10641,,,11000,1,-359,-3.263636364,3.263636364
,,6.00,2013,1,3,12,84750,,,,41,1,5600,2013,2013,5680,,,5600,2,80,1.428571429,1.428571429
,,6.00,2013,1,3,12,84750,,,,41,1,9600,2013,2013,10440,,,9600,2,840,8.75,8.75
,,6.00,2013,1,5,12,88768,,,,41,1,2300,2013,2013,2370,,,2300,1,70,3.043478261,3.043478261
,,6.00,2013,1,5,12,80122,,,,41,1,1700,2013,2013,1900,,,1700,1,200,11.76470588,11.76470588
,,6.00,2013,1,3,12,79400,,,,41,1,13000,2013,2013,11350,,,13000,1,-1650,-12.69230769,12.69230769
,,6.00,2014,1,5,1,85894,,,,41,1,3820,2009,2008,3260,,,3709,2,-449,-12.10568886,12.10568886
,,6.00,2014,1,5,1,85894,,,,41,1,3590,2009,2008,3260,,,3503,2,-243,-6.936911219,6.936911219
,,6.00,2014,1,5,1,89193,,,,41,1,5940,2010,2008,5810,,,5808,1,2,0.034435262,0.034435262
,,6.00,2014,1,3,2,85296,,,,41,1,11590,2010,2013,13100,,,11453,3,1647,14.38051166,14.38051166
,,6.00,2014,1,3,2,85296,,,,41,1,12260,2010,2013,13100,,,12122,3,978,8.067975582,8.067975582
,,6.00,2014,1,3,2,85296,,,,41,1,11480,2010,2013,13100,,,11339,3,1761,15.53047006,15.53047006
,,6.00,2014,1,4,1,87762,,,,41,1,19120,2010,2006,15360,,,16548,1,-1188,-7.179115301,7.179115301
,,6.00,2014,1,5,1,88815,,,,41,1,2160,2011,2014,2120,,,2160,1,-40,-1.851851852,1.851851852
,,6.00,2014,1,5,1,83443,,,,41,1,3100,2011,2010,3140,,,3036,1,104,3.425559947,3.425559947
,,6.00,2014,1,3,12,91451,,,,41,1,2800,2012,2015,2439,,,2808.333333,1,-369.333333,-13.1513353,13.1513353
,,6.00,2014,1,5,1,87093,,,,41,1,9040,2012,2007,8610,,,8608.333333,4,1.666667,0.019361088,0.019361088
,,6.00,2014,1,5,1,87093,,,,41,1,6490,2012,2007,6140,,,6134.166667,4,5.833333,0.09509577,0.09509577
,,6.00,2014,1,5,1,87093,,,,41,1,9040,2012,2015,7631,,,9101.666667,4,-1470.666667,-16.15821278,16.15821278
,,6.00,2014,1,5,1,87093,,,,41,1,6490,2012,2015,4891,,,6540.833333,4,-1649.833333,-25.22359536,25.22359536
,,6.00,2014,1,5,12,94893,,,,41,1,640,2012,2015,488,,,656.6666667,1,-168.6666667,-25.68527919,25.68527919
,,6.00,2014,1,5,12,82838,,,,41,1,550,2012,2015,446,,,550,1,-104,-18.90909091,18.90909091
,,6.00,2014,1,5,12,16987,,,,41,1,1900,2012,2015,2100,,,1900,1,200,10.52631579,10.52631579
,,6.00,2014,1,5,12,83709,,,,41,1,5200,2012,2013,2510,,,5200,2,-2690,-51.73076923,51.73076923
,,6.00,2014,1,5,12,83709,,,,41,1,2400,2012,2013,2510,,,2400,2,110,4.583333333,4.583333333
,,6.00,2014,1,5,12,82826,,,,41,1,250,2012,2013,250,,,249.1666667,1,0.8333333,0.334448147,0.334448147
,,6.00,2014,1,5,12,92917,,,,41,1,13000,2012,2014,12400,,,13000,1,-600,-4.615384615,4.615384615
,,6.00,2014,1,5,12,92406,,,,41,1,1700,2012,2014,530,,,1700,1,-1170,-68.82352941,68.82352941
,,6.00,2014,1,5,12,83827,,,,41,1,930,2012,2014,1190,,,930,1,260,27.95698925,27.95698925
,,6.00,2014,1,1,1,81147,,,,41,1,82440,2012,2013,72942,,,81401.66667,7,-8459.66667,-10.39249811,10.39249811
,,6.00,2014,1,1,1,81147,,,,41,1,99150,2012,2013,63540,,,98390.83333,7,-34850.83333,-35.42081325,35.42081325
,,6.00,2014,1,1,1,81147,,,,41,1,106500,2012,2013,81911,,,105736.6667,7,-23825.6667,-22.53302231,22.53302231
,,6.00,2014,1,1,1,81147,,,,41,1,101730,2012,2013,84456,,,101239.1667,7,-16783.1667,-16.57774086,16.57774086
,,6.00,2014,1,1,1,81147,,,,41,1,99710,2012,2013,84456,,,99213.33333,7,-14757.33333,-14.87434484,14.87434484
,,6.00,2014,1,1,1,81147,,,,41,1,111650,2012,2013,87970,,,110701.6667,7,-22731.6667,-20.53416843,20.53416843
,,6.00,2014,1,1,1,81147,,,,41,1,104770,2012,2013,87970,,,103700,7,-15730,-15.16875603,15.16875603
,,6.00,2014,1,3,12,90540,,,,41,1,2600,2013,2014,2730,,,2600,1,130,5,5
,,6.00,2014,1,3,12,97207,,,,41,1,6700,2013,2014,5850,,,6700,1,-850,-12.68656716,12.68656716
,,6.00,2014,1,3,12,95064,,,,41,1,33000,2013,2015,34651,,,33250,2,1401,4.213533835,4.213533835
,,6.00,2014,1,3,12,95064,,,,41,1,34000,2013,2015,31041,,,34400,2,-3359,-9.764534884,9.764534884
,,6.00,2015,1,1,11,77248,,,,41,1,118450,2004,2009,92640,,,111634,1,-18994,-17.01452962,17.01452962
,,6.00,2015,1,1,1,76359,,,,41,1,52300,2008,2008,44250,,,49626,1,-5376,-10.83303107,10.83303107
,,6.00,2015,1,1,1,25734,,,,41,1,58180,2009,2008,52020,,,56349.5,1,-4329.5,-7.683297988,7.683297988
,,6.00,2015,1,1,1,88771,,,,41,1,46510,2010,2009,42120,,,42115,1,5,0.011872255,0.011872255
,,6.00,2003,1,1,12,19578,,,,41,1,21450,1999,2010,19760,,,24509,6,-4749,-19.37655555,19.37655555
,,6.00,2003,1,1,12,19578,,,,41,1,20770,1999,2010,18370,,,23783.5,6,-5413.5,-22.76157841,22.76157841
,,6.00,2003,1,4,12,19578,,,,41,1,9350,1999,2010,5940,,,10340.5,6,-4400.5,-42.55596925,42.55596925
,,6.00,2003,1,4,12,19578,,,,41,1,10320,1999,2010,9420,,,11387.5,6,-1967.5,-17.27771679,17.27771679
,,6.00,2003,1,4,12,19578,,,,41,1,11850,1999,2010,9420,,,12882.5,6,-3462.5,-26.87754706,26.87754706
,,6.00,2003,1,5,12,19578,,,,41,1,3290,1999,2010,2430,,,4154.5,6,-1724.5,-41.50920688,41.50920688
,,6.00,2004,1,5,1,X,,,,41,1,2200,2002,2009,2140,,,2487.5,13,-347.5,-13.96984925,13.96984925
,,6.00,2004,1,5,1,X,,,,41,1,1970,2002,2009,1810,,,2145,13,-335,-15.61771562,15.61771562
,,6.00,2004,1,5,1,X,,,,41,1,1730,2002,2009,1580,,,1975.833333,13,-395.833333,-20.03374102,20.03374102
,,6.00,2004,1,5,1,X,,,,41,1,1570,2002,2009,1680,,,1832.5,13,-152.5,-8.321964529,8.321964529
,,6.00,2004,1,5,1,X,,,,41,1,3320,2003,2011,2800,,,3614,13,-814,-22.52351965,22.52351965
,,6.00,2007,1,3,2,X,,,,41,1,12160,2006,2009,8580,,,12322,13,-3742,-30.36844668,30.36844668
,,6.00,2009,1,3,2,X,,,,41,1,12610,2008,2008,12140,,,12590,13,-450,-3.57426529,3.57426529
,,6.00,2009,1,3,2,X,,,,41,1,12100,2008,2008,12670,,,12082,13,588,4.866743917,4.866743917
,,6.00,2009,1,3,2,X,,,,41,1,9510,2008,2008,9840,,,9427,13,413,4.381033203,4.381033203
,,6.00,2009,1,3,2,X,,,,41,1,11940,2008,2008,12280,,,11836,13,444,3.75126732,3.75126732
,,6.00,2010,1,3,12,X,,,,41,1,29000,2007,2006,27640,,,27800,13,-160,-0.575539568,0.575539568
,,6.00,2011,1,4,12,X,,,,41,1,4060,2009,2008,4000,,,3995.5,13,4.5,0.112626705,0.112626705
,,6.00,2014,1,5,1,X,,,,41,1,1480,2010,2008,1480,,,1480,13,0,0,0
,,6.00,2004,1,1,12,22179,,,,41,1,51910,2002,2008,48270,,,54654,3,-6384,-11.6807553,11.6807553
,,6.00,2004,1,1,12,22179,,,,41,1,46740,2002,2008,48270,,,49212,3,-942,-1.914167276,1.914167276
,,6.00,2004,1,1,12,22179,,,,41,1,46740,2002,2008,46670,,,49212,3,-2542,-5.165406811,5.165406811
,,6.00,2004,1,1,11,75186,,,,41,1,52960,2003,2010,47190,,,58555,1,-11365,-19.40910255,19.40910255
,,6.00,2004,1,3,3,75078,,,,41,1,12490,2003,2009,10350,,,13345,1,-2995,-22.4428625,22.4428625
,,6.00,2004,1,3,1,75077,,,,41,1,12490,2003,2009,10350,,,13345,1,-2995,-22.4428625,22.4428625
,,6.00,2004,1,5,1,77688,,,,41,1,3950,2004,2009,3310,,,4275,1,-965,-22.57309942,22.57309942
,,6.00,2004,1,3,1,20424,,,,41,1,45820,2004,2008,40940,,,48346,7,-7406,-15.31874405,15.31874405
,,6.00,2004,1,3,1,20424,,,,41,1,44940,2004,2008,31500,,,47466,7,-15966,-33.63670838,33.63670838
,,6.00,2004,1,3,1,20424,,,,41,1,41360,2004,2008,31500,,,45090,7,-13590,-30.13972056,30.13972056
,,6.00,2004,1,3,1,20424,,,,41,1,40620,2004,2008,31500,,,44350,7,-12850,-28.9740699,28.9740699
,,6.00,2004,1,3,1,20424,,,,41,1,43320,2004,2008,31500,,,47050,7,-15550,-33.04994687,33.04994687
,,6.00,2004,1,3,1,20424,,,,41,1,39180,2004,2008,31500,,,44284,7,-12784,-28.86821425,28.86821425
,,6.00,2004,1,3,1,20424,,,,41,1,33680,2004,2008,31500,,,38730,7,-7230,-18.66769946,18.66769946
,,6.00,2004,1,3,1,75395,,,,41,1,13800,2006,2010,12450,,,14088,1,-1638,-11.62691652,11.62691652
,,6.00,2005,1,3,1,19971,,,,41,1,12140,2002,2009,9920,,,12630,1,-2710,-21.45684877,21.45684877
,,6.00,2005,1,3,12,19468,,,,41,1,14610,2002,2010,12990,,,15657.5,1,-2667.5,-17.03656395,17.03656395
,,6.00,2005,1,3,12,19580,,,,41,1,8100,2002,2010,6520,,,8890,3,-2370,-26.6591676,26.6591676
,,6.00,2005,1,3,12,19580,,,,41,1,13670,2002,2010,11170,,,14750,3,-3580,-24.27118644,24.27118644
,,6.00,2005,1,3,12,19580,,,,41,1,7280,2002,2010,5740,,,7652.5,3,-1912.5,-24.99183273,24.99183273
,,6.00,2005,1,5,1,25645,,,,41,1,1450,2002,2009,1680,,,1506,1,174,11.55378486,11.55378486
,,6.00,2005,1,1,12,76674,,,,41,1,88200,2004,2010,64800,,,93525,1,-28725,-30.71371291,30.71371291
,,6.00,2005,1,1,11,77326,,,,41,1,98130,2004,2010,101510,,,103640,3,-2130,-2.055191046,2.055191046
,,6.00,2005,1,1,11,77326,,,,41,1,91420,2004,2010,95780,,,96755,3,-975,-1.00769986,1.00769986
,,6.00,2005,1,1,11,77326,,,,41,1,96120,2004,2010,95500,,,101335,3,-5835,-5.758128978,5.758128978
,,6.00,2005,1,4,1,21509,,,,41,1,6680,2004,2010,6250,,,7145,1,-895,-12.52624213,12.52624213
,,6.00,2005,1,1,12,79078,,,,41,1,128560,2005,2009,146240,,,132004.8,21,14235.2,10.78385028,10.78385028
,,6.00,2005,1,1,12,79078,,,,41,1,137600,2005,2009,155370,,,140912,21,14458,10.2603043,10.2603043
,,6.00,2005,1,1,12,79078,,,,41,1,126750,2005,2009,145600,,,130135.6,21,15464.4,11.88329711,11.88329711
,,6.00,2005,1,1,12,79078,,,,41,1,102000,2005,2009,124780,,,105400,21,19380,18.38709677,18.38709677
,,6.00,2005,1,1,12,79078,,,,41,1,112900,2005,2009,133730,,,116408.8,21,17321.2,14.87963109,14.87963109
,,6.00,2005,1,1,12,79078,,,,41,1,124800,2005,2009,141560,,,128961.6,21,12598.4,9.769109564,9.769109564
,,6.00,2005,1,1,12,79078,,,,41,1,122080,2005,2009,138400,,,126987.2,21,11412.8,8.987362506,8.987362506
,,6.00,2005,1,1,12,79078,,,,41,1,119540,2005,2009,129170,,,126837.6,21,2332.4,1.838886892,1.838886892
,,6.00,2005,1,1,12,79078,,,,41,1,119540,2005,2009,113490,,,122213.6,21,-8723.6,-7.137994462,7.137994462
,,6.00,2005,1,1,12,79078,,,,41,1,101600,2005,2009,99040,,,104752,21,-5712,-5.452879181,5.452879181
,,6.00,2005,1,1,12,79078,,,,41,1,55330,2005,2009,48350,,,56434,21,-8084,-14.32469788,14.32469788
,,6.00,2005,1,1,12,79078,,,,41,1,25440,2005,2009,20100,,,25624,21,-5524,-21.55791446,21.55791446
,,6.00,2005,1,3,12,79078,,,,41,1,19910,2005,2009,19120,,,20076.4,21,-956.4,-4.763802275,4.763802275
,,6.00,2005,1,3,12,79078,,,,41,1,22260,2005,2009,21110,,,22405.6,21,-1295.6,-5.782482951,5.782482951
,,6.00,2005,1,3,12,79078,,,,41,1,23140,2005,2009,21110,,,23285.6,21,-2175.6,-9.34311334,9.34311334
,,6.00,2005,1,3,12,79078,,,,41,1,38340,2005,2009,21110,,,36885.6,21,-15775.6,-42.76899386,42.76899386
,,6.00,2005,1,3,12,79078,,,,41,1,33800,2005,2009,29110,,,33782.4,21,-4672.4,-13.83087051,13.83087051
,,6.00,2005,1,3,12,79078,,,,41,1,20570,2005,2009,29110,,,20786,21,8324,40.04618493,40.04618493
,,6.00,2005,1,3,12,79078,,,,41,1,16740,2005,2009,19540,,,16900,21,2640,15.62130178,15.62130178
,,6.00,2005,1,3,12,79078,,,,41,1,25200,2005,2009,14390,,,25510.4,21,-11120.4,-43.59163322,43.59163322
,,6.00,2005,1,3,12,79078,,,,41,1,34880,2005,2009,26050,,,35192,21,-9142,-25.97749489,25.97749489
,,6.00,2006,1,1,3,22772,,,,41,1,40460,2003,2010,34550,,,43638,5,-9088,-20.8258857,20.8258857
,,6.00,2006,1,1,3,22772,,,,41,1,31570,2003,2010,28650,,,34286,5,-5636,-16.43819635,16.43819635
,,6.00,2006,1,3,3,22772,,,,41,1,19920,2003,2010,12990,,,21008,5,-8018,-38.1664128,38.1664128
,,6.00,2006,1,3,3,22772,,,,41,1,22080,2003,2010,12990,,,23284,5,-10294,-44.21061673,44.21061673
,,6.00,2006,1,3,3,22772,,,,41,1,22300,2003,2010,12990,,,23520,5,-10530,-44.77040816,44.77040816
,,6.00,2006,1,4,3,22010,,,,41,1,12300,2003,2011,9150,,,13390,2,-4240,-31.66542196,31.66542196
,,6.00,2006,1,5,3,22010,,,,41,1,1570,2003,2011,1250,,,1675,2,-425,-25.37313433,25.37313433
,,6.00,2006,1,1,1,75883,,,,41,1,100630,2003,2010,79840,,,103702,2,-23862,-23.01016374,23.01016374
