BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,main_TrafficCounts.State,CounterID,FunctionalClass,AdjustedForecast,Error,PercentError,AbsPE,Comments
CSAH 18 - From Smetana Rd. to CSAH 3,1971,SPARS 61,12,4,MN,No Tolls on 1+ lane,13080,1985,1,1971,1-State DOT,1,", , , SB",28-8498-SPARS 61-CSAH 18 - From Smetana Rd. to CSAH 3,,28-24180-,1985,25000,,Minnesota,28-24180-,8,13080,-11920,-91.13149847,91.13149847,
CSAH 18 - From Smetana Rd. to CSAH 3,1971,SPARS 61,12,4,MN,No Tolls on 1+ lane,25000,1985,1,1971,1-State DOT,1,", , , CSAH 18North of 5th St. SSouth of CSAH 3NB",28-8499-SPARS 61-CSAH 18 - From Smetana Rd. to CSAH 3,,28-24181-,1985,25000,,Minnesota,28-24181-,8,25000,0,0,0,
CSAH 18 - From Smetana Rd. to CSAH 3,1971,SPARS 61,12,4,MN,No Tolls on 1+ lane,25000,1985,1,1971,1-State DOT,1,", , , SB",28-8500-SPARS 61-CSAH 18 - From Smetana Rd. to CSAH 3,,28-24182-,1985,25000,,Minnesota,28-24182-,8,25000,0,0,0,
CSAH 18 - From Smetana Rd. to CSAH 3,1971,SPARS 61,12,4,MN,No Tolls on 1+ lane,23500,1985,1,1971,1-State DOT,1,", , , CSAH 18North of CSAH 3SB",28-8501-SPARS 61-CSAH 18 - From Smetana Rd. to CSAH 3,,28-24183-,1985,26125,,Minnesota,28-24183-,8,23500,-2625,-11.17021277,11.17021277,
CSAH 18 - From Smetana Rd. to CSAH 3,1971,SPARS 61,12,4,MN,No Tolls on 1+ lane,23850,1985,1,1971,1-State DOT,1,", , , NB",28-8502-SPARS 61-CSAH 18 - From Smetana Rd. to CSAH 3,,28-24184-,1985,26125,,Minnesota,28-24184-,8,23850,-2275,-9.538784067,9.538784067,
TH 10 - From Egret Blvd. to University Ave.,1971,SPARS 65,12,4,MN,No Tolls on 1+ lane,18600,1985,1,1971,1-State DOT,1,", , , TH 10North of Egret Blvd.NB",28-8503-SPARS 65-TH 10 - From Egret Blvd. to University Ave.,,28-24185-,1985,15900,,Minnesota,28-24185-,8,18600,2700,14.51612903,14.51612903,
TH 10 - From Egret Blvd. to University Ave.,1971,SPARS 65,12,4,MN,No Tolls on 1+ lane,18600,1985,1,1971,1-State DOT,1,", , , SB",28-8504-SPARS 65-TH 10 - From Egret Blvd. to University Ave.,,28-24186-,1985,15900,,Minnesota,28-24186-,8,18600,2700,14.51612903,14.51612903,
TH 10 - From Egret Blvd. to University Ave.,1971,SPARS 65,12,4,MN,No Tolls on 1+ lane,20100,1985,1,1971,1-State DOT,1,", , , TH 10South of Egret Blvd.North of Foley Blvd.NB",28-8505-SPARS 65-TH 10 - From Egret Blvd. to University Ave.,,28-24187-,1985,15900,,Minnesota,28-24187-,8,20100,4200,20.89552239,20.89552239,
TH 10 - From Egret Blvd. to University Ave.,1971,SPARS 65,12,4,MN,No Tolls on 1+ lane,20100,1985,1,1971,1-State DOT,1,", , , SB",28-8506-SPARS 65-TH 10 - From Egret Blvd. to University Ave.,,28-24188-,1985,15900,,Minnesota,28-24188-,8,20100,4200,20.89552239,20.89552239,
TH 10 - From Egret Blvd. to University Ave.,1971,SPARS 65,12,4,MN,No Tolls on 1+ lane,21900,1985,1,1971,1-State DOT,1,", , , TH 10South of Foley Blvd.North of TH 47NB",28-8507-SPARS 65-TH 10 - From Egret Blvd. to University Ave.,,28-24189-,1985,16600,,Minnesota,28-24189-,8,21900,5300,24.20091324,24.20091324,
TH 10 - From Egret Blvd. to University Ave.,1971,SPARS 65,12,4,MN,No Tolls on 1+ lane,21900,1985,1,1971,1-State DOT,1,", , , SB",28-8508-SPARS 65-TH 10 - From Egret Blvd. to University Ave.,,28-24190-,1985,16600,,Minnesota,28-24190-,8,21900,5300,24.20091324,24.20091324,
TH 10 - From Egret Blvd. to University Ave.,1971,SPARS 65,12,4,MN,No Tolls on 1+ lane,13700,1985,1,1971,1-State DOT,1,", , , TH 10Between TH 47 and University Ave.EB",28-8509-SPARS 65-TH 10 - From Egret Blvd. to University Ave.,,28-24191-,1985,13875,,Minnesota,28-24191-,8,13700,-175,-1.277372263,1.277372263,
TH 10 - From Egret Blvd. to University Ave.,1971,SPARS 65,12,4,MN,No Tolls on 1+ lane,13700,1985,1,1971,1-State DOT,1,", , , WB",28-8510-SPARS 65-TH 10 - From Egret Blvd. to University Ave.,,28-24192-,1985,13875,,Minnesota,28-24192-,8,13700,-175,-1.277372263,1.277372263,
TH 10 - From Egret Blvd. to University Ave.,1971,SPARS 65,12,4,MN,No Tolls on 1+ lane,20600,1985,1,1971,1-State DOT,1,", , , TH 10East of University Ave.EB",28-8511-SPARS 65-TH 10 - From Egret Blvd. to University Ave.,,28-24193-,1985,16925,,Minnesota,28-24193-,8,20600,3675,17.83980583,17.83980583,
TH 10 - From Egret Blvd. to University Ave.,1971,SPARS 65,12,4,MN,No Tolls on 1+ lane,20600,1985,1,1971,1-State DOT,1,", , , WB",28-8512-SPARS 65-TH 10 - From Egret Blvd. to University Ave.,,28-24194-,1985,16925,,Minnesota,28-24194-,8,20600,3675,17.83980583,17.83980583,
TH 100 - From I-494 to Benton Ave.,1971,SPARS 69,12,4,MN,No Tolls on 1+ lane,22000,1985,1,1971,1-State DOT,1,", , , TH 100South of W. 77th St.NB",28-8513-SPARS 69-TH 100 - From I-494 to Benton Ave.,,28-24195-,1985,27600,,Minnesota,28-24195-,8,22000,-5600,-25.45454545,25.45454545,
TH 100 - From I-494 to Benton Ave.,1971,SPARS 69,12,4,MN,No Tolls on 1+ lane,22000,1985,1,1971,1-State DOT,1,", , , SB",28-8514-SPARS 69-TH 100 - From I-494 to Benton Ave.,,28-24196-,1985,27600,,Minnesota,28-24196-,8,22000,-5600,-25.45454545,25.45454545,
TH 100 - From I-494 to Benton Ave.,1971,SPARS 69,12,4,MN,No Tolls on 1+ lane,24000,1985,1,1971,1-State DOT,1,", , , TH 100North of W. 77th St.South of W. 70th St.NB",28-8515-SPARS 69-TH 100 - From I-494 to Benton Ave.,,28-24197-,1985,29100,,Minnesota,28-24197-,8,24000,-5100,-21.25,21.25,
TH 100 - From I-494 to Benton Ave.,1971,SPARS 69,12,4,MN,No Tolls on 1+ lane,24000,1985,1,1971,1-State DOT,1,", , , SB",28-8516-SPARS 69-TH 100 - From I-494 to Benton Ave.,,28-24198-,1985,29100,,Minnesota,28-24198-,8,24000,-5100,-21.25,21.25,
TH 100 - From I-494 to Benton Ave.,1971,SPARS 69,12,4,MN,No Tolls on 1+ lane,26500,1985,1,1971,1-State DOT,1,", , , TH 100North of W. 70th St.South of W. 66th St.NB",28-8517-SPARS 69-TH 100 - From I-494 to Benton Ave.,,28-24199-,1985,29100,,Minnesota,28-24199-,8,26500,-2600,-9.811320755,9.811320755,
TH 100 - From I-494 to Benton Ave.,1971,SPARS 69,12,4,MN,No Tolls on 1+ lane,26500,1985,1,1971,1-State DOT,1,", , , SB",28-8518-SPARS 69-TH 100 - From I-494 to Benton Ave.,,28-24200-,1985,29100,,Minnesota,28-24200-,8,26500,-2600,-9.811320755,9.811320755,
TH 100 - From I-494 to Benton Ave.,1971,SPARS 69,12,4,MN,No Tolls on 1+ lane,29700,1985,1,1971,1-State DOT,1,", , , TH 100North of TH 62South of Benton Ave.NB",28-8519-SPARS 69-TH 100 - From I-494 to Benton Ave.,,28-24201-,1985,34825,,Minnesota,28-24201-,8,29700,-5125,-17.25589226,17.25589226,
TH 100 - From I-494 to Benton Ave.,1971,SPARS 69,12,4,MN,No Tolls on 1+ lane,29700,1985,1,1971,1-State DOT,1,", , , SB",28-8520-SPARS 69-TH 100 - From I-494 to Benton Ave.,,28-24202-,1985,34825,,Minnesota,28-24202-,8,29700,-5125,-17.25589226,17.25589226,
TH 100 - From I-494 to Benton Ave.,1971,SPARS 69,12,4,MN,No Tolls on 1+ lane,36300,1985,1,1971,1-State DOT,1,", , , TH 100North of Benton Ave.NB",28-8521-SPARS 69-TH 100 - From I-494 to Benton Ave.,,28-24203-,1985,35575,,Minnesota,28-24203-,8,36300,725,1.997245179,1.997245179,
TH 100 - From I-494 to Benton Ave.,1971,SPARS 69,12,4,MN,No Tolls on 1+ lane,36300,1985,1,1971,1-State DOT,1,", , , SB",28-8522-SPARS 69-TH 100 - From I-494 to Benton Ave.,,28-24204-,1985,35575,,Minnesota,28-24204-,8,36300,725,1.997245179,1.997245179,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,31900,1985,1,1971,1-State DOT,1,", , , I-94South of TH 12NB",28-8523-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24205-,1985,53950,,Minnesota,28-24205-,8,31900,-22050,-69.12225705,69.12225705,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,31900,1985,1,1971,1-State DOT,1,", , , SB",28-8524-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24206-,1985,53950,,Minnesota,28-24206-,8,31900,-22050,-69.12225705,69.12225705,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,22100,1985,1,1971,1-State DOT,1,", , , I-94South of TH 12 Between ramp and TH 12NB",28-8525-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24207-,1985,27150,,Minnesota,28-24207-,8,22100,-5050,-22.85067873,22.85067873,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,22100,1985,1,1971,1-State DOT,1,", , , SB",28-8526-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24208-,1985,27150,,Minnesota,28-24208-,8,22100,-5050,-22.85067873,22.85067873,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,11400,1985,1,1971,1-State DOT,1,", , , I-94North of TH 12South of TH 55NB",28-8527-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24209-,1985,31375,,Minnesota,28-24209-,8,11400,-19975,-175.2192982,175.2192982,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,11400,1985,1,1971,1-State DOT,1,", , , SB",28-8528-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24210-,1985,31375,,Minnesota,28-24210-,8,11400,-19975,-175.2192982,175.2192982,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,30100,1985,1,1971,1-State DOT,1,", , , I-94North of TH 55NB",28-8529-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24211-,1985,30000,,Minnesota,28-24211-,8,30100,100,0.332225914,0.332225914,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,30100,1985,1,1971,1-State DOT,1,", , , SB",28-8530-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24212-,1985,30000,,Minnesota,28-24212-,8,30100,100,0.332225914,0.332225914,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,32300,1985,1,1971,1-State DOT,1,", , , I-94North of Broadway Ave.NB",28-8531-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24213-,1985,31450,,Minnesota,28-24213-,8,32300,850,2.631578947,2.631578947,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,32300,1985,1,1971,1-State DOT,1,", , , SB",28-8532-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24214-,1985,31450,,Minnesota,28-24214-,8,32300,850,2.631578947,2.631578947,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,38200,1985,1,1971,1-State DOT,1,", , , I-94South of Dowling Ave.NB",28-8533-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24215-,1985,40750,,Minnesota,28-24215-,8,38200,-2550,-6.67539267,6.67539267,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,38200,1985,1,1971,1-State DOT,1,", , , SB",28-8534-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24216-,1985,40750,,Minnesota,28-24216-,8,38200,-2550,-6.67539267,6.67539267,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,35200,1985,1,1971,1-State DOT,1,", , , I-94North of Dowling Ave.NB",28-8535-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24217-,1985,35875,,Minnesota,28-24217-,8,35200,-675,-1.917613636,1.917613636,
I-94 - From Dowling Ave. to TH 12,1971,SPARS 72,12,4,MN,No Tolls on 1+ lane,35200,1985,1,1971,1-State DOT,1,", , , SB",28-8536-SPARS 72-I-94 - From Dowling Ave. to TH 12,,28-24218-,1985,35875,,Minnesota,28-24218-,8,35200,-675,-1.917613636,1.917613636,
TH 10 - Proposed Cloverleaf Junction for TH 65,1972,SPARS 73,12,4,MN,No Tolls on 1+ lane,20600,1985,1,1972,1-State DOT,1,", , , TH 10West of TH 65EB",28-8537-SPARS 73-TH 10 - Proposed Cloverleaf Junction for TH 65,,28-24219-,1985,18100,,Minnesota,28-24219-,8,20600,2500,12.13592233,12.13592233,
TH 10 - Proposed Cloverleaf Junction for TH 65,1972,SPARS 73,12,4,MN,No Tolls on 1+ lane,20600,1985,1,1972,1-State DOT,1,", , , WB",28-8538-SPARS 73-TH 10 - Proposed Cloverleaf Junction for TH 65,,28-24220-,1985,18100,,Minnesota,28-24220-,8,20600,2500,12.13592233,12.13592233,
TH 10 - Proposed Cloverleaf Junction for TH 65,1972,SPARS 73,12,4,MN,No Tolls on 1+ lane,19100,1985,1,1972,1-State DOT,1,", , , TH 10East of TH 65EB",28-8539-SPARS 73-TH 10 - Proposed Cloverleaf Junction for TH 65,,28-24221-,1985,19100,,Minnesota,28-24221-,8,19100,0,0,0,
TH 10 - Proposed Cloverleaf Junction for TH 65,1972,SPARS 73,12,4,MN,No Tolls on 1+ lane,19100,1985,1,1972,1-State DOT,1,", , , WB",28-8540-SPARS 73-TH 10 - Proposed Cloverleaf Junction for TH 65,,28-24222-,1985,19100,,Minnesota,28-24222-,8,19100,0,0,0,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,6000,1985,1,1972,1-State DOT,1,", , , TH 52South of TH 110NB",28-8541-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24223-,1985,6800,,Minnesota,28-24223-,8,6000,-800,-13.33333333,13.33333333,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,6000,1985,1,1972,1-State DOT,1,", , , SB",28-8542-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24224-,1985,6800,,Minnesota,28-24224-,8,6000,-800,-13.33333333,13.33333333,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,6000,1985,1,1972,1-State DOT,1,", , , TH 52North of TH 110South of Mendota Rd.NB",28-8543-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24225-,1985,8000,,Minnesota,28-24225-,8,6000,-2000,-33.33333333,33.33333333,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,6000,1985,1,1972,1-State DOT,1,", , , SB",28-8544-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24226-,1985,8000,,Minnesota,28-24226-,8,6000,-2000,-33.33333333,33.33333333,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,6800,1985,1,1972,1-State DOT,1,", , , TH 52North of Mendota Rd.South of Marie Ave.EB",28-8545-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24227-,1985,8300,,Minnesota,28-24227-,8,6800,-1500,-22.05882353,22.05882353,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,6800,1985,1,1972,1-State DOT,1,", , , WB",28-8546-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24228-,1985,8300,,Minnesota,28-24228-,8,6800,-1500,-22.05882353,22.05882353,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,7000,1985,1,1972,1-State DOT,1,", , , TH 52North of Marie Ave.South of Lothenbach Ave.SB",28-8547-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24229-,1985,9375,,Minnesota,28-24229-,8,7000,-2375,-33.92857143,33.92857143,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,6600,1985,1,1972,1-State DOT,1,", , , NB",28-8548-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24230-,1985,9375,,Minnesota,28-24230-,8,6600,-2775,-42.04545455,42.04545455,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,6500,1985,1,1972,1-State DOT,1,", , , TH 52North of Lothenbach Ave.South of Wentworth Ave.NB",28-8549-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24231-,1985,10550,,Minnesota,28-24231-,8,6500,-4050,-62.30769231,62.30769231,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,6500,1985,1,1972,1-State DOT,1,", , , SB",28-8550-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24232-,1985,10550,,Minnesota,28-24232-,8,6500,-4050,-62.30769231,62.30769231,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,7100,1985,1,1972,1-State DOT,1,", , , TH 52North of Wentworth Ave.South of Thompson Ave.NB",28-8551-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24233-,1985,10800,,Minnesota,28-24233-,8,7100,-3700,-52.11267606,52.11267606,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,7100,1985,1,1972,1-State DOT,1,", , , SB",28-8552-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24234-,1985,10800,,Minnesota,28-24234-,8,7100,-3700,-52.11267606,52.11267606,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,8700,1985,1,1972,1-State DOT,1,", , , TH 52North of Thompson Ave.South of Emerson Ave.NB",28-8553-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24235-,1985,10675,,Minnesota,28-24235-,8,8700,-1975,-22.70114943,22.70114943,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,8700,1985,1,1972,1-State DOT,1,", , , SB",28-8554-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24236-,1985,10675,,Minnesota,28-24236-,8,8700,-1975,-22.70114943,22.70114943,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,9400,1985,1,1972,1-State DOT,1,", , , TH 52North of Logan Ave.South of Moreland Ave.NB",28-8555-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24237-,1985,9425,,Minnesota,28-24237-,8,9400,-25,-0.265957447,0.265957447,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,9400,1985,1,1972,1-State DOT,1,", , , SB",28-8556-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24238-,1985,9425,,Minnesota,28-24238-,8,9400,-25,-0.265957447,0.265957447,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,9900,1985,1,1972,1-State DOT,1,", , , TH 52North of Moreland Ave.South of Ormie St.NB",28-8557-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24239-,1985,9425,,Minnesota,28-24239-,8,9900,475,4.797979798,4.797979798,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,9900,1985,1,1972,1-State DOT,1,", , , SB",28-8558-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24240-,1985,9425,,Minnesota,28-24240-,8,9900,475,4.797979798,4.797979798,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,10300,1985,1,1972,1-State DOT,1,", , , TH 52North of Ormie St.South of Butler AveNB",28-8559-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24241-,1985,9425,,Minnesota,28-24241-,8,10300,875,8.495145631,8.495145631,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,10300,1985,1,1972,1-State DOT,1,", , , SB",28-8560-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24242-,1985,9425,,Minnesota,28-24242-,8,10300,875,8.495145631,8.495145631,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,10900,1985,1,1972,1-State DOT,1,", , , TH 52North of Butler Ave.South of Stanley St.NB",28-8561-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24243-,1985,7125,,Minnesota,28-24243-,8,10900,3775,34.63302752,34.63302752,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,10900,1985,1,1972,1-State DOT,1,", , , SB",28-8562-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24244-,1985,7125,,Minnesota,28-24244-,8,10900,3775,34.63302752,34.63302752,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,11200,1985,1,1972,1-State DOT,1,", , , TH 52North of Bernard St.South of Haskell StNB",28-8563-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24245-,1985,6625,,Minnesota,28-24245-,8,11200,4575,40.84821429,40.84821429,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,11200,1985,1,1972,1-State DOT,1,", , , SB",28-8564-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24246-,1985,6625,,Minnesota,28-24246-,8,11200,4575,40.84821429,40.84821429,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,11300,1985,1,1972,1-State DOT,1,", , , TH 52North of Haskell St.South of Hurley St.NB",28-8565-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24247-,1985,6625,,Minnesota,28-24247-,8,11300,4675,41.37168142,41.37168142,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,11300,1985,1,1972,1-State DOT,1,", , , SB",28-8566-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24248-,1985,6625,,Minnesota,28-24248-,8,11300,4675,41.37168142,41.37168142,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,11400,1985,1,1972,1-State DOT,1,", , , TH 52North of Hurley St.South of Annapolis St.NB",28-8567-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24249-,1985,6625,,Minnesota,28-24249-,8,11400,4775,41.88596491,41.88596491,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,11300,1985,1,1972,1-State DOT,1,", , , SB",28-8568-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24250-,1985,6625,,Minnesota,28-24250-,8,11300,4675,41.37168142,41.37168142,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,12000,1985,1,1972,1-State DOT,1,", , , TH 52North of Annapolis St.NB",28-8569-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24251-,1985,6650,,Minnesota,28-24251-,8,12000,5350,44.58333333,44.58333333,
TH 52 - From Mendota Rd. to Annapolis St.,1972,SPARS 75,12,4,MN,No Tolls on 1+ lane,12000,1985,1,1972,1-State DOT,1,", , , SB",28-8570-SPARS 75-TH 52 - From Mendota Rd. to Annapolis St.,,28-24252-,1985,6650,,Minnesota,28-24252-,8,12000,5350,44.58333333,44.58333333,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,4000,1985,1,1974,1-State DOT,1,", , , TH 49 (Dodd Rd.)South of TH 110NB",28-8571-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24253-,1985,6650,,Minnesota,28-24253-,8,4000,-2650,-66.25,66.25,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,4000,1985,1,1974,1-State DOT,1,", , , SB",28-8572-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24254-,1985,6650,,Minnesota,28-24254-,8,4000,-2650,-66.25,66.25,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,3300,1985,1,1974,1-State DOT,1,", , , TH 49 (Dodd Rd.)North of TH 110South of Co. Rd. 8 (Wentworth Ave.)NB",28-8573-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24255-,1985,3163,,Minnesota,28-24255-,8,3300,137,4.151515152,4.151515152,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,3300,1985,1,1974,1-State DOT,1,", , , SB",28-8574-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24256-,1985,3163,,Minnesota,28-24256-,8,3300,137,4.151515152,4.151515152,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,4500,1985,1,1974,1-State DOT,1,", , , TH 49 (Dodd Rd.)North of Co. Rd. 8South of CSAH 63 (Delaware Ave.)NB",28-8575-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24257-,1985,2425,,Minnesota,28-24257-,8,4500,2075,46.11111111,46.11111111,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,4500,1985,1,1974,1-State DOT,1,", , , SB",28-8576-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24258-,1985,2325,,Minnesota,28-24258-,8,4500,2175,48.33333333,48.33333333,
TH 49 (Dodd Rd.) - From TH 110 to I-35E,1974,SPARS 75A,12,4,MN,No Tolls on 1+ lane,6700,1985,1,1974,1-State DOT,1,", , , TH 49 (Dodd Rd.)North of CSAH 63 (Delaware Ave.)South of TH 49 (Smith Ave.)NB",28-8577-SPARS 75A-TH 49 (Dodd Rd.) - From TH 110 to I-35E,,28-24259-,1985,2325,,Minnesota,28-24259-,8,6700,4375,65.29850746,65.29850746,
