PID,County,Rte,Log,FUN CLASS,Project Description,Project Type,Who,Year Forecast Made,"Forecast 
Method",Opening Year,OY ADT Forecast,Design Year,DY ADT Forecast,Notes,Near Actual Open Year,Near Open Yr Count,Recent Cnt Yr or Near DY,Recent or Near DY Count,Revised Design Year Reg.,Adj Rev DY Reg.,Physical Work Complete Date,,Methodology,State,Count Units,Toll Type,CLASS-from Func(check previous excel),Functional Class,Improment Type
95342,PIK,772,2.32,5,D09-Culvert-Jack-&-Bore-FY16||It-is-proposed-to-replace-various-deficient-culver,SHIFT,ODOT OTHER,2014,,2014,590,2026,620,Functional Class unreliable,2014,480,,,,,,,6,41,1,1,RURAL,5,12
,WIL,107,5.08,5,WIL-107-5.08 ,SHIFT,ODOT OTHER,2014,,2014,2900,2026,3000,Functional Class unreliable,2014,2610,,,,,,,6,41,1,1,RURAL,5,12
,WIL,107,0,5,WIL-107-0.00 ,SHIFT,ODOT OTHER,2014,,2014,1400,2026,1500,Functional Class unreliable,2014,1470,,,,,,,6,41,1,1,RURAL,5,12
77246,MOT,75,0.75,11,MOT-75-0.75,IJS,US,2004,MR,2015,107640,2035,141050,,2015,118465,2009,93730,159292,148372,#N/A,,6,41,1,1,,1,11
77248,MOT,75,6.36,11,MOT-75-6.36,IMS,US,2004,MR,2015,118450,2035,141170,,2015,100645,2009,92640,114212,108395,10/7/2012,,6,41,1,1,,1,11
80339,MOT,75,14.36,11,MOT-75-15.82,IMS/IJS/IFS,US,2006,MR,2015,118190,2035,143000,,2015,111868,2009,88050,125410,109016,#N/A,,6,41,1,1,,1,11
80339,MOT,75,15.03,11,MOT-75-15.82,IMS/IJS/IFS,US,2006,MR,2015,120480,2035,143670,,2015,112195,2009,89580,123567,107953,#N/A,,6,41,1,1,,1,11
80339,MOT,75,15.82,11,MOT-75-15.82,IMS/IJS/IFS,US,2006,MR,2015,112800,2035,136670,,2015,112195,2009,88530,127073,113378,#N/A,,6,41,1,1,,1,11
80339,MOT,75,17.29,11,MOT-75-15.82,IMS/IJS/IFS,US,2006,MR,2015,111100,2035,134550,,2015,107135,2009,86850,128631,116318,#N/A,,6,41,1,1,,1,11
76242,LOR,90,13.00,11,LOR-0057-16.17,IMS/IJS/IFS,US,2006,MR,2015,67060,2035,80210,,2015,63722,2008,59970,81356,78731,#N/A,,6,41,1,1,,1,11
76242,LOR,90,13.20,11,LOR-0057-16.17,IMS/IJS/IFS,US,2006,MR,2015,59150,2035,73670,,2015,63722,2008,52020,84054,79763,#N/A,,6,41,1,1,,1,11
81161,MOT,4,19.59,12,MOT-4-21.62,IMS/IJS/IFS,US,2006,MR,2015,35200,2035,39610,,2015,27581,2009,22350,21077,15941,#N/A,,6,41,1,1,,1,11
81161,MOT,4,20.50,12,MOT-4-21.62,IMS/IJS/IFS,US,2006,MR,2015,30080,2035,33410,,2015,27581,2009,21330,23290,18632,#N/A,,6,41,1,1,,1,11
76242,LOR,57,20.06,14,LOR-0057-16.17,IMS/IJS/IFS,US,2006,MR,2015,49580,2035,50360,,2015,47114,2008,45300,45135,50013,#N/A,,6,41,1,1,,3,11
75995,MED,42,17.13,14,MED-0042-18.00,,US,2006,MR,2015,23180,2035,29790,,2015,14647,2010,12480,14018,12865,#N/A,,6,41,1,1,,3,12
76242,LOR,57,20.33,16,LOR-0057-16.17,IMS/IJS/IFS,US,2006,MR,2015,21340,2035,21810,,2015,47114,2008,18020,50666,39993,#N/A,,6,41,1,1,,4,11
76691,AUG,75,8.63,1,ALL-75-0.21,Corridor Study,US,2007,MR,2015,40870,2035,49870,,2015,35425,2010,36490,45819,45039,#N/A,,6,41,1,1,,1,12
76691,ALL,75,11.82,1,ALL-75-0.21,Corridor Study,US,2007,MR,2015,39980,2035,27070,,2015,33651,2008,33820,48698,47198,#N/A,,6,41,1,1,,1,12
76691,ALL,75,0.00,11,ALL-75-0.21,Corridor Study,US,2007,MR,2015,41710,2035,50820,,2015,35363,2008,36580,45159,44753,#N/A,,6,41,1,1,,1,12
76691,ALL,75,2.12,11,ALL-75-0.21,Corridor Study,US,2007,MR,2015,43250,2035,52590,,2015,35363,2008,37720,51429,51379,#N/A,,6,41,1,1,,1,12
76691,ALL,75,4.22,11,ALL-75-0.21,Corridor Study,US,2007,MR,2015,45300,2035,54700,,2015,35663,2008,39560,51934,52594,#N/A,,6,41,1,1,,1,12
76691,ALL,75,6.10,11,ALL-75-0.21,Corridor Study,US,2007,MR,2015,45520,2035,54830,,2015,35663,2008,39310,48443,48649,#N/A,,6,41,1,1,,1,12
76691,ALL,75,7.03,11,ALL-75-0.21,Corridor Study,US,2007,MR,2015,49540,2035,60240,,2015,38102,2008,41490,52880,52324,#N/A,,6,41,1,1,,1,12
76691,ALL,75,8.74,11,ALL-75-0.21,Corridor Study,US,2007,MR,2015,40280,2035,49500,,2015,33446,2008,34800,49705,49160,#N/A,,6,41,1,1,,1,12
76691,ALL,65,3.83,14,ALL-75-0.21,Corridor Study,US,2007,MR,2015,9900,2035,10400,,2015,4582,2008,8230,7134,8405,#N/A,,6,41,1,1,,3,12
76691,ALL,117,18.33,14,ALL-75-0.21,Corridor Study,US,2007,MR,2015,28250,2035,32260,,2015,11179,2008,25030,6903,9889,#N/A,,6,41,1,1,,3,12
76691,ALL,117,18.50,14,ALL-75-0.21,Corridor Study,US,2007,MR,2015,30810,2035,34350,,2015,21540,2008,30410,28087,30177,#N/A,,6,41,1,1,,3,12
76691,ALL,309,15.18,14,ALL-75-0.21,Corridor Study,US,2007,MR,2015,31420,2035,34620,,2015,16041,2008,19560,18442,18416,#N/A,,6,41,1,1,,3,12
76691,ALL,81,18.17,14,ALL-75-0.21,Corridor Study,US,2007,MR,2015,22500,2035,25000,,2015,13666,2008,16930,7782,8254,#N/A,,6,41,1,1,,3,12
76691,ALL,65,3.06,16,ALL-75-0.21,Corridor Study,US,2007,MR,2015,8260,2035,8340,,2015,3045,2008,5140,3417,4141,#N/A,,6,41,1,1,,4,12
76691,ALL,81,18.87,16,ALL-75-0.21,Corridor Study,US,2007,MR,2015,16900,2035,19380,,2015,13666,2008,11320,12432,10474,#N/A,,6,41,1,1,,4,12
76359,TRU,80,3.41,11,TRU-0080-02.20||Bridge-work-on-five-structures.....includes-vandal-protection-fe,Maintenance,US,2008,MR,2015,52300,2035,59940,,2015,44826,2008,44250,54918,53511,10/19/2012,,6,41,1,1,,1,1
83968,TRU,80,1.57,11,TRU-0080-01.91||Rehabilitation-of-structures.,OTHER - Bridge and ramps,US,2008,MR,2015,62380,2035,69190,,2015,50096,2008,53780,59230,57013,#N/A,,6,41,1,1,,1,12
83968,TRU,80,2.20,11,TRU-0080-01.91||Rehabilitation-of-structures.,OTHER - Bridge and ramps,US,2008,MR,2015,59520,2035,66220,,2015,50096,2008,48820,56911,51452,#N/A,,6,41,1,1,,1,12
75467,ALL,309,15.18,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,23510,2035,25080,,2015,16041,2008,19560,18442,18416,#N/A,,6,41,1,1,,3,12
75467,ALL,309,15.18,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,25820,2035,27890,,2015,16041,2008,19560,18442,18416,#N/A,,6,41,1,1,,3,12
75467,ALL,309,15.18,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,24750,2035,26280,,2015,16041,2008,19560,18442,18416,#N/A,,6,41,1,1,,3,12
75467,ALL,309,15.18,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,23410,2035,26750,,2015,16041,2008,19560,18442,18416,#N/A,,6,41,1,1,,3,12
75467,ALL,309,15.18,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,22590,2035,25930,,2015,16041,2008,19560,18442,18416,#N/A,,6,41,1,1,,3,12
75467,ALL,309,15.18,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,20900,2035,24150,,2015,16041,2008,19560,18442,18416,#N/A,,6,41,1,1,,3,12
75467,ALL,309,15.18,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,16810,2035,17380,,2015,16041,2008,19560,18442,18416,#N/A,,6,41,1,1,,3,12
75467,ALL,309,15.18,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,17910,2035,18420,,2015,16041,2008,19560,18442,18416,#N/A,,6,41,1,1,,3,12
75467,ALL,309,15.18,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,17720,2035,18230,,2015,16041,2008,19560,18442,18416,#N/A,,6,41,1,1,,3,12
75467,ALL,117,18.28,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,17920,2035,18550,,2015,11179,2008,13970,10451,10270,#N/A,,6,41,1,1,,3,12
75467,ALL,117,18.33,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,28080,2035,29590,,2015,11179,2008,25030,6903,9889,#N/A,,6,41,1,1,,3,12
75467,ALL,117,18.38,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,28250,2035,32260,,2015,21540,2008,25030,18858,18422,#N/A,,6,41,1,1,,3,12
75467,ALL,117,18.50,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,32230,2035,35530,,2015,21540,2008,30410,28087,30177,#N/A,,6,41,1,1,,3,12
75467,ALL,117,18.50,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,32100,2035,35300,,2015,21540,2008,30410,28087,30177,#N/A,,6,41,1,1,,3,12
75467,ALL,117,18.50,14,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,31500,2035,32820,,2015,21540,2008,30410,28087,30177,#N/A,,6,41,1,1,,3,12
83968,TRU,422,20.28,14,TRU-0080-01.91||Rehabilitation-of-structures.,OTHER - Bridge and ramps,US,2008,MR,2015,14470,2035,14580,,2015,15464,2008,15450,12840,11768,#N/A,,6,41,1,1,,3,12
83968,TRU,422,21.22,14,TRU-0080-01.91||Rehabilitation-of-structures.,OTHER - Bridge and ramps,US,2008,MR,2015,14390,2035,14390,,2015,15464,2008,8670,6683,1297,#N/A,,6,41,1,1,,3,12
75467,ALL,117,18.75,16,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,11560,2035,12510,,2015,8042,2008,6690,6852,5390,#N/A,,6,41,1,1,,4,12
75467,ALL,117,18.75,16,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,12800,2035,14180,,2015,8042,2008,6690,6852,5390,#N/A,,6,41,1,1,,4,12
75467,ALL,117,18.75,16,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,12320,2035,13700,,2015,8042,2008,6690,6852,5390,#N/A,,6,41,1,1,,4,12
75467,ALL,117,18.75,16,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,9890,2035,11010,,2015,8042,2008,6690,6852,5390,#N/A,,6,41,1,1,,4,12
75467,ALL,117,18.75,16,ALL-117/309-17.52/15.04||Improve-safety-of-corridor-by-designing-and-constructin,Corridor Study,US,2008,MR,2015,10160,2035,11480,,2015,8042,2008,6690,6852,5390,#N/A,,6,41,1,1,,4,12
25734,LOR,90,14.26,11,LOR-0090-14.26||Replacement-of-twin-structures-on-Interstate-90-in-Lorain-County,Maintenance,US,2009,MR,2015,58180,2035,63410,,2015,51722,2008,52020,64677,64506,11/23/2013,,6,41,1,1,,1,1
87660,STA,687,0.00,16,STA-0687-00.18||Widening.-The-roadway-will-be-reconstructed-with-new-pavement,Intersection Improvement,US,2009,MR,2015,15460,2035,19410,,2015,14282,2009,15990,16801,17498,#N/A,,6,41,1,1,,4,2
87660,STA,687,0.00,16,STA-0687-00.18||Widening.-The-roadway-will-be-reconstructed-with-new-pavement,Intersection Improvement,US,2009,MR,2015,16410,2035,20460,,2015,14282,2009,15990,16801,17498,#N/A,,6,41,1,1,,4,2
87660,STA,687,0.00,16,STA-0687-00.18||Widening.-The-roadway-will-be-reconstructed-with-new-pavement,Intersection Improvement,US,2009,MR,2015,16890,2035,21050,,2015,14282,2009,15990,16801,17498,#N/A,,6,41,1,1,,4,2
87660,STA,687,0.00,16,STA-0687-00.18||Widening.-The-roadway-will-be-reconstructed-with-new-pavement,Intersection Improvement,US,2009,MR,2015,17380,2035,21540,,2015,14282,2009,15990,16801,17498,#N/A,,6,41,1,1,,4,2
87660,STA,687,0.00,16,STA-0687-00.18||Widening.-The-roadway-will-be-reconstructed-with-new-pavement,Intersection Improvement,US,2009,MR,2015,17690,2035,21850,,2015,14282,2009,15990,16801,17498,#N/A,,6,41,1,1,,4,2
87660,STA,687,1.31,16,STA-0687-00.18||Widening.-The-roadway-will-be-reconstructed-with-new-pavement,Intersection Improvement,US,2009,MR,2015,20680,2035,25310,,2015,17617,2009,22800,20410,22260,#N/A,,6,41,1,1,,4,2
80988,CUY,87,11.86,16,CUY-087-11.99|Tier-2|Widen-Chagrin-Boulevard-in-the-Village-of-Woodmere.,Intersection Improvement,US,2009,MR,2015,24480,2035,24600,,2015,31922,2010,21990,27224,25097,#N/A,,6,41,1,1,,4,2
80988,CUY,87,11.86,16,CUY-087-11.99|Tier-2|Widen-Chagrin-Boulevard-in-the-Village-of-Woodmere.,Intersection Improvement,US,2009,MR,2015,18880,2035,19000,,2015,31922,2010,21990,27224,25097,#N/A,,6,41,1,1,,4,2
80988,CUY,87,11.86,16,CUY-087-11.99|Tier-2|Widen-Chagrin-Boulevard-in-the-Village-of-Woodmere.,Intersection Improvement,US,2009,MR,2015,19320,2035,19440,,2015,31922,2010,21990,27224,25097,#N/A,,6,41,1,1,,4,2
80988,CUY,87,12.17,16,CUY-087-11.99|Tier-2|Widen-Chagrin-Boulevard-in-the-Village-of-Woodmere.,Intersection Improvement,US,2009,MR,2015,16650,2035,16770,,2015,21482,2010,17440,16893,16080,#N/A,,6,41,1,1,,4,2
80988,CUY,87,12.17,16,CUY-087-11.99|Tier-2|Widen-Chagrin-Boulevard-in-the-Village-of-Woodmere.,Intersection Improvement,US,2009,MR,2015,16030,2035,16150,,2015,21482,2010,17440,16893,16080,#N/A,,6,41,1,1,,4,2
80988,CUY,87,12.17,16,CUY-087-11.99|Tier-2|Widen-Chagrin-Boulevard-in-the-Village-of-Woodmere.,Intersection Improvement,US,2009,MR,2015,14530,2035,14760,,2015,21482,2010,17440,16893,16080,#N/A,,6,41,1,1,,4,2
80988,CUY,87,12.17,16,CUY-087-11.99|Tier-2|Widen-Chagrin-Boulevard-in-the-Village-of-Woodmere.,Intersection Improvement,US,2009,MR,2015,18580,2035,18760,,2015,21482,2010,17440,16893,16080,#N/A,,6,41,1,1,,4,2
80988,CUY,87,12.17,16,CUY-087-11.99|Tier-2|Widen-Chagrin-Boulevard-in-the-Village-of-Woodmere.,Intersection Improvement,US,2009,MR,2015,16350,2035,16530,,2015,21482,2010,17440,16893,16080,#N/A,,6,41,1,1,,4,2
80988,CUY,87,12.17,16,CUY-087-11.99|Tier-2|Widen-Chagrin-Boulevard-in-the-Village-of-Woodmere.,Intersection Improvement,US,2009,MR,2015,14130,2035,14270,,2015,21482,2010,17440,16893,16080,#N/A,,6,41,1,1,,4,2
80988,CUY,87,12.73,16,CUY-087-11.99|Tier-2|Widen-Chagrin-Boulevard-in-the-Village-of-Woodmere.,Intersection Improvement,US,2009,MR,2015,14040,2035,14180,,2015,21482,2010,12870,17908,14809,#N/A,,6,41,1,1,,4,2
87534,MIA,75,10.89,1,MIA-75-12.90/13.15/13.26||Rehabilitate-six-(6)-Mainline-structures--on-MIA-IR-75,Intersection Improvement,US,2010,MR,2015,54220,2035,69100,,2015,54110,2009,47940,62042,58412,#N/A,,6,41,1,1,,1,2
87534,MIA,75,13.14,1,MIA-75-12.90/13.15/13.26||Rehabilitate-six-(6)-Mainline-structures--on-MIA-IR-75,Intersection Improvement,US,2010,MR,2015,50610,2035,64710,,2015,54110,2009,46380,64758,61297,#N/A,,6,41,1,1,,1,2
87061,CLI,71,4.26,1,CLI-71-4.26||Rehabilitate-the-concrete-portion-of-IR-71-in-Clinton-County-by-add,Maintenance,US,2010,RC,2015,45430,2035,62190,,2015,39406,2007,37090,51508,51850,#N/A,,6,41,1,1,,1,1
18710,SUM,271,0.00,1,SUM-0271-02.33||Major-Rehabilitation-Project.-TOTAL-PAVEMENT-REPLACEMENT-WITH-BR,Maintenance,US,2010,MR,2015,34470,2035,43560,,2015,32112,2010,29740,42087,41637,#N/A,,6,41,1,1,,1,1
18710,SUM,271,3.57,1,SUM-0271-02.33||Major-Rehabilitation-Project.-TOTAL-PAVEMENT-REPLACEMENT-WITH-BR,Maintenance,US,2010,MR,2015,38200,2035,42340,,2015,31248,2010,35850,45921,47551,#N/A,,6,41,1,1,,1,1
18710,SUM,271,6.01,1,SUM-0271-02.33||Major-Rehabilitation-Project.-TOTAL-PAVEMENT-REPLACEMENT-WITH-BR,Maintenance,US,2010,MR,2015,36000,2035,39470,,2015,30099,2010,31410,42513,42532,#N/A,,6,41,1,1,,1,1
86893,MED,42,19.33,6,MED-0042-19.33||Intersection-Improvement(200905D03-02),Intersection Improvement,US,2010,MR,2015,17290,2035,23670,,2015,10616,2010,12480,9444,9687,#N/A,,6,41,1,1,,4,2
87061,CLI,380,3.70,7,CLI-71-4.26||Rehabilitate-the-concrete-portion-of-IR-71-in-Clinton-County-by-add,Maintenance,US,2010,RC,2015,2510,2035,3340,,2015,2150,2007,2050,2700,2698,#N/A,,6,41,1,1,,5,1
18710,SUM,303,5.05,7,SUM-0271-02.33||Major-Rehabilitation-Project.-TOTAL-PAVEMENT-REPLACEMENT-WITH-BR,Maintenance,US,2010,MR,2015,9230,2035,10230,,2015,6192,2010,9040,9012,10000,#N/A,,6,41,1,1,,5,1
86067,FRA,270,35.60,11,FRA-270-36.94||Mulitlane-funded-major-rehabilitation-project.SLM-36.94-40.45Upgr,Design Designation - Maintenance,US,2010,MR,2015,147230,2035,172590,,2015,148791,2010,135680,230703,221993,#N/A,,6,41,1,1,,1,1
86067,FRA,270,37.36,11,FRA-270-36.94||Mulitlane-funded-major-rehabilitation-project.SLM-36.94-40.45Upgr,Design Designation - Maintenance,US,2010,MR,2015,134430,2035,158840,,2015,148791,2010,123150,226011,213090,#N/A,,6,41,1,1,,1,1
86067,FRA,270,39.53,11,FRA-270-36.94||Mulitlane-funded-major-rehabilitation-project.SLM-36.94-40.45Upgr,Design Designation - Maintenance,US,2010,MR,2015,130930,2035,160430,,2015,130875,2010,117930,199252,190220,#N/A,,6,41,1,1,,1,1
88771,MOT,70,8.21,11,MOT-49-8.98-R||Replace-deteriorated-bridge-deck-with-minimal-approach-work.--Inc,Design Designation - Maintenance,US,2010,MR,2015,46510,2035,61160,,2015,44651,2009,42120,58631,55716,6/11/2014,,6,41,1,1,,1,1
88252,LUC,475,3.15,11,LUC-475/20-Interchg-Upgrade|Tier-2|A-TRAC-funded-project-to-upgarde-the-I-475/US,IMS/IJS/IFS,US,2010,MR,2015,70500,2035,83180,,2015,69789,2010,67100,72619,71140,#N/A,,6,41,1,1,,1,11
88252,LUC,475,4.71,11,LUC-475/20-Interchg-Upgrade|Tier-2|A-TRAC-funded-project-to-upgarde-the-I-475/US,IMS/IJS/IFS,US,2010,MR,2015,80540,2035,93200,,2015,69789,2010,77380,65771,65513,#N/A,,6,41,1,1,,1,11
88252,LUC,475,9.05,11,LUC-475/20-Interchg-Upgrade|Tier-2|A-TRAC-funded-project-to-upgarde-the-I-475/US,IMS/IJS/IFS,US,2010,MR,2015,83780,2035,96600,,2015,79061,2010,80570,66915,64782,#N/A,,6,41,1,1,,1,11
88252,LUC,475,9.82,11,LUC-475/20-Interchg-Upgrade|Tier-2|A-TRAC-funded-project-to-upgarde-the-I-475/US,IMS/IJS/IFS,US,2010,MR,2015,60590,2035,68620,,2015,20378,2010,58680,-7416,1603,#N/A,,6,41,1,1,,1,11
88252,LUC,475,11.38,11,LUC-475/20-Interchg-Upgrade|Tier-2|A-TRAC-funded-project-to-upgarde-the-I-475/US,IMS/IJS/IFS,US,2010,MR,2015,51300,2035,57900,,2015,43681,2010,49660,24444,24085,#N/A,,6,41,1,1,,1,11
88252,LUC,23,9.63,11,LUC-475/20-Interchg-Upgrade|Tier-2|A-TRAC-funded-project-to-upgarde-the-I-475/US,IMS/IJS/IFS,US,2010,MR,2015,58820,2035,74800,,2015,24793,2010,58810,27468,37490,#N/A,,6,41,1,1,,1,11
88252,LUC,23,11.88,11,LUC-475/20-Interchg-Upgrade|Tier-2|A-TRAC-funded-project-to-upgarde-the-I-475/US,IMS/IJS/IFS,US,2010,MR,2015,46730,2035,64180,,2015,42492,2010,46010,49648,46620,#N/A,,6,41,1,1,,1,11
88386,AUG,75,4.98,11,AUG-75-4.98-L/R||AUG-75-0498-L/R-over-US-33-(Length-246-Ft.),Maintenance,US,2010,RC,2015,45000,2035,58400,,2015,36707,2010,37300,45114,44743,#N/A,,6,41,1,1,,1,1
18710,SUM,271,2.94,11,SUM-0271-02.33||Major-Rehabilitation-Project.-TOTAL-PAVEMENT-REPLACEMENT-WITH-BR,Maintenance,US,2010,MR,2015,31820,2035,39460,,2015,29298,2010,27380,37999,37580,#N/A,,6,41,1,1,,1,1
18710,SUM,77,29.63,11,SUM-0271-02.33||Major-Rehabilitation-Project.-TOTAL-PAVEMENT-REPLACEMENT-WITH-BR,Maintenance,US,2010,MR,2015,58880,2035,62660,,2015,58909,2010,64430,80805,81278,#N/A,,6,41,1,1,,1,1
86067,FRA,16,7.04,14,FRA-270-36.94||Mulitlane-funded-major-rehabilitation-project.SLM-36.94-40.45Upgr,Design Designation - Maintenance,US,2010,MR,2015,28500,2035,34610,,2015,26264,2010,24990,24660,23129,#N/A,,6,41,1,1,,3,1
86067,FRA,16,8.08,14,FRA-270-36.94||Mulitlane-funded-major-rehabilitation-project.SLM-36.94-40.45Upgr,Design Designation - Maintenance,US,2010,MR,2015,63600,2035,71690,,2015,63213,2010,61580,97442,95144,#N/A,,6,41,1,1,,3,1
86067,FRA,317,16.70,14,FRA-270-36.94||Mulitlane-funded-major-rehabilitation-project.SLM-36.94-40.45Upgr,Design Designation - Maintenance,US,2010,MR,2015,25980,2035,32900,,2015,27684,2010,23900,20806,19045,#N/A,,6,41,1,1,,3,1
86067,FRA,317,17.20,14,FRA-270-36.94||Mulitlane-funded-major-rehabilitation-project.SLM-36.94-40.45Upgr,Design Designation - Maintenance,US,2010,MR,2015,37420,2035,41240,,2015,33622,2010,36270,40621,43698,#N/A,,6,41,1,1,,3,1
76282,FRA,40,6.23,14,FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,IMS/IJS/IFS,CON,2010,MR,2015,26240,2035,29760,,2015,40218,2010,28200,26120,20795,#N/A,,6,41,1,1,,3,11
76282,FRA,40,6.23,14,FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,IMS/IJS/IFS,CON,2010,MR,2015,29700,2035,32740,,2015,40218,2010,28200,26120,20795,#N/A,,6,41,1,1,,3,11
76282,FRA,40,6.23,14,FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,IMS/IJS/IFS,CON,2010,MR,2015,29090,2035,31940,,2015,40218,2010,28200,26120,20795,#N/A,,6,41,1,1,,3,11
76282,FRA,40,6.23,14,FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,IMS/IJS/IFS,CON,2010,MR,2015,28710,2035,31540,,2015,40218,2010,28200,26120,20795,#N/A,,6,41,1,1,,3,11
76282,FRA,40,6.23,14,FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,IMS/IJS/IFS,CON,2010,MR,2015,23910,2035,26930,,2015,40218,2010,28200,26120,20795,#N/A,,6,41,1,1,,3,11
76282,FRA,40,6.72,14,FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,IMS/IJS/IFS,CON,2010,MR,2015,20150,2035,24130,,2015,25734,2010,22530,16476,13127,#N/A,,6,41,1,1,,3,11
76282,FRA,40,6.72,14,FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,IMS/IJS/IFS,CON,2010,MR,2015,21400,2035,25500,,2015,25734,2010,22530,16476,13127,#N/A,,6,41,1,1,,3,11
76282,FRA,40,6.72,14,FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,IMS/IJS/IFS,CON,2010,MR,2015,22060,2035,26190,,2015,25734,2010,22530,16476,13127,#N/A,,6,41,1,1,,3,11
76282,FRA,40,6.72,14,FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,IMS/IJS/IFS,CON,2010,MR,2015,21550,2035,25610,,2015,25734,2010,22530,16476,13127,#N/A,,6,41,1,1,,3,11
76282,FRA,40,7.55,14,FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,IMS/IJS/IFS,CON,2010,MR,2015,16700,2035,19590,,2015,17517,2010,18140,9521,8685,#N/A,,6,41,1,1,,3,11
86893,MED,42,19.33,14,MED-0042-19.33||Intersection-Improvement(200905D03-02),Intersection Improvement,US,2010,MR,2015,21960,2035,32840,,2015,10616,2010,12480,9444,9687,#N/A,,6,41,1,1,,3,2
88548,SUM,91,15.2,14,SUM-0091-15.20||Add-left-turn-lanes.-Updated-signal.-Curb-and-gutter.,Intersection Improvement,US,2010,MR,2015,13180,2035,13180,,2015,12960,2010,14780,6179,7195,#N/A,,6,41,1,1,,3,2
88548,SUM,91,15.2,14,SUM-0091-15.20||Add-left-turn-lanes.-Updated-signal.-Curb-and-gutter.,Intersection Improvement,US,2010,MR,2015,14250,2035,14250,,2015,12960,2010,14780,6179,7195,#N/A,,6,41,1,1,,3,2
75995,MED,42,18.47,14,MED-0042-18.00,,US,2010,MR,2015,20620,2035,27230,,2015,14647,2010,12480,14782,13540,#N/A,,6,41,1,1,,3,12
76282,FRA,40,3.62,16,FRA-40-4.71||MEDIAN-CURB;-SIGNAL-RELOCATIONS;-MODIFY-DRIVEWAYS.-PRELIMINARY-DEVE,IMS/IJS/IFS,CON,2010,MR,2015,18830,2035,25810,,2015,9659,2010,14260,11920,13775,#N/A,,6,41,1,1,,4,11
