Project ID,Count ID,InternalProjectID,YEAR TYPE,StationID,Year,Actual AADT,Proj AADT,AADTDifference,AADT%Change,y
41-4752-84289-CUY-010-10.17||Urban-Paving-of-Lorain-Road-in-the-City-of-Cleveland-from-West-15,41-21603-,84289,3-Design Year,,2037,"11,449","13,000","1,551",13.55%,0.88
41-4753-95625-DEL-36-10.590||Upgrade-US-36/William-St-to-address-safety-concerns-by-providing-,41-21604-,95625,1-Opening Year,,2017,"19,806","19,830",24,0.12%,1.00
41-4753-95625-DEL-36-10.590||Upgrade-US-36/William-St-to-address-safety-concerns-by-providing-,41-21604-,95625,3-Design Year,,2037,"19,806","28,190","8,384",42.33%,0.70
41-4754-95625-DEL-36-10.590||Upgrade-US-36/William-St-to-address-safety-concerns-by-providing-,41-21605-,95625,1-Opening Year,,2017,"19,806","16,490","-3,316",-16.74%,1.20
41-4754-95625-DEL-36-10.590||Upgrade-US-36/William-St-to-address-safety-concerns-by-providing-,41-21605-,95625,3-Design Year,,2037,"19,806","24,800","4,994",25.21%,0.80
41-4755-85997-FRA-317-13.460||Urban-paving-on-Hamilton-Road-in-Whitehall.SLM-13.46-15.93,41-21606-,85997,1-Opening Year,,2017,"18,340","19,000",660,3.60%,0.97
41-4755-85997-FRA-317-13.460||Urban-paving-on-Hamilton-Road-in-Whitehall.SLM-13.46-15.93,41-21606-,85997,3-Design Year,,2029,"18,340","19,000",660,3.60%,0.97
41-4756-95318-WAR-73/SR-741-5.88/15.67||Improvements-to-the-existing-intersection-of-SR-73-and,41-21607-,95318,1-Opening Year,,2017,"13,683","17,960","4,277",31.26%,0.76
41-4756-95318-WAR-73/SR-741-5.88/15.67||Improvements-to-the-existing-intersection-of-SR-73-and,41-21607-,95318,3-Design Year,,2037,"13,683","24,300","10,617",77.59%,0.56
41-4757-95318-WAR-73/SR-741-5.88/15.67||Improvements-to-the-existing-intersection-of-SR-73-and,41-21608-,95318,1-Opening Year,,2017,"19,191","23,130","3,939",20.53%,0.83
41-4757-95318-WAR-73/SR-741-5.88/15.67||Improvements-to-the-existing-intersection-of-SR-73-and,41-21608-,95318,3-Design Year,,2037,"19,191","29,040","9,849",51.32%,0.66
41-4758--GRE-68-4.21,41-21609-,,1-Opening Year,,2017,"6,174","6,200",26,0.42%,1.00
41-4758--GRE-68-4.21,41-21609-,,3-Design Year,,2037,"6,174","6,700",526,8.52%,0.92
"41-4759-25261-VAN-30-4.05||MINOR-REHABILITATION-OF-US30,-GRIND-AND-PAVE-FROM-EAST-OF-THE-SR49-",41-21610-,25261,1-Opening Year,,2017,"13,762","12,960",-802,-5.83%,1.06
"41-4759-25261-VAN-30-4.05||MINOR-REHABILITATION-OF-US30,-GRIND-AND-PAVE-FROM-EAST-OF-THE-SR49-",41-21610-,25261,3-Design Year,,2037,"13,762","16,460","2,698",19.60%,0.84
41-4760-97383-MEG-7-4.650||Corridor-rehab-on-MEG-7-4.65-5.80.-Work-includes-signal-installatio,41-21611-,97383,1-Opening Year,,2017,"6,950","8,100","1,150",16.55%,0.86
41-4760-97383-MEG-7-4.650||Corridor-rehab-on-MEG-7-4.65-5.80.-Work-includes-signal-installatio,41-21611-,97383,3-Design Year,,2037,"6,950","9,400","2,450",35.25%,0.74
41-4761-96690-BUT-27-10.97||Resurfacing-and-pavement-repair-on-US-27-in-Butler-County-between-,41-21612-,96690,1-Opening Year,,2017,"13,431","13,000",-431,-3.21%,1.03
41-4761-96690-BUT-27-10.97||Resurfacing-and-pavement-repair-on-US-27-in-Butler-County-between-,41-21612-,96690,3-Design Year,,2037,"13,431","15,000","1,569",11.68%,0.90
41-4762--WAR-42-12.94,41-21613-,,1-Opening Year,,2017,"6,044","5,900",-144,-2.38%,1.02
41-4762--WAR-42-12.94,41-21613-,,3-Design Year,,2037,"6,044","6,500",456,7.54%,0.93
41-4763--WOO-20-6.69 US-20 at Oregon Rd,41-21614-,,1-Opening Year,,2017,"12,941","12,450",-491,-3.79%,1.04
41-4763--WOO-20-6.69 US-20 at Oregon Rd,41-21614-,,3-Design Year,,2037,"12,941","13,450",509,3.93%,0.96
"41-4764-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21615-,97178,1-Opening Year,,2017,"18,408","16,650","-1,758",-9.55%,1.11
"41-4764-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21615-,97178,3-Design Year,,2034,"18,408","17,780",-628,-3.41%,1.04
"41-4765-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21616-,97178,1-Opening Year,,2017,"18,408","19,820","1,412",7.67%,0.93
"41-4765-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21616-,97178,3-Design Year,,2034,"18,408","21,040","2,632",14.30%,0.87
"41-4766-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21617-,97178,1-Opening Year,,2017,"18,408","20,800","2,392",12.99%,0.89
"41-4766-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21617-,97178,3-Design Year,,2034,"18,408","22,050","3,642",19.78%,0.83
"41-4767-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21618-,97178,1-Opening Year,,2017,"18,408","23,310","4,902",26.63%,0.79
"41-4767-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21618-,97178,3-Design Year,,2034,"18,408","25,330","6,922",37.60%,0.73
"41-4768-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21619-,97178,1-Opening Year,,2017,"18,408","21,920","3,512",19.08%,0.84
"41-4768-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21619-,97178,3-Design Year,,2034,"18,408","23,950","5,542",30.11%,0.77
"41-4769-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21620-,97178,1-Opening Year,,2017,"18,408","23,060","4,652",25.27%,0.80
"41-4769-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21620-,97178,3-Design Year,,2034,"18,408","23,970","5,562",30.22%,0.77
"41-4770-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21621-,97178,1-Opening Year,,2017,"18,408","24,240","5,832",31.68%,0.76
"41-4770-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21621-,97178,3-Design Year,,2034,"18,408","25,260","6,852",37.22%,0.73
"41-4771-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21622-,97178,1-Opening Year,,2017,"18,408","18,080",-328,-1.78%,1.02
"41-4771-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21622-,97178,3-Design Year,,2034,"18,408","19,100",692,3.76%,0.96
"41-4772-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21623-,97178,1-Opening Year,,2017,"18,408","16,590","-1,818",-9.88%,1.11
"41-4772-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21623-,97178,3-Design Year,,2034,"18,408","17,540",-868,-4.72%,1.05
"41-4773-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21624-,97178,1-Opening Year,,2017,"18,408","16,260","-2,148",-11.67%,1.13
"41-4773-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21624-,97178,3-Design Year,,2034,"18,408","17,190","-1,218",-6.62%,1.07
"41-4774-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21625-,97178,1-Opening Year,,2017,"18,408","16,090","-2,318",-12.59%,1.14
"41-4774-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21625-,97178,3-Design Year,,2034,"18,408","17,080","-1,328",-7.21%,1.08
"41-4775-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21626-,97178,1-Opening Year,,2017,"10,460","9,950",-510,-4.88%,1.05
"41-4775-97178-ROS-50-21.75-Safety||It-is-proposed-on-ROS-US-50-SLM-21.75-,-Intersections-at-Li",41-21626-,97178,3-Design Year,,2034,"10,460","10,820",360,3.44%,0.97
41-4776--WAR-42-12.94,41-21627-,,1-Opening Year,,2017,"6,827","6,700",-127,-1.86%,1.02
41-4776--WAR-42-12.94,41-21627-,,3-Design Year,,2037,"6,827","7,300",473,6.93%,0.94
41-4777--WAR-42-12.94,41-21628-,,1-Opening Year,,2017,"8,990","8,800",-190,-2.11%,1.02
41-4777--WAR-42-12.94,41-21628-,,3-Design Year,,2037,"8,990","11,000","2,010",22.36%,0.82
41-4778-93854-POR-0303-00.67||Raising-roadway-profile-to-correct-drainage-and-flooding-issues.,41-21629-,93854,1-Opening Year,,2017,"7,785","8,100",315,4.05%,0.96
41-4778-93854-POR-0303-00.67||Raising-roadway-profile-to-correct-drainage-and-flooding-issues.,41-21629-,93854,3-Design Year,,2037,"7,785","9,000","1,215",15.61%,0.87
41-4779--DEL-315-0.86,41-21630-,,1-Opening Year,,2017,"23,390","22,950",-440,-1.88%,1.02
41-4779--DEL-315-0.86,41-21630-,,3-Design Year,,2037,"23,390","36,190","12,800",54.72%,0.65
41-4780--DEL-315-0.86,41-21631-,,1-Opening Year,,2017,"23,390","19,620","-3,770",-16.12%,1.19
41-4780--DEL-315-0.86,41-21631-,,3-Design Year,,2037,"23,390","31,590","8,200",35.06%,0.74
41-4781-95625-DEL-36-10.590||Upgrade-US-36/William-St-to-address-safety-concerns-by-providing-,41-21632-,95625,1-Opening Year,,2017,"5,562","4,960",-602,-10.82%,1.12
41-4781-95625-DEL-36-10.590||Upgrade-US-36/William-St-to-address-safety-concerns-by-providing-,41-21632-,95625,3-Design Year,,2037,"5,562","7,610","2,048",36.82%,0.73
"41-4782-97167-FRA-3-21.200||Reconstruct-signal,-provide-pedestrian-facilities,-construct-EB-ri",41-21633-,97167,1-Opening Year,,2017,"15,632","17,000","1,368",8.75%,0.92
"41-4782-97167-FRA-3-21.200||Reconstruct-signal,-provide-pedestrian-facilities,-construct-EB-ri",41-21633-,97167,3-Design Year,,2037,"15,632","19,000","3,368",21.55%,0.82
41-4783-93455-RIC-0030-09.13||Major-Rehabilitation---US-30-in-Mansfield-(Part-1)RIC-030-09.13-,41-21634-,93455,1-Opening Year,,2017,"7,168","8,300","1,132",15.79%,0.86
41-4783-93455-RIC-0030-09.13||Major-Rehabilitation---US-30-in-Mansfield-(Part-1)RIC-030-09.13-,41-21634-,93455,3-Design Year,,2037,"7,168","8,730","1,562",21.79%,0.82
41-4784-93455-RIC-0030-09.13||Major-Rehabilitation---US-30-in-Mansfield-(Part-1)RIC-030-09.13-,41-21635-,93455,1-Opening Year,,2017,"6,598","8,410","1,812",27.46%,0.78
41-4784-93455-RIC-0030-09.13||Major-Rehabilitation---US-30-in-Mansfield-(Part-1)RIC-030-09.13-,41-21635-,93455,3-Design Year,,2037,"6,598","8,610","2,012",30.49%,0.77
41-4785-97224-ATH-13-0.000||Intersection-improvement-project-at-the-junction-of-ATH-13-0.00-an,41-21636-,97224,1-Opening Year,,2017,"2,063","4,910","2,847",138.00%,0.42
41-4785-97224-ATH-13-0.000||Intersection-improvement-project-at-the-junction-of-ATH-13-0.00-an,41-21636-,97224,3-Design Year,,2037,"2,063","5,640","3,577",173.39%,0.37
41-4786--FUL-20-19.78,41-21637-,,1-Opening Year,,2017,"4,242","3,690",-552,-13.01%,1.15
41-4786--FUL-20-19.78,41-21637-,,3-Design Year,,2037,"4,242","4,650",408,9.62%,0.91
41-4787--FUL-20-19.78,41-21638-,,1-Opening Year,,2017,"5,183","4,770",-413,-7.97%,1.09
41-4787--FUL-20-19.78,41-21638-,,3-Design Year,,2037,"5,183","6,430","1,247",24.06%,0.81
41-4788-98304-HOL-62-18.640||Modify-intersection-geometry-to-eliminate-the-skew-angle-for-righ,41-21639-,98304,1-Opening Year,,2017,"12,830","10,620","-2,210",-17.23%,1.21
41-4788-98304-HOL-62-18.640||Modify-intersection-geometry-to-eliminate-the-skew-angle-for-righ,41-21639-,98304,3-Design Year,,2037,"12,830","13,280",450,3.51%,0.97
41-4789--FUL-20-19.78,41-21640-,,1-Opening Year,,2017,"2,759","2,180",-579,-20.99%,1.27
41-4789--FUL-20-19.78,41-21640-,,3-Design Year,,2037,"2,759","3,400",641,23.23%,0.81
41-4790-97238-BRO-62-25.50-Culvert||It-is-propsed-to-Replace-the-culvert-at-BRO-US-62-SLM-25.5,41-21641-,97238,1-Opening Year,,2017,"3,036","3,400",364,11.99%,0.89
41-4790-97238-BRO-62-25.50-Culvert||It-is-propsed-to-Replace-the-culvert-at-BRO-US-62-SLM-25.5,41-21641-,97238,3-Design Year,,2037,"3,036","5,000","1,964",64.69%,0.61
41-4791-97238-BRO-62-25.50-Culvert||It-is-propsed-to-Replace-the-culvert-at-BRO-US-62-SLM-25.5,41-21642-,97238,1-Opening Year,,2017,"2,687","3,400",713,26.54%,0.79
41-4791-97238-BRO-62-25.50-Culvert||It-is-propsed-to-Replace-the-culvert-at-BRO-US-62-SLM-25.5,41-21642-,97238,3-Design Year,,2037,"2,687","4,600","1,913",71.19%,0.58
41-4792--GRE-68-4.21,41-21643-,,1-Opening Year,,2017,"6,949","7,500",551,7.93%,0.93
41-4792--GRE-68-4.21,41-21643-,,3-Design Year,,2037,"6,949","9,500","2,551",36.71%,0.73
41-4793-88609-MRW-95-0.240||Rehabilitate-concrete-slab-bridge-over-Otter-Creek.R/W-not-likely.,41-21644-,88609,1-Opening Year,,2017,"4,523","4,300",-223,-4.93%,1.05
41-4793-88609-MRW-95-0.240||Rehabilitate-concrete-slab-bridge-over-Otter-Creek.R/W-not-likely.,41-21644-,88609,3-Design Year,,2037,"4,523","4,300",-223,-4.93%,1.05
41-4794--WAR-42-12.94,41-21645-,,1-Opening Year,,2017,"8,763","9,300",537,6.13%,0.94
41-4794--WAR-42-12.94,41-21645-,,3-Design Year,,2037,"8,763","14,000","5,237",59.76%,0.63
41-4795-95688-WOO-65-Rossford-Signals-Upgrd||A-TMACOG-qSmall-Projectq-funded-project-to-upgrad,41-21646-,95688,1-Opening Year,,2017,"10,528","11,010",482,4.58%,0.96
41-4795-95688-WOO-65-Rossford-Signals-Upgrd||A-TMACOG-qSmall-Projectq-funded-project-to-upgrad,41-21646-,95688,3-Design Year,,2037,"10,528","12,930","2,402",22.82%,0.81
41-4796--FUL-20-19.78,41-21647-,,1-Opening Year,,2017,"5,852","2,540","-3,312",-56.60%,2.30
41-4796--FUL-20-19.78,41-21647-,,3-Design Year,,2037,"5,852","3,860","-1,992",-34.04%,1.52
41-4797-95165-BEL-250-4.900||Landslide-repair-by-installing-a-Hpile-retaining-wall.,41-21648-,95165,1-Opening Year,,2017,"3,404","3,300",-104,-3.06%,1.03
41-4797-95165-BEL-250-4.900||Landslide-repair-by-installing-a-Hpile-retaining-wall.,41-21648-,95165,3-Design Year,,2037,"3,404","3,500",96,2.82%,0.97
41-4798--SAN-510-4.12,41-21649-,,1-Opening Year,,2017,708,"2,400","1,692",238.98%,0.30
41-4798--SAN-510-4.12,41-21649-,,3-Design Year,,2037,708,"2,900","2,192",309.60%,0.24
41-4799-86209-UNI-47-7.330||Rehabilitate-or-replace-3-bridges-on-UNI-47:SLM-7.33--Rehab---hydr,41-21650-,86209,1-Opening Year,,2017,939,910,-29,-3.09%,1.03
41-4799-86209-UNI-47-7.330||Rehabilitate-or-replace-3-bridges-on-UNI-47:SLM-7.33--Rehab---hydr,41-21650-,86209,3-Design Year,,2037,939,"1,400",461,49.09%,0.67
41-4800-86209-UNI-47-7.330||Rehabilitate-or-replace-3-bridges-on-UNI-47:SLM-7.33--Rehab---hydr,41-21651-,86209,1-Opening Year,,2017,"1,280","1,200",-80,-6.25%,1.07
41-4800-86209-UNI-47-7.330||Rehabilitate-or-replace-3-bridges-on-UNI-47:SLM-7.33--Rehab---hydr,41-21651-,86209,3-Design Year,,2037,"1,280","1,800",520,40.63%,0.71
41-4801-96365-CHP/LOG-SR-814/540-0.25/5.08||SFN-4603826-LOG-540-0508---replace-with-81-x-41-RC,41-21652-,96365,1-Opening Year,,2017,"2,648","2,600",-48,-1.81%,1.02
41-4801-96365-CHP/LOG-SR-814/540-0.25/5.08||SFN-4603826-LOG-540-0508---replace-with-81-x-41-RC,41-21652-,96365,3-Design Year,,2037,"2,648","3,000",352,13.29%,0.88
41-4802-95520-D07-CRFY17||Project-to-repair/replace-existing-culverts-at-various-locations.,41-21653-,95520,1-Opening Year,,2017,792,810,18,2.27%,0.98
41-4802-95520-D07-CRFY17||Project-to-repair/replace-existing-culverts-at-various-locations.,41-21653-,95520,3-Design Year,,2037,792,950,158,19.95%,0.83
41-4803-95520-D07-CRFY17||Project-to-repair/replace-existing-culverts-at-various-locations.,41-21654-,95520,1-Opening Year,,2017,"1,300","1,300",0,0.00%,1.00
41-4803-95520-D07-CRFY17||Project-to-repair/replace-existing-culverts-at-various-locations.,41-21654-,95520,3-Design Year,,2037,"1,300","1,300",0,0.00%,1.00
41-4804--JEF-150-5.06,41-21655-,,1-Opening Year,,2017,"1,362","2,100",738,54.19%,0.65
41-4804--JEF-150-5.06,41-21655-,,3-Design Year,,2037,"1,362","2,100",738,54.19%,0.65
41-4805-95520-D07-CRFY17||Project-to-repair/replace-existing-culverts-at-various-locations.,41-21656-,95520,1-Opening Year,,2017,"1,473","1,400",-73,-4.96%,1.05
41-4805-95520-D07-CRFY17||Project-to-repair/replace-existing-culverts-at-various-locations.,41-21656-,95520,3-Design Year,,2037,"1,473","1,500",27,1.83%,0.98
41-4806-95520-D07-CRFY17||Project-to-repair/replace-existing-culverts-at-various-locations.,41-21657-,95520,1-Opening Year,,2017,"2,171","2,000",-171,-7.88%,1.09
41-4806-95520-D07-CRFY17||Project-to-repair/replace-existing-culverts-at-various-locations.,41-21657-,95520,3-Design Year,,2037,"2,171","2,400",229,10.55%,0.90
41-4807-91580-SCI-73-11.73-Brdg-Replace||It-is-proposed-to-rehab-structure-SFN-7302614-by-repl,41-21658-,91580,1-Opening Year,,2017,"1,645","1,900",255,15.50%,0.87
41-4807-91580-SCI-73-11.73-Brdg-Replace||It-is-proposed-to-rehab-structure-SFN-7302614-by-repl,41-21658-,91580,3-Design Year,,2037,"1,645","2,100",455,27.66%,0.78
41-4808-95520-D07-CRFY17||Project-to-repair/replace-existing-culverts-at-various-locations.,41-21659-,95520,1-Opening Year,,2017,"1,744","1,800",56,3.21%,0.97
41-4808-95520-D07-CRFY17||Project-to-repair/replace-existing-culverts-at-various-locations.,41-21659-,95520,3-Design Year,,2037,"1,744","2,200",456,26.15%,0.79
41-4809-87133-CLE-133-27.68||Rehabilitate-bridge-CLE-133-2770-by-replacing-the-131-concrete-sl,41-21660-,87133,1-Opening Year,,2017,936,"1,000",64,6.84%,0.94
41-4809-87133-CLE-133-27.68||Rehabilitate-bridge-CLE-133-2770-by-replacing-the-131-concrete-sl,41-21660-,87133,3-Design Year,,2037,936,"1,100",164,17.52%,0.85
41-4810--HEN-109-18.53,41-21661-,,1-Opening Year,,2017,"2,754","2,500",-254,-9.22%,1.10
41-4810--HEN-109-18.53,41-21661-,,3-Design Year,,2037,"2,754","2,500",-254,-9.22%,1.10
41-4811-96365-CHP/LOG-SR-814/540-0.25/5.08||SFN-4603826-LOG-540-0508---replace-with-81-x-41-RC,41-21662-,96365,1-Opening Year,,2017,854,"1,500",646,75.64%,0.57
41-4811-96365-CHP/LOG-SR-814/540-0.25/5.08||SFN-4603826-LOG-540-0508---replace-with-81-x-41-RC,41-21662-,96365,3-Design Year,,2037,854,"1,500",646,75.64%,0.57
41-4812-97243-PIK-552-0.50-&-0.59-Culvert||It-is-proposed-to-replace-the-culverts-on-PIK-SR-55,41-21663-,97243,1-Opening Year,,2017,"2,232","2,500",268,12.01%,0.89
41-4812-97243-PIK-552-0.50-&-0.59-Culvert||It-is-proposed-to-replace-the-culverts-on-PIK-SR-55,41-21663-,97243,3-Design Year,,2037,"2,232","3,700","1,468",65.77%,0.60
41-4813-95520-D07-CRFY17||Project-to-repair/replace-existing-culverts-at-various-locations.,41-21664-,95520,1-Opening Year,,2017,738,750,12,1.63%,0.98
41-4813-95520-D07-CRFY17||Project-to-repair/replace-existing-culverts-at-various-locations.,41-21664-,95520,3-Design Year,,2037,738,950,212,28.73%,0.78
41-4814-101479-BEL-147-0.010||Landslide-repair.OH15-01DSR#-BEL-023,41-21665-,101479,1-Opening Year,,2017,"6,171","6,000",-171,-2.77%,1.03
41-4814-101479-BEL-147-0.010||Landslide-repair.OH15-01DSR#-BEL-023,41-21665-,101479,3-Design Year,,2037,"6,171","6,000",-171,-2.77%,1.03
41-4815-101575-HAM-4-10.00-Springfield-Pike||Widening-of-southbound-SR-4-to-provide-an-addition,41-21666-,101575,1-Opening Year,,2017,"118,071","95,130","-22,941",-19.43%,1.24
41-4815-101575-HAM-4-10.00-Springfield-Pike||Widening-of-southbound-SR-4-to-provide-an-addition,41-21666-,101575,3-Design Year,,2037,"118,071","108,560","-9,511",-8.06%,1.09
41-4816-87184-WAR-71-0.00||Preventative-Maintenance-on-a-portion-of-IR-71-in-Warren-County-fro,41-21667-,87184,1-Opening Year,,2017,"91,388","94,650","3,262",3.57%,0.97
41-4816-87184-WAR-71-0.00||Preventative-Maintenance-on-a-portion-of-IR-71-in-Warren-County-fro,41-21667-,87184,3-Design Year,,2037,"91,388","140,830","49,442",54.10%,0.65
41-4817--BUT-CR-2821-8.92-Union Centre,41-21668-,,1-Opening Year,,2017,"118,119","153,690","35,571",30.11%,0.77
41-4817--BUT-CR-2821-8.92-Union Centre,41-21668-,,3-Design Year,,2037,"118,119","187,100","68,981",58.40%,0.63
41-4818--BUT-CR-2821-8.92-Union Centre,41-21669-,,1-Opening Year,,2017,"137,050","146,900","9,850",7.19%,0.93
41-4818--BUT-CR-2821-8.92-Union Centre,41-21669-,,3-Design Year,,2037,"137,050","178,600","41,550",30.32%,0.77
41-4819-97212-HAM-74-17.71||Regrade-the-slope-above-I-74-to-correct-surface-slippage-the-occur,41-21670-,97212,1-Opening Year,,2017,"63,077","71,000","7,923",12.56%,0.89
41-4819-97212-HAM-74-17.71||Regrade-the-slope-above-I-74-to-correct-surface-slippage-the-occur,41-21670-,97212,3-Design Year,,2037,"63,077","77,000","13,923",22.07%,0.82
41-4820-82388-CUY-077-13.80-CCG6B|Tier-1|CCG6B-CUY-77-13.80Remove-and-build-a-new-longer-bridg,41-21671-,82388,1-Opening Year,,2017,"90,655","117,380","26,725",29.48%,0.77
41-4820-82388-CUY-077-13.80-CCG6B|Tier-1|CCG6B-CUY-77-13.80Remove-and-build-a-new-longer-bridg,41-21671-,82388,3-Design Year,,2037,"90,655","128,840","38,185",42.12%,0.70
41-4821-82388-CUY-077-13.80-CCG6B|Tier-1|CCG6B-CUY-77-13.80Remove-and-build-a-new-longer-bridg,41-21672-,82388,1-Opening Year,,2017,"84,711","110,830","26,119",30.83%,0.76
41-4821-82388-CUY-077-13.80-CCG6B|Tier-1|CCG6B-CUY-77-13.80Remove-and-build-a-new-longer-bridg,41-21672-,82388,3-Design Year,,2037,"84,711","122,290","37,579",44.36%,0.69
41-4822-82388-CUY-077-13.80-CCG6B|Tier-1|CCG6B-CUY-77-13.80Remove-and-build-a-new-longer-bridg,41-21673-,82388,1-Opening Year,,2017,"48,713","74,100","25,387",52.12%,0.66
41-4822-82388-CUY-077-13.80-CCG6B|Tier-1|CCG6B-CUY-77-13.80Remove-and-build-a-new-longer-bridg,41-21673-,82388,3-Design Year,,2037,"48,713","84,210","35,497",72.87%,0.58
41-4823-75941-MOT-70-0.00||Microsurface-Interstate-70-in-Montgomery-County.,41-21674-,75941,1-Opening Year,,2017,"44,905","42,000","-2,905",-6.47%,1.07
41-4823-75941-MOT-70-0.00||Microsurface-Interstate-70-in-Montgomery-County.,41-21674-,75941,3-Design Year,,2037,"44,905","47,000","2,095",4.67%,0.96
41-4824-75941-MOT-70-0.00||Microsurface-Interstate-70-in-Montgomery-County.,41-21675-,75941,1-Opening Year,,2017,"44,905","41,000","-3,905",-8.70%,1.10
41-4824-75941-MOT-70-0.00||Microsurface-Interstate-70-in-Montgomery-County.,41-21675-,75941,3-Design Year,,2037,"44,905","47,000","2,095",4.67%,0.96
41-4825-75941-MOT-70-0.00||Microsurface-Interstate-70-in-Montgomery-County.,41-21676-,75941,1-Opening Year,,2017,"55,919","53,000","-2,919",-5.22%,1.06
41-4825-75941-MOT-70-0.00||Microsurface-Interstate-70-in-Montgomery-County.,41-21676-,75941,3-Design Year,,2037,"55,919","58,000","2,081",3.72%,0.96
41-4826-75941-MOT-70-0.00||Microsurface-Interstate-70-in-Montgomery-County.,41-21677-,75941,1-Opening Year,,2017,"39,313","37,000","-2,313",-5.88%,1.06
41-4826-75941-MOT-70-0.00||Microsurface-Interstate-70-in-Montgomery-County.,41-21677-,75941,3-Design Year,,2037,"39,313","41,000","1,687",4.29%,0.96
41-4827-97237-ATH-33-14.99-Study||Traffic-study-for-various-alternatives-for-reducing-congesti,41-21678-,97237,1-Opening Year,,2017,"21,478","20,650",-828,-3.86%,1.04
41-4827-97237-ATH-33-14.99-Study||Traffic-study-for-various-alternatives-for-reducing-congesti,41-21678-,97237,3-Design Year,,2037,"21,478","25,610","4,132",19.24%,0.84
41-4828-97237-ATH-33-14.99-Study||Traffic-study-for-various-alternatives-for-reducing-congesti,41-21679-,97237,1-Opening Year,,2017,"22,783","21,520","-1,263",-5.54%,1.06
41-4828-97237-ATH-33-14.99-Study||Traffic-study-for-various-alternatives-for-reducing-congesti,41-21679-,97237,3-Design Year,,2037,"22,783","27,030","4,247",18.64%,0.84
41-4829-97237-ATH-33-14.99-Study||Traffic-study-for-various-alternatives-for-reducing-congesti,41-21680-,97237,1-Opening Year,,2017,"24,978","26,790","1,812",7.25%,0.93
41-4829-97237-ATH-33-14.99-Study||Traffic-study-for-various-alternatives-for-reducing-congesti,41-21680-,97237,3-Design Year,,2037,"24,978","32,290","7,312",29.27%,0.77
41-4830-97237-ATH-33-14.99-Study||Traffic-study-for-various-alternatives-for-reducing-congesti,41-21681-,97237,1-Opening Year,,2017,"23,640","20,640","-3,000",-12.69%,1.15
41-4830-97237-ATH-33-14.99-Study||Traffic-study-for-various-alternatives-for-reducing-congesti,41-21681-,97237,3-Design Year,,2037,"23,640","24,760","1,120",4.74%,0.95
41-4831-97237-ATH-33-14.99-Study||Traffic-study-for-various-alternatives-for-reducing-congesti,41-21682-,97237,1-Opening Year,,2017,"9,701","9,340",-361,-3.72%,1.04
41-4831-97237-ATH-33-14.99-Study||Traffic-study-for-various-alternatives-for-reducing-congesti,41-21682-,97237,3-Design Year,,2037,"9,701","11,070","1,369",14.11%,0.88
41-4832--ATH-33-11.74/14.02,41-21683-,,1-Opening Year,,2017,"22,783","25,000","2,217",9.73%,0.91
