AdjustedForecast,BriefDescription,Count,County,ForecastMethodology,ForecastYear,ForecastYearType,FunctionalClass,ImprovementType,InternalProjectID,Length_miles,SegmentDescription,SegmentID,State,TollType,TrafficForecast,YearForecastProduced,Year_ofObservation,main_ProjectInformation_ProjectID,main_TrafficForecast_ProjectID,Error,PercentError,AbsPE
9934,,8450,,6,2010,,3,1,25423,,,,41,1,9980,2006,2009,,,-1484,-14.93859473,14.93859473
11218,,9440,,6,2010,,5,2,80096,,,,41,1,11320,2006,2009,,,-1778,-15.84952755,15.84952755
9164,,6400,,6,2010,,5,2,80096,,,,41,1,9260,2006,2009,,,-2764,-30.16150153,30.16150153
49660.5,,51100,,6,2010,,1,11,83245,,,,41,1,53040,2007,2007,,,1439.5,2.898682051,2.898682051
54089.5,,55700,,6,2010,,1,11,83245,,,,41,1,57700,2007,2007,,,1610.5,2.977472522,2.977472522
60015,,59410,,6,2010,,1,11,83245,,,,41,1,63900,2007,2007,,,-605,-1.008081313,1.008081313
65492.5,,65840,,6,2010,,1,11,83245,,,,41,1,69460,2007,2007,,,347.5,0.530595106,0.530595106
40100,,36630,,6,2010,,1,1,75477,,,,41,1,40850,2007,2008,,,-3470,-8.653366584,8.653366584
21329,,22910,,6,2010,,1,1,25199,,,,41,1,21730,2007,2009,,,1581,7.412443153,7.412443153
14707,,15140,,6,2010,,3,2,80963,,,,41,1,14980,2007,2007,,,433,2.944176243,2.944176243
11025.5,,8680,,6,2010,,3,2,80963,,,,41,1,12140,2007,2007,,,-2345.5,-21.27341164,21.27341164
8565.5,,7090,,6,2010,,3,1,82277,,,,41,1,8600,2007,2009,,,-1475.5,-17.22608137,17.22608137
9239.5,,7090,,6,2010,,3,1,82277,,,,41,1,9350,2007,2009,,,-2149.5,-23.2642459,23.2642459
9220.5,,7090,,6,2010,,3,1,82277,,,,41,1,9370,2007,2009,,,-2130.5,-23.10612223,23.10612223
1779,,1910,,6,2010,,5,1,80139,,,,41,1,1870,2007,2008,,,131,7.363687465,7.363687465
8686.5,,6870,,6,2010,,5,1,25199,,,,41,1,8770,2007,2009,,,-1816.5,-20.91175963,20.91175963
62835,,63950,,6,2010,,1,1,75643,,,,41,1,63160,2007,2009,,,1115,1.77448874,1.77448874
38074,,34170,,6,2010,,1,1,75477,,,,41,1,39410,2007,2008,,,-3904,-10.25371645,10.25371645
46039,,48410,,6,2010,,1,1,80119,,,,41,1,46620,2007,2008,,,2371,5.149981537,5.149981537
35007.5,,35520,,6,2010,,1,12,79175,,,,41,1,35300,2007,2007,,,512.5,1.463972006,1.463972006
35032.5,,29750,,6,2010,,1,12,79175,,,,41,1,35550,2007,2007,,,-5282.5,-15.07885535,15.07885535
18435,,21990,,6,2010,,1,12,79175,,,,41,1,18600,2007,2007,,,3555,19.28397071,19.28397071
27800,,27640,,6,2010,,3,12,X,,,,41,1,29000,2007,2006,,,-160,-0.575539568,0.575539568
32983.5,,29010,,6,2010,,3,2,81899,,,,41,1,33010,2007,2009,,,-3973.5,-12.04693256,12.04693256
26419,,24280,,6,2010,,3,12,79601,,,,41,1,26420,2007,2008,,,-2139,-8.09644574,8.09644574
27420,,24280,,6,2010,,3,12,79601,,,,41,1,27420,2007,2008,,,-3140,-11.45149526,11.45149526
31318,,24130,,6,2010,,3,12,79601,,,,41,1,31500,2007,2008,,,-7188,-22.95165719,22.95165719
34836,,21500,,6,2010,,3,12,79601,,,,41,1,35080,2007,2008,,,-13336,-38.28223677,38.28223677
34956,,21500,,6,2010,,3,12,79601,,,,41,1,35200,2007,2008,,,-13456,-38.49410688,38.49410688
31226,,21500,,6,2010,,3,12,79601,,,,41,1,31820,2007,2008,,,-9726,-31.14712099,31.14712099
21900,,10240,,6,2010,,3,12,79601,,,,41,1,22460,2007,2008,,,-11660,-53.24200913,53.24200913
21154,,18950,,6,2010,,3,12,79601,,,,41,1,22000,2007,2008,,,-2204,-10.41883332,10.41883332
25996,,22690,,6,2010,,3,12,79601,,,,41,1,27140,2007,2008,,,-3306,-12.71734113,12.71734113
10200,,6990,,6,2010,,4,3,80993,,,,41,1,10400,2007,2008,,,-3210,-31.47058824,31.47058824
9138,,6830,,6,2010,,4,12,79601,,,,41,1,9320,2007,2008,,,-2308,-25.25716787,25.25716787
5832,,6830,,6,2010,,4,12,79601,,,,41,1,5930,2007,2008,,,998,17.11248285,17.11248285
5682,,6830,,6,2010,,4,12,79601,,,,41,1,5780,2007,2008,,,1148,20.20415347,20.20415347
7441,,6830,,6,2010,,4,12,79601,,,,41,1,7590,2007,2008,,,-611,-8.211261927,8.211261927
3567,,2310,,6,2010,,4,12,79601,,,,41,1,3640,2007,2008,,,-1257,-35.23969722,35.23969722
15810,,11360,,6,2010,,4,12,79601,,,,41,1,15810,2007,2008,,,-4450,-28.14674257,28.14674257
20310,,19530,,6,2010,,4,12,79601,,,,41,1,20310,2007,2008,,,-780,-3.840472674,3.840472674
54430,,54070,,6,2010,,1,1,79608,,,,41,1,56920,2008,2008,,,-360,-0.661399963,0.661399963
28928,,28740,,6,2010,,1,1,76825,,,,41,1,30070,2008,2008,,,-188,-0.649889381,0.649889381
34768,,32850,,6,2010,,1,1,76825,,,,41,1,35870,2008,2008,,,-1918,-5.516566958,5.516566958
25682,,19590,,6,2010,,3,1,79608,,,,41,1,28080,2008,2008,,,-6092,-23.72089401,23.72089401
23368,,24840,,6,2010,,3,1,79608,,,,41,1,25760,2008,2008,,,1472,6.299212598,6.299212598
12178.75,,10960,,6,2010,,3,1,79748,,,,41,1,12410,2008,2009,,,-1218.75,-10.00718465,10.00718465
11915,,10470,,6,2010,,3,1,79748,,,,41,1,12130,2008,2009,,,-1445,-12.12757029,12.12757029
2708,,2530,,6,2010,,4,2,82689,,,,41,1,2840,2008,2008,,,-178,-6.573116691,6.573116691
11275,,10540,,6,2010,,4,2,82689,,,,41,1,11730,2008,2008,,,-735,-6.518847007,6.518847007
8303,,7320,,6,2010,,4,2,82689,,,,41,1,8750,2008,2008,,,-983,-11.8390943,11.8390943
6448,,5440,,6,2010,,4,2,82689,,,,41,1,6840,2008,2008,,,-1008,-15.63275434,15.63275434
4655,,3880,,6,2010,,5,2,82689,,,,41,1,4740,2008,2008,,,-775,-16.64876477,16.64876477
128766,,121970,,6,2010,,1,1,79608,,,,41,1,133000,2008,2008,,,-6796,-5.277790721,5.277790721
59278,,70420,,6,2010,,1,1,79608,,,,41,1,61310,2008,2008,,,11142,18.79618071,18.79618071
67620,,70420,,6,2010,,1,1,79608,,,,41,1,70200,2008,2008,,,2800,4.140786749,4.140786749
171658.5,,156190,,6,2010,,1,1,84497,,,,41,1,172870,2008,2009,,,-15468.5,-9.011205387,9.011205387
162619,,134950,,6,2010,,1,1,84497,,,,41,1,163940,2008,2009,,,-27669,-17.01461699,17.01461699
160997,,133590,,6,2010,,1,1,84497,,,,41,1,162360,2008,2009,,,-27407,-17.02329857,17.02329857
41694.5,,23070,,6,2010,,1,1,21177,,,,41,1,41970,2008,2009,,,-18624.5,-44.66896113,44.66896113
56244,,52020,,6,2010,,1,1,19585,,,,41,1,56700,2008,2008,,,-4224,-7.510134414,7.510134414
12371.66667,,11780,,6,2010,,1,1,77314,,,,41,1,12640,2008,2008,,,-591.66667,-4.782433004,4.782433004
8843.333333,,7860,,6,2010,,1,1,77314,,,,41,1,9060,2008,2008,,,-983.333333,-11.11948737,11.11948737
10020,,9660,,6,2010,,1,1,77314,,,,41,1,10020,2008,2008,,,-360,-3.592814371,3.592814371
45307,,46090,,6,2010,,3,1,79608,,,,41,1,46100,2008,2008,,,783,1.728209769,1.728209769
31778.33333,,26430,,6,2010,,3,1,79453,,,,41,1,32670,2008,2008,,,-5348.33333,-16.83012534,16.83012534
42271.66667,,36230,,6,2010,,3,1,79453,,,,41,1,43490,2008,2008,,,-6041.66667,-14.29247329,14.29247329
33380,,45300,,6,2010,,3,1,79453,,,,41,1,33380,2008,2008,,,11920,35.71000599,35.71000599
15738,,16090,,6,2010,,4,2,79258,,,,41,1,15780,2008,2008,,,352,2.23662473,2.23662473
16061,,16090,,6,2010,,4,2,79258,,,,41,1,16110,2008,2008,,,29,0.180561609,0.180561609
11868,,9970,,6,2010,,4,2,79258,,,,41,1,11890,2008,2008,,,-1898,-15.9925851,15.9925851
9884,,9970,,6,2010,,4,2,79258,,,,41,1,9940,2008,2008,,,86,0.87009308,0.87009308
8263,,9970,,6,2010,,4,2,79258,,,,41,1,8340,2008,2008,,,1707,20.65835653,20.65835653
7706,,9970,,6,2010,,4,2,79258,,,,41,1,7790,2008,2008,,,2264,29.37970413,29.37970413
3973,,3170,,6,2010,,4,2,79258,,,,41,1,4070,2008,2008,,,-803,-20.21142713,20.21142713
7593,,10080,,6,2010,,4,2,77856,,,,41,1,7620,2008,2008,,,2487,32.75385223,32.75385223
5815,,8020,,6,2010,,4,2,77856,,,,41,1,5840,2008,2008,,,2205,37.91917455,37.91917455
6709,,9240,,6,2010,,4,2,77856,,,,41,1,6740,2008,2008,,,2531,37.72544343,37.72544343
11143.5,,10220,,6,2010,,4,2,84435,,,,41,1,11180,2008,2009,,,-923.5,-8.287342397,8.287342397
8260,,7750,,6,2010,,4,2,84435,,,,41,1,8300,2008,2009,,,-510,-6.17433414,6.17433414
4151.666667,,3840,,6,2010,,4,1,25659,,,,41,1,4190,2008,2008,,,-311.666667,-7.507025298,7.507025298
6576.666667,,5880,,6,2010,,4,1,25659,,,,41,1,6800,2008,2008,,,-696.666667,-10.59300558,10.59300558
21590,,18020,,6,2010,,4,1,79453,,,,41,1,21920,2008,2008,,,-3570,-16.53543307,16.53543307
16378.33333,,12920,,6,2010,,4,1,79453,,,,41,1,16780,2008,2008,,,-3458.33333,-21.11529458,21.11529458
20466.66667,,19520,,6,2010,,4,1,79453,,,,41,1,20600,2008,2008,,,-946.66667,-4.625407182,4.625407182
25081.66667,,24350,,6,2010,,4,1,79453,,,,41,1,26050,2008,2008,,,-731.66667,-2.917137364,2.917137364
44564,,36930,,6,2010,,1,11,,,,,41,1,45520,2009,2009,,,-7634,-17.13041917,17.13041917
4731,,4270,,6,2010,,3,1,81587,,,,41,1,4840,2009,2008,,,-461,-9.744240118,9.744240118
832,,960,,6,2010,,6,2,85331,,,,41,1,840,2009,2009,,,128,15.38461538,15.38461538
95267,,83260,,6,2010,,1,11,78295,,,,41,1,95940,2009,2009,,,-12007,-12.60352483,12.60352483
102167,,91640,,6,2010,,1,11,78295,,,,41,1,102760,2009,2009,,,-10527,-10.30371842,10.30371842
103354,,92640,,6,2010,,1,11,78295,,,,41,1,103920,2009,2009,,,-10714,-10.36631383,10.36631383
47480.5,,37760,,6,2010,,1,11,,,,,41,1,48410,2009,2009,,,-9720.5,-20.47261507,20.47261507
58404.5,,36950,,6,2010,,1,11,,,,,41,1,59310,2009,2009,,,-21454.5,-36.73432698,36.73432698
28509,,33860,,6,2010,,3,11,78295,,,,41,1,28560,2009,2009,,,5351,18.76951138,18.76951138
31909,,33860,,6,2010,,3,11,78295,,,,41,1,31960,2009,2009,,,1951,6.114262434,6.114262434
43876.5,,33860,,6,2010,,3,11,78295,,,,41,1,43990,2009,2009,,,-10016.5,-22.82884916,22.82884916
42752.5,,33850,,6,2010,,3,11,78295,,,,41,1,42830,2009,2009,,,-8902.5,-20.82334366,20.82334366
34893,,33850,,6,2010,,3,11,78295,,,,41,1,34970,2009,2009,,,-1043,-2.989138223,2.989138223
24523,,26910,,6,2010,,3,11,78295,,,,41,1,24540,2009,2009,,,2387,9.733719365,9.733719365
30314.5,,37560,,6,2010,,3,11,78295,,,,41,1,30470,2009,2009,,,7245.5,23.90110343,23.90110343
20965.5,,23740,,6,2010,,3,11,78295,,,,41,1,21040,2009,2009,,,2774.5,13.23364575,13.23364575
9269,,5110,,6,2010,,3,1,81300,,,,41,1,9390,2009,2008,,,-4159,-44.86999676,44.86999676
15410,,12260,,6,2010,,3,1,81300,,,,41,1,15600,2009,2008,,,-3150,-20.4412719,20.4412719
10946,,6240,,6,2010,,3,1,81300,,,,41,1,11290,2009,2008,,,-4706,-42.99287411,42.99287411
13702,,9280,,6,2010,,3,1,81300,,,,41,1,14100,2009,2008,,,-4422,-32.27266093,32.27266093
18314,,31200,,6,2010,,4,11,83560,,,,41,1,18410,2009,2009,,,12886,70.3614721,70.3614721
27975.5,,31200,,6,2010,,4,11,83560,,,,41,1,28230,2009,2009,,,3224.5,11.52615682,11.52615682
29709.5,,31200,,6,2010,,4,11,83560,,,,41,1,29990,2009,2009,,,1490.5,5.016913782,5.016913782
27710.5,,11950,,6,2010,,4,11,83560,,,,41,1,27920,2009,2009,,,-15760.5,-56.87555259,56.87555259
26844,,11950,,6,2010,,4,11,83560,,,,41,1,27080,2009,2009,,,-14894,-55.4835345,55.4835345
20132.5,,11950,,6,2010,,4,11,83560,,,,41,1,20330,2009,2009,,,-8182.5,-40.64323854,40.64323854
7255,,6280,,6,2010,,4,1,81300,,,,41,1,7300,2009,2008,,,-975,-13.43900758,13.43900758
12551,,11080,,6,2010,,4,1,81300,,,,41,1,12690,2009,2008,,,-1471,-11.72018166,11.72018166
4038,,3490,,6,2010,,4,1,81300,,,,41,1,4150,2009,2008,,,-548,-13.57107479,13.57107479
3584,,2520,,6,2010,,4,1,81300,,,,41,1,3730,2009,2008,,,-1064,-29.6875,29.6875
2860,,2860,,6,2010,,3,1,83445,,,,41,1,2860,2010,2009,,,0,0,0
9709,,9580,,6,2010,,4,1,80196,,,,41,1,9860,2010,2008,,,-129,-1.328664126,1.328664126
2290,,2180,,6,2010,,5,1,84604,,,,41,1,2290,2010,2009,,,-110,-4.80349345,4.80349345
17000,,16430,,6,2010,,1,1,87025,,,,41,1,17600,2010,2007,,,-570,-3.352941176,3.352941176
12000,,11820,,6,2010,,1,1,87025,,,,41,1,12700,2010,2007,,,-180,-1.5,1.5
10500,,10910,,6,2010,,1,1,87025,,,,41,1,11100,2010,2007,,,410,3.904761905,3.904761905
19609,,19610,,6,2010,,3,1,83446,,,,41,1,19680,2010,2008,,,1,0.005099699,0.005099699
15055.5,,12590,,6,2010,,4,2,85121,,,,41,1,15140,2010,2009,,,-2465.5,-16.37607519,16.37607519
17018,,12590,,6,2010,,4,2,85121,,,,41,1,17110,2010,2009,,,-4428,-26.01950876,26.01950876
19123.5,,22800,,6,2010,,4,2,85121,,,,41,1,19200,2010,2009,,,3676.5,19.22503726,19.22503726
22466,,22800,,6,2010,,4,2,85121,,,,41,1,22550,2010,2009,,,334,1.486691,1.486691
15165,,14060,,6,2010,,4,2,85121,,,,41,1,15230,2010,2009,,,-1105,-7.286515002,7.286515002
12280,,12280,,6,2010,,4,1,86254,,,,41,1,12750,2010,2008,,,0,0,0
11361,,10840,,6,2011,,3,2,78300,,,,41,1,12180,2006,2008,,,-521,-4.58586392,4.58586392
13130,,14620,,6,2011,,3,2,78300,,,,41,1,13700,2006,2008,,,1490,11.34805788,11.34805788
2957,,2760,,6,2011,,5,2,78300,,,,41,1,3200,2006,2008,,,-197,-6.662157592,6.662157592
2387.5,,1170,,6,2011,,5,1,80142,,,,41,1,2430,2007,2010,,,-1217.5,-50.9947644,50.9947644
1583,,1180,,6,2011,,5,1,80114,,,,41,1,1630,2007,2009,,,-403,-25.45799116,25.45799116
31143,,36860,,6,2011,,1,3,75736,,,,41,1,30910,2007,2009,,,5717,18.35725524,18.35725524
28359,,34540,,6,2011,,1,3,75736,,,,41,1,28100,2007,2009,,,6181,21.79554991,21.79554991
23434,,28520,,6,2011,,1,3,75736,,,,41,1,23230,2007,2009,,,5086,21.70350772,21.70350772
15294,,14390,,6,2011,,3,1,80059,,,,41,1,15460,2007,2009,,,-904,-5.910814699,5.910814699
3735,,4040,,6,2011,,5,1,80141,,,,41,1,3810,2007,2010,,,305,8.165997323,8.165997323
5118.5,,4760,,6,2011,,3,1,82131,,,,41,1,5200,2008,2010,,,-358.5,-7.00400508,7.00400508
5210.5,,4760,,6,2011,,3,1,82131,,,,41,1,5320,2008,2010,,,-450.5,-8.646003263,8.646003263
3980,,2860,,6,2011,,3,1,82131,,,,41,1,3990,2008,2009,,,-1120,-28.14070352,28.14070352
1876.5,,1150,,6,2011,,4,1,78898,,,,41,1,1890,2008,2008,,,-726.5,-38.71569411,38.71569411
1876.5,,1150,,6,2011,,4,1,80209,,,,41,1,1890,2008,2008,,,-726.5,-38.71569411,38.71569411
3171,,2940,,6,2011,,5,1,82131,,,,41,1,3260,2008,2009,,,-231,-7.284768212,7.284768212
3786,,3480,,6,2011,,5,1,82131,,,,41,1,3860,2008,2009,,,-306,-8.082408875,8.082408875
119501,,109850,,6,2011,,1,11,84425,,,,41,1,120910,2008,2009,,,-9651,-8.076083045,8.076083045
132538,,119570,,6,2011,,1,11,84425,,,,41,1,134110,2008,2009,,,-12968,-9.78436373,9.78436373
117161,,107580,,6,2011,,1,11,84425,,,,41,1,118840,2008,2009,,,-9581,-8.177635903,8.177635903
121433,,111320,,6,2011,,1,11,84425,,,,41,1,122510,2008,2009,,,-10113,-8.328049212,8.328049212
149275,,133610,,6,2011,,1,11,84425,,,,41,1,153130,2008,2009,,,-15665,-10.4940546,10.4940546
146654,,136770,,6,2011,,1,11,84425,,,,41,1,150400,2008,2009,,,-9884,-6.739672972,6.739672972
120395,,81910,,6,2011,,1,1,77419,,,,41,1,121100,2008,2010,,,-38485,-31.96561319,31.96561319
104220,,85880,,6,2011,,1,1,80005,,,,41,1,105170,2008,2009,,,-18340,-17.59739014,17.59739014
72603,,68170,,6,2011,,1,3,75863,,,,41,1,72760,2008,2009,,,-4433,-6.1058083,6.1058083
74081,,68020,,6,2011,,1,3,75863,,,,41,1,74340,2008,2009,,,-6061,-8.181585022,8.181585022
70436,,66120,,6,2011,,1,3,75863,,,,41,1,70770,2008,2009,,,-4316,-6.127548413,6.127548413
69795,,67230,,6,2011,,1,3,75863,,,,41,1,70230,2008,2009,,,-2565,-3.675048356,3.675048356
62200,,62270,,6,2011,,1,3,75863,,,,41,1,62600,2008,2009,,,70,0.112540193,0.112540193
31427,,23030,,6,2011,,3,3,75863,,,,41,1,31490,2008,2009,,,-8397,-26.71906323,26.71906323
9093.5,,7540,,6,2011,,3,1,83138,,,,41,1,9170,2008,2010,,,-1553.5,-17.08363117,17.08363117
9481,,10460,,6,2011,,3,1,83138,,,,41,1,9560,2008,2010,,,979,10.32591499,10.32591499
10041,,10460,,6,2011,,3,1,83138,,,,41,1,10120,2008,2010,,,419,4.172891146,4.172891146
10039,,10460,,6,2011,,3,1,83138,,,,41,1,10120,2008,2010,,,421,4.193644785,4.193644785
11561,,10960,,6,2011,,3,1,83138,,,,41,1,11630,2008,2010,,,-601,-5.198512239,5.198512239
11924.5,,10960,,6,2011,,3,1,83138,,,,41,1,11990,2008,2010,,,-964.5,-8.08838945,8.08838945
9592,,10960,,6,2011,,3,1,83138,,,,41,1,9630,2008,2010,,,1368,14.2618849,14.2618849
9531,,10960,,6,2011,,3,1,83138,,,,41,1,9580,2008,2010,,,1429,14.99318015,14.99318015
8298,,8680,,6,2011,,3,1,83138,,,,41,1,8430,2008,2010,,,382,4.60351892,4.60351892
8719.5,,8680,,6,2011,,3,1,83138,,,,41,1,8890,2008,2010,,,-39.5,-0.453007627,0.453007627
3024,,3280,,6,2011,,4,1,82131,,,,41,1,3080,2008,2010,,,256,8.465608466,8.465608466
29128,,30460,,6,2011,,3,2,86794,,,,41,1,30500,2009,2007,,,1332,4.572919528,4.572919528
29838,,32230,,6,2011,,3,2,86794,,,,41,1,31170,2009,2007,,,2392,8.016623098,8.016623098
2960,,2960,,6,2011,,3,1,79855,,,,41,1,2960,2009,2009,,,0,0,0
4698.333333,,4540,,6,2011,,4,1,82035,,,,41,1,4720,2009,2009,,,-158.333333,-3.369989351,3.369989351
5295,,5120,,6,2011,,4,1,82035,,,,41,1,5320,2009,2009,,,-175,-3.305004721,3.305004721
3995.5,,4000,,6,2011,,4,12,X,,,,41,1,4060,2009,2008,,,4.5,0.112626705,0.112626705
3358,,4150,,6,2011,,5,2,85200,,,,41,1,3460,2009,2009,,,792,23.58546754,23.58546754
6985,,7880,,6,2011,,5,2,85200,,,,41,1,7090,2009,2009,,,895,12.81317108,12.81317108
3745,,3250,,6,2011,,5,2,85200,,,,41,1,3750,2009,2009,,,-495,-13.2176235,13.2176235
4144,,3380,,6,2011,,5,2,86794,,,,41,1,4250,2009,2007,,,-764,-18.43629344,18.43629344
299,,550,,6,2011,,5,1,20874,,,,41,1,300,2009,2009,,,251,83.94648829,83.94648829
2175,,2050,,6,2011,,5,1,83652,,,,41,1,2200,2009,2010,,,-125,-5.747126437,5.747126437
4665,,3510,,6,2011,,5,1,81162,,,,41,1,4700,2009,2010,,,-1155,-24.75884244,24.75884244
1876,,1800,,6,2011,,5,1,75443,,,,41,1,1960,2009,2008,,,-76,-4.051172708,4.051172708
84333,,88530,,6,2011,,1,2,82249,,,,41,1,85290,2009,2009,,,4197,4.976699513,4.976699513
87677,,86850,,6,2011,,1,2,82249,,,,41,1,88730,2009,2009,,,-827,-0.943234828,0.943234828
51040.66667,,42120,,6,2011,,1,2,85114,,,,41,1,52640,2009,2009,,,-8920.66667,-17.47756691,17.47756691
58152,,48540,,6,2011,,1,2,85114,,,,41,1,59830,2009,2009,,,-9612,-16.52909616,16.52909616
52024.5,,52020,,6,2011,,1,1,83449,,,,41,1,53100,2009,2008,,,-4.5,-0.008649771,0.008649771
41482.5,,41280,,6,2011,,1,1,22853,,,,41,1,42360,2009,2008,,,-202.5,-0.488157657,0.488157657
30807,,30040,,6,2011,,1,1,22853,,,,41,1,31470,2009,2008,,,-767,-2.489693901,2.489693901
19487,,19370,,6,2011,,1,1,22853,,,,41,1,20000,2009,2008,,,-117,-0.600400267,0.600400267
13272.5,,13720,,6,2011,,1,1,75732,,,,41,1,14130,2009,2008,,,447.5,3.371633076,3.371633076
12194,,18100,,6,2011,,3,2,85201,,,,41,1,12340,2009,2009,,,5906,48.4336559,48.4336559
11898,,11670,,6,2011,,3,2,85201,,,,41,1,12050,2009,2009,,,-228,-1.916288452,1.916288452
19400,,22240,,6,2011,,3,2,84555,,,,41,1,19400,2009,2007,,,2840,14.63917526,14.63917526
20728,,19410,,6,2011,,3,1,82506,,,,41,1,21320,2009,2009,,,-1318,-6.358548823,6.358548823
32668,,32790,,6,2011,,3,1,82506,,,,41,1,33080,2009,2009,,,122,0.373454145,0.373454145
33215,,37560,,6,2011,,3,1,82506,,,,41,1,33740,2009,2009,,,4345,13.08143911,13.08143911
13497.5,,13910,,6,2011,,3,1,25618,,,,41,1,13540,2009,2010,,,412.5,3.056121504,3.056121504
5054,,5060,,6,2011,,3,1,86367,,,,41,1,5170,2009,2007,,,6,0.118717847,0.118717847
6530,,6530,,6,2011,,3,1,86367,,,,41,1,6530,2009,2007,,,0,0,0
8560,,8560,,6,2011,,3,1,86367,,,,41,1,8560,2009,2007,,,0,0,0
11950,,11950,,6,2011,,3,1,86367,,,,41,1,11950,2009,2007,,,0,0,0
16060,,20500,,6,2011,,3,1,86367,,,,41,1,16060,2009,2010,,,4440,27.64632628,27.64632628
9975,,8880,,6,2011,,4,1,80605,,,,41,1,10200,2009,2008,,,-1095,-10.97744361,10.97744361
3549,,3550,,6,2011,,3,1,83655,,,,41,1,3570,2010,2008,,,1,0.028176951,0.028176951
19785.83333,,17730,,6,2011,,3,1,83417,,,,41,1,20220,2010,2010,,,-2055.83333,-10.39043085,10.39043085
12015.5,,12310,,6,2011,,3,1,83653,,,,41,1,12170,2010,2010,,,294.5,2.451000791,2.451000791
16702.5,,15630,,6,2011,,3,1,79352,,,,41,1,17540,2010,2008,,,-1072.5,-6.421194432,6.421194432
16375,,15040,,6,2011,,3,1,79352,,,,41,1,17400,2010,2008,,,-1335,-8.152671756,8.152671756
19047.5,,18700,,6,2011,,3,1,79352,,,,41,1,19680,2010,2008,,,-347.5,-1.824386402,1.824386402
3200,,13460,,6,2011,,3,1,84934,,,,41,1,3300,2010,2008,,,10260,320.625,320.625
12735.5,,12090,,6,2011,,3,1,88346,,,,41,1,13040,2010,2008,,,-645.5,-5.068509285,5.068509285
16716.66667,,15040,,6,2011,,3,1,79352,,,,41,1,17400,2010,2009,,,-1676.66667,-10.02991029,10.02991029
19213.33333,,18320,,6,2011,,3,1,77449,,,,41,1,19480,2010,2009,,,-893.33333,-4.649548908,4.649548908
20105,,19070,,6,2011,,3,1,77449,,,,41,1,20460,2010,2009,,,-1035,-5.147973141,5.147973141
18251.66667,,16800,,6,2011,,3,1,77449,,,,41,1,18720,2010,2009,,,-1451.66667,-7.953611559,7.953611559
18903.33333,,17190,,6,2011,,3,1,77449,,,,41,1,19390,2010,2009,,,-1713.33333,-9.063657187,9.063657187
19125,,18640,,6,2011,,3,1,77449,,,,41,1,19550,2010,2009,,,-485,-2.535947712,2.535947712
14781.66667,,12980,,6,2011,,3,1,77449,,,,41,1,15270,2010,2009,,,-1801.66667,-12.18852184,12.18852184
6420,,5930,,6,2011,,4,1,88662,,,,41,1,6500,2010,2009,,,-490,-7.632398754,7.632398754
2191.666667,,2130,,6,2011,,5,1,25664,,,,41,1,2220,2010,2010,,,-61.666667,-2.813688228,2.813688228
2680,,2240,,6,2011,,5,1,25664,,,,41,1,2720,2010,2010,,,-440,-16.41791045,16.41791045
3155,,2300,,6,2011,,5,1,75441,,,,41,1,3230,2010,2010,,,-855,-27.09984152,27.09984152
42365,,42360,,6,2011,,1,1,83239,,,,41,1,43130,2010,2009,,,-5,-0.011802195,0.011802195
136333,,123840,,6,2011,,1,1,85206,,,,41,1,138940,2010,2010,,,-12493,-9.163592087,9.163592087
86093.5,,76020,,6,2011,,1,1,88547,,,,41,1,86430,2010,2010,,,-10073.5,-11.70065104,11.70065104
118963,,107350,,6,2011,,1,1,83044,,,,41,1,119020,2010,2010,,,-11613,-9.761858729,9.761858729
133616.5,,119970,,6,2011,,1,1,83044,,,,41,1,133680,2010,2010,,,-13646.5,-10.21318475,10.21318475
110678.5,,106740,,6,2011,,1,1,83044,,,,41,1,110700,2010,2010,,,-3938.5,-3.558505039,3.558505039
119420.5,,112420,,6,2011,,1,1,83044,,,,41,1,119920,2010,2010,,,-7000.5,-5.862058859,5.862058859
104341.5,,103590,,6,2011,,1,1,83044,,,,41,1,104750,2010,2010,,,-751.5,-0.720231164,0.720231164
119776.5,,114580,,6,2011,,1,1,83044,,,,41,1,120250,2010,2010,,,-5196.5,-4.338497118,4.338497118
8655,,8650,,6,2011,,1,1,77447,,,,41,1,9170,2010,2008,,,-5,-0.057770075,0.057770075
59975,,59970,,6,2011,,1,1,77447,,,,41,1,60800,2010,2008,,,-5,-0.008336807,0.008336807
19340,,19340,,6,2011,,1,1,76002,,,,41,1,20080,2010,2009,,,0,0,0
19166.66667,,19170,,6,2011,,1,1,76002,,,,41,1,19900,2010,2009,,,3.33333,0.017391287,0.017391287
19168.33333,,19170,,6,2011,,1,1,76002,,,,41,1,19910,2010,2009,,,1.66667,0.008694913,0.008694913
14230,,14230,,6,2011,,1,1,75418,,,,41,1,14230,2010,2007,,,0,0,0
15720,,15720,,6,2011,,1,1,75418,,,,41,1,15720,2010,2007,,,0,0,0
20433.33333,,20550,,6,2011,,1,1,75418,,,,41,1,20550,2010,2007,,,116.66667,0.570962496,0.570962496
23310,,23310,,6,2011,,1,1,75418,,,,41,1,23310,2010,2007,,,0,0,0
48412.5,,48410,,6,2011,,1,1,77447,,,,41,1,48930,2010,2008,,,-2.5,-0.005163956,0.005163956
56000,,56000,,6,2011,,1,1,77447,,,,41,1,56240,2010,2008,,,0,0,0
32622.5,,30720,,6,2011,,1,1,79352,,,,41,1,34060,2010,2008,,,-1902.5,-5.831864511,5.831864511
21435,,21360,,6,2011,,1,1,79352,,,,41,1,22210,2010,2008,,,-75,-0.349895031,0.349895031
