BriefDescription,ProjectYear,InternalProjectID,ImprovementType,AreaTypeFuncClass,main_ProjectInformation.State,TollType,TrafficForecast,ForecastYear,ForecastYearType,YearForecastProduced,ForecastingAgency,ForecastMethodology,SegmentDescription,ProjectID,SegmentID,CountID,Year_ofObservation,Count,Station_Identifier,State,CounterID,FunctionalClass,DiffYear,AdjustedForecast,Error,AbsError,PercentError,AbsPE,FunctionalClassName,MethodologyName,AreaTypeName,UnemploymentRate_ForecastYear,UnemploymentRate_YearProduced,UnemploymentRate_OpeningYear
(M.P. 0.430).",2010,422030-2,1,3,FL,No Tolls on 1+ lane,36500,2012,1,2010,5,4,MP 0108 to 0430,"12-9146-422030-2-The SR 40 resurfacing project from South Washington Street (M.P. 0.108) to East of Beach Street
(M.P. 0.430).",1,12-24842-111017,2014,14000,111017,12,12-24842-111017,3,2,36500,-22500,22500,-61.64383562,61.64383562,Principle Arterial,Regional Travel Demand Model,Urban,6.3,11,6.3
The SR 471 Traffic Signals project rom 620 ft South of CR 48 (M.P. 10.633) to 620 ft North of CR 48 (M.P. 10.867,2009,424735-1,2,1,FL,No Tolls on 1+ lane,5600,2011,1,2009,5,4,,12-9115-424735-1-The SR 471 Traffic Signals project rom 620 ft South of CR 48 (M.P. 10.633) to 620 ft North of CR 48 (M.P. 10.867,1,12-24814-181001,2013,5800,181001,12,12-24814-181001,4,2,5600,200,200,3.571428571,3.571428571,Minor Arterial,Regional Travel Demand Model,Rural,6.3,11,
"The SR 50 flexible pavement reconstruction project from
(M.P. 4.800) to (M.P. 5.300).",2010,424524-1,1,1,FL,No Tolls on 1+ lane,5800,2012,1,2010,5,4,,"12-9116-424524-1-The SR 50 flexible pavement reconstruction project from
(M.P. 4.800) to (M.P. 5.300).",1,12-24815-180118,2014,5800,180118,12,12-24815-180118,4,2,5800,0,0,0,0,Minor Arterial,Regional Travel Demand Model,Rural,7.2,10.4,6.3
SR 9/I-95 Resurfacing Project rom Indian River County Line (M.P. 0.000) to 0.27 Mi South of SR 514 interchange (M.P. 12.747,2008,424228-1,1,1,FL,No Tolls on 1+ lane,41400,2010,1,2008,5,4,,12-9117-424228-1-SR 9/I-95 Resurfacing Project rom Indian River County Line (M.P. 0.000) to 0.27 Mi South of SR 514 interchange (M.P. 12.747,1,12-24815-180118,2012,35277,700134,12,12-24815-180118,4,2,43370,-8093,8093,-18.66036431,18.66036431,Minor Arterial,Regional Travel Demand Model,Rural,6.3,11,8.5
The SR A1A resurfacing project from Orlando Avenue (M.P. 33.999) to SR 520 (M.P. 36.148).,2009,423630-1,1,3,FL,No Tolls on 1+ lane,39000,2011,1,2009,5,5,,12-9118-423630-1-The SR A1A resurfacing project from Orlando Avenue (M.P. 33.999) to SR 520 (M.P. 36.148).,1,12-24816-705117,2013,30500,705117,12,12-24816-705117,3,2,39000,-8500,8500,-21.79487179,21.79487179,Principle Arterial,Professional Judgement,Urban,8.5,6.3,
The SR 9 resurfacing project from the pavement change North of SR 46 (M.P. 22.509) to the Volusia County Line (M.P. 31.190,2009,423567-1,1,1,FL,No Tolls on 1+ lane,30600,2011,1,2009,5,4,,12-9119-423567-1-The SR 9 resurfacing project from the pavement change North of SR 46 (M.P. 22.509) to the Volusia County Line (M.P. 31.190,1,12-24817-700322,2013,26524,700322,12,12-24817-700322,1,2,30600,-4076,4076,-13.32026144,13.32026144,Interstate or Limited Access Facility,Regional Travel Demand Model,Rural,7.2,10.4,
"The SR 93 resurfacing projectfrom South of Panasofkee Creek Bridge (M.P. 15.329) to SR 91
(Floridas Turnpike) (M.P. 21.780)",2007,426566-1,1,1,FL,No Tolls on 1+ lane,47900,2011,1,2007,5,5,,"12-9120-426566-1-The SR 93 resurfacing projectfrom South of Panasofkee Creek Bridge (M.P. 15.329) to SR 91
(Floridas Turnpike) (M.P. 21.780)",1,12-24818-189920,2013,41424,189920,12,12-24818-189920,3,4,47900,-6476,6476,-13.51983299,13.51983299,Principle Arterial,Professional Judgement,Rural,7.2,10.4,
"The SR 500 resurfacing projectfrom East of Robinson Ave./Kansas Ave. (M.P.
7.697) to East of CR 532 (M.P. 12.745).",2009,423362-1,1,3,FL,No Tolls on 1+ lane,47600,2011,1,2009,5,5,M.P. 7.697 to M.P. 7.774,"12-9121-423362-1-The SR 500 resurfacing projectfrom East of Robinson Ave./Kansas Ave. (M.P.
7.697) to East of CR 532 (M.P. 12.745).",1,12-24819-920105,2013,44000,920105,12,12-24819-920105,3,2,47600,-3600,3600,-7.56302521,7.56302521,Principle Arterial,Professional Judgement,Urban,7.2,4,
"The SR 500 resurfacing projectfrom East of Robinson Ave./Kansas Ave. (M.P.
7.697) to East of CR 532 (M.P. 12.745).",2010,423362-2,1,3,FL,No Tolls on 1+ lane,24200,2011,1,2010,5,5,M.P. 9.786 to M.P. 12.745,"12-9122-423362-2-The SR 500 resurfacing projectfrom East of Robinson Ave./Kansas Ave. (M.P.
7.697) to East of CR 532 (M.P. 12.745).",2,12-24820-920255,2013,21500,920255,12,12-24820-920255,3,1,24200,-2700,2700,-11.15702479,11.15702479,Principle Arterial,Professional Judgement,Urban,7.2,10.4,
"The SR 11 Resurfacing Project from 0.108 Mile North of Carter Road (M.P. 1.690) to the Flagler
County Line (M.P. 14.316)",2008,423360-1,1,3,FL,No Tolls on 1+ lane,3850,2010,1,2008,5,1,,"12-9123-423360-1-The SR 11 Resurfacing Project from 0.108 Mile North of Carter Road (M.P. 1.690) to the Flagler
County Line (M.P. 14.316)",1,12-24821-790004,2012,6000,790004,12,12-24821-790004,4,2,3850,2150,2150,55.84415584,55.84415584,Minor Arterial,Traffic Count Trend,Urban,7.2,11,8.5
"SR 426 Resurfacing Projectfrom Orange Co. Line (M.P. 0.000) to 138 feet west of Deep Lake
St. (M.P. 1.391)",2007,423359-1,1,3,FL,No Tolls on 1+ lane,35900,2010,1,2007,5,5,,"12-9124-423359-1-SR 426 Resurfacing Projectfrom Orange Co. Line (M.P. 0.000) to 138 feet west of Deep Lake
St. (M.P. 1.391)",1,12-24822-770175,2012,32500,770175,12,12-24822-770175,4,3,35900,-3400,3400,-9.470752089,9.470752089,Minor Arterial,Professional Judgement,Urban,8.5,6.3,8.5
The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,2008,423356-1,1,3,FL,No Tolls on 1+ lane,45700,2011,1,2008,5,5,from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,12-9125-423356-1-The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,1,12-24823-750521,2013,43500,750521,12,12-24823-750521,4,3,45700,-2200,2200,-4.814004376,4.814004376,Minor Arterial,Professional Judgement,Urban,8.5,4,
The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,2008,423356-1,1,3,FL,No Tolls on 1+ lane,40700,2011,1,2008,5,5,,12-9126-423356-1-The SR 423 Resurfacing Project from SR 50 (M.P. 3.211) to Wymore Road (M.P. 8.663).,2,12-24824-750638,2013,36000,750638,12,12-24824-750638,4,3,40700,-4700,4700,-11.54791155,11.54791155,Minor Arterial,Professional Judgement,Urban,7.2,6.3,
The SR 423-Add Left Turn Lanes Project from SR 424 (M.P. 7.170) to M.P. 7.201,2006,416893-1,4,3,FL,No Tolls on 1+ lane,22900,2008,1,2006,5,4,,12-9235-416893-1-The SR 423-Add Left Turn Lanes Project from SR 424 (M.P. 7.170) to M.P. 7.201,1,12-24928-750638,2010,37500,750638,12,12-24928-750638,4,2,22900,14600,14600,63.75545852,63.75545852,Minor Arterial,Regional Travel Demand Model,Urban,7.2,6.3,11
"The SR 3/Courtenay Parkway Resurfacing Project from North of Richland Avenue
(M.P. 0.903) to SR 528 (M.P. 3.386)",2008,423352-1,1,3,FL,No Tolls on 1+ lane,40800,2011,1,2008,5,1,SR 3/Courtenay Parkway,"12-9128-423352-1-The SR 3/Courtenay Parkway Resurfacing Project from North of Richland Avenue
(M.P. 0.903) to SR 528 (M.P. 3.386)",1,12-24826-700280,2013,28000,700280,12,12-24826-700280,3,3,40800,-12800,12800,-31.37254902,31.37254902,Principle Arterial,Traffic Count Trend,Urban,11.1,3.2,
The SR 5/US 1 resurfacing project,2009,423351-1,1,3,FL,No Tolls on 1+ lane,31400,2011,1,2009,5,5,,12-9129-423351-1-The SR 5/US 1 resurfacing project,1,12-24826-700280,2013,28000,700280,12,12-24826-700280,3,2,31400,-3400,3400,-10.82802548,10.82802548,Principle Arterial,Professional Judgement,Urban,7.2,6.3,
The SR 405 Resurfacing Project from SR 50 (M.P. 0.000) to SR 5/US 1 (M.P. 4.406).,2008,423350-1,1,3,FL,No Tolls on 1+ lane,18200,2010,1,2008,5,4,from SR 50 (M.P. 0.000) to SR 5/US 1 (M.P. 4.406).,12-9130-423350-1-The SR 405 Resurfacing Project from SR 50 (M.P. 0.000) to SR 5/US 1 (M.P. 4.406).,1,12-24826-700280,2012,29000,700280,12,12-24826-700280,3,2,18765,10235,10235,54.54303224,54.54303224,Principle Arterial,Regional Travel Demand Model,Urban,7.2,10.4,8.5
"The SR 326 Resurfacing Project SR 326 (M.P. 0.000) to SR 25/SR 200/US
301/US 441 (M.P. 1.674).",2008,423348-1,1,3,FL,No Tolls on 1+ lane,13100,2011,1,2008,5,5,,"12-9131-423348-1-The SR 326 Resurfacing Project SR 326 (M.P. 0.000) to SR 25/SR 200/US
301/US 441 (M.P. 1.674).",1,12-24827-361002,2013,10800,361002,12,12-24827-361002,3,3,13100,-2300,2300,-17.55725191,17.55725191,Principle Arterial,Professional Judgement,Urban,8.5,6.3,
"SR 50 Resurfacing Project from east of Lake Village Avenue (M.P. 11.289) to east of Grand Highway
(M.P. 13.918)",2008,423347-1,1,3,FL,No Tolls on 1+ lane,31100,2010,1,2008,5,5,,"12-9132-423347-1-SR 50 Resurfacing Project from east of Lake Village Avenue (M.P. 11.289) to east of Grand Highway
(M.P. 13.918)",1,12-24828-115057,2012,25500,115057,12,12-24828-115057,3,2,31100,-5600,5600,-18.00643087,18.00643087,Principle Arterial,Professional Judgement,Urban,7.2,6.3,8.5
"The SR 50 Resurfacing Project from Sumter County Line (M.P. 0.000) to CR 33/Bluff Lake Road
(M.P. 4.293)",2008,423346-1,1,1,FL,No Tolls on 1+ lane,9650,2011,1,2008,5,1,,"12-9133-423346-1-The SR 50 Resurfacing Project from Sumter County Line (M.P. 0.000) to CR 33/Bluff Lake Road
(M.P. 4.293)",1,12-24829-110319,2013,10600,110319,12,12-24829-110319,3,3,9650,950,950,9.844559585,9.844559585,Principle Arterial,Traffic Count Trend,Rural,8.5,6.3,
"SR 33 Add Turn Lane from S. of CR 474 (M.P. 0.927) to N. of CR 474 (M.P.
1.353)",2012,423096-1,4,1,FL,No Tolls on 1+ lane,6600,2014,1,2012,5,5,,"12-9134-423096-1-SR 33 Add Turn Lane from S. of CR 474 (M.P. 0.927) to N. of CR 474 (M.P.
1.353)",1,12-24830-111000,2016,6500,111000,12,12-24830-111000,4,2,6600,-100,100,-1.515151515,1.515151515,Minor Arterial,Professional Judgement,Rural,7.2,6.3,4.8
"The SR 46 Resurfacing Project West of Mills Creek Bridge (M.P. 8.448) to SR 15/600/US 17-
92 (M.P. 8.929).",2008,422708-1,1,3,FL,No Tolls on 1+ lane,18400,2010,1,2008,5,4,,"12-9135-422708-1-The SR 46 Resurfacing Project West of Mills Creek Bridge (M.P. 8.448) to SR 15/600/US 17-
92 (M.P. 8.929).",1,12-24831-775050,2012,16600,775050,12,12-24831-775050,3,2,18400,-1800,1800,-9.782608696,9.782608696,Principle Arterial,Regional Travel Demand Model,Urban,4.8,8.5,8.5
"The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",2008,422707-1,1,3,FL,No Tolls on 1+ lane,75300,2011,1,2008,5,5,SR 436  0.500 Mile East of Oxford Road,"12-9136-422707-1-The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",1,12-24832-775078,2013,73500,775078,12,12-24832-775078,3,3,75300,-1800,1800,-2.390438247,2.390438247,Principle Arterial,Professional Judgement,Urban,8.5,6.3,
"The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",2008,422707-1,1,3,FL,No Tolls on 1+ lane,65400,2011,1,2008,5,5,SR 436  0.200 Mile South of Red Bug Lake Road,"12-9137-422707-1-The SR 436 Resurfacing Project from East of Oxford Road (M.P. 7.729) to Cassel Creek Road (M.P.
9.297).",2,12-24833-770271,2013,60500,770271,12,12-24833-770271,3,3,65400,-4900,4900,-7.49235474,7.49235474,Principle Arterial,Professional Judgement,Urban,7.2,6.3,
"The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.704",2010,422683-1,1,3,FL,No Tolls on 1+ lane,39400,2012,1,2010,5,2,Site 795096-M.P. 18.875,"12-9138-422683-1-The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.704",1,12-24834-795096,2014,39000,795096,12,12-24834-795096,3,2,39400,-400,400,-1.015228426,1.015228426,Principle Arterial,Population Growth Rate,Urban,7.2,6.3,6.3
"The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.705",2010,422683-1,1,3,FL,No Tolls on 1+ lane,24300,2012,1,2010,5,2,Site 795099-M.P. 20.294,"12-9139-422683-1-The SR 600 (US 92/International Speedway Blvd.)  add left turn lanes project east and west approaches of
the SR 600/US 92/ISB intersection at SR 5A (Nova Road) from M.P. 19.451 to M.P.19.705",2,12-24835-795099,2014,27500,795099,12,12-24835-795099,3,2,24300,3200,3200,13.16872428,13.16872428,Principle Arterial,Population Growth Rate,Urban,6.3,11,6.3
"The SR 520 Resurfacing Project from west of A Lane (M.P. 5.000) to East of Lakeview Blvd (M.P.
5.500).",2008,422567-1,1,3,FL,No Tolls on 1+ lane,18400,2010,1,2008,5,4,MP 5 to MP 5.5,"12-9141-422567-1-The SR 520 Resurfacing Project from west of A Lane (M.P. 5.000) to East of Lakeview Blvd (M.P.
5.500).",1,12-24837-700080,2012,19900,700080,12,12-24837-700080,3,2,18400,1500,1500,8.152173913,8.152173913,Principle Arterial,Regional Travel Demand Model,Urban,6.3,11,8.5
"The SR 438 (Silver Star Road) Add Left Turn Lane(s) project from 600 ft
west of Orange Avenue (M.P. 0.939) to 400 ft east of Orange Avenue (M.P. 1.128).",2009,422223-1,4,3,FL,No Tolls on 1+ lane,14000,2011,1,2009,5,2,MP .939 to MP 1.128,"12-9142-422223-1-The SR 438 (Silver Star Road) Add Left Turn Lane(s) project from 600 ft
west of Orange Avenue (M.P. 0.939) to 400 ft east of Orange Avenue (M.P. 1.128).",1,12-24838-750089,2013,15900,750089,12,12-24838-750089,4,2,14000,1900,1900,13.57142857,13.57142857,Minor Arterial,Population Growth Rate,Urban,8.5,6.3,
"The SR 438 Resurfacing Project from Ocoee-Apopka Road (M.P. 0.000) to Whittier Avenue (M.P.
1.459).",2007,422008-1,1,3,FL,No Tolls on 1+ lane,18500,2010,1,2007,5,1,MP 0000 to MO 1.459,"12-9167-422008-1-The SR 438 Resurfacing Project from Ocoee-Apopka Road (M.P. 0.000) to Whittier Avenue (M.P.
1.459).",1,12-24863-750089,2012,16500,750089,12,12-24863-750089,4,3,18500,-2000,2000,-10.81081081,10.81081081,Minor Arterial,Traffic Count Trend,Urban,7.2,10.4,8.5
SR 530 Resurfacing Project from SR 400 (M.P.5.789) to Bonnet Creek Bridge (M.P. 6.724).,2007,422033-1,1,3,FL,No Tolls on 1+ lane,59100,2010,1,2007,5,4,MP 5.789 to MP 6.724,12-9143-422033-1-SR 530 Resurfacing Project from SR 400 (M.P.5.789) to Bonnet Creek Bridge (M.P. 6.724).,1,12-24839-920300,2012,58500,920300,12,12-24839-920300,3,3,59100,-600,600,-1.015228426,1.015228426,Principle Arterial,Regional Travel Demand Model,Urban,8.5,4,8.5
The SR 5A Resurfacing Project rom Herbert St (M.P. 3.307) to North of Beville Rd (M.P. 6.174).,2009,422032-1,1,3,FL,No Tolls on 1+ lane,29500,2011,1,2009,5,5,MP 3.307 to MP 6.174,12-9144-422032-1-The SR 5A Resurfacing Project rom Herbert St (M.P. 3.307) to North of Beville Rd (M.P. 6.174).,1,12-24840-790363,2013,27000,790363,12,12-24840-790363,3,2,29500,-2500,2500,-8.474576271,8.474576271,Principle Arterial,Professional Judgement,Urban,8.5,4,
The SR 44 Resurfacing Project from Riverside Drive (M.P. 0.000) to Peninsula Avenue (M.P. 1.433),2008,422031-1,1,3,FL,No Tolls on 1+ lane,8700,2010,1,2008,5,4,MP 0 to MP 1.433,12-9145-422031-1-The SR 44 Resurfacing Project from Riverside Drive (M.P. 0.000) to Peninsula Avenue (M.P. 1.433),1,12-24841-790421,2012,8600,790421,12,12-24841-790421,4,2,8700,-100,100,-1.149425287,1.149425287,Minor Arterial,Regional Travel Demand Model,Urban,7.2,10.4,8.5
The SR 40 Resurfacing Project from US 1 (M.P. 0.000) to SR A1A (M.P. 1.481,2007,422030-1,1,3,FL,No Tolls on 1+ lane,36600,2010,1,2007,5,4,MP 0 to MO 1481,12-9147-422030-1-The SR 40 Resurfacing Project from US 1 (M.P. 0.000) to SR A1A (M.P. 1.481,1,12-24843-795128,2012,19500,795128,12,12-24843-795128,3,3,36600,-17100,17100,-46.72131148,46.72131148,Principle Arterial,Regional Travel Demand Model,Urban,8.5,6.3,8.5
The SR 44 Resurfacing Project from Lytle St (M.P. 0.000) to SR 5/US 1 (M.P. 0.934).,2008,422028-1,1,3,FL,No Tolls on 1+ lane,13500,2010,1,2008,5,2,MP 0000 to MP 0.934,12-9148-422028-1-The SR 44 Resurfacing Project from Lytle St (M.P. 0.000) to SR 5/US 1 (M.P. 0.934).,1,12-24844-790111,2012,11500,790111,12,12-24844-790111,4,2,13500,-2000,2000,-14.81481481,14.81481481,Minor Arterial,Population Growth Rate,Urban,8.5,4,8.5
"The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",2007,422027-1,1,3,FL,No Tolls on 1+ lane,28500,2010,1,2007,5,4,MP 26.978 to MP 27.494,"12-9149-422027-1-The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",1,12-24845-790514,2012,17700,790514,12,12-24845-790514,3,3,28500,-10800,10800,-37.89473684,37.89473684,Principle Arterial,Regional Travel Demand Model,Urban,8.5,6.3,8.5
"The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",2007,422027-1,1,3,FL,No Tolls on 1+ lane,26400,2010,1,2007,5,4,MP 27.494 to MP 31.310,"12-9150-422027-1-The SR 44 Resurfacing Project from Jungle Road (M.P. 26.978) to 570 feet south of 6th Avenue (M.P.
31.310).",2,12-24846-790207,2012,29500,790207,12,12-24846-790207,3,3,26400,3100,3100,11.74242424,11.74242424,Principle Arterial,Regional Travel Demand Model,Urban,8.5,4,8.5
"The SR 44 Resurfacing Project from Hill Ave (M.P. 6.372) to West of CR 4139/Summit Ave (M.P.
9.096)",2007,422026-1,1,3,FL,No Tolls on 1+ lane,17300,2010,1,2007,5,1,MP 6.372 to MO 9.096,"12-9151-422026-1-The SR 44 Resurfacing Project from Hill Ave (M.P. 6.372) to West of CR 4139/Summit Ave (M.P.
9.096)",1,12-24847-790080,2012,12300,790080,12,12-24847-790080,3,3,17300,-5000,5000,-28.9017341,28.9017341,Principle Arterial,Traffic Count Trend,Urban,8.5,4,8.5
"The SR 600 (US 92) Rigid Pavement Rehabilitation project from East of Clark Bay Road
(M.P. 7.200) to the end of the rigid pavement (M.P. 13.175).",2009,422024-2,1,1,FL,No Tolls on 1+ lane,17700,2013,1,2009,5,5,MP 7.2 to MP 13.175,"12-9152-422024-2-The SR 600 (US 92) Rigid Pavement Rehabilitation project from East of Clark Bay Road
(M.P. 7.200) to the end of the rigid pavement (M.P. 13.175).",1,12-24848-790478,2015,19800,790478,12,12-24848-790478,3,4,17700,2100,2100,11.86440678,11.86440678,Principle Arterial,Professional Judgement,Rural,8.5,4,5.4
The SR 600 Resurfacing Project from Kepler Rd (M.P. 2.763) to I-4 (M.P. 15.444,2007,422024-1,1,3,FL,No Tolls on 1+ lane,14100,2010,1,2007,5,1,MP 2.763 to MP 15.444,12-9153-422024-1-The SR 600 Resurfacing Project from Kepler Rd (M.P. 2.763) to I-4 (M.P. 15.444,1,12-24849-799925,2012,14006,799925,12,12-24849-799925,3,3,14100,-94,94,-0.666666667,0.666666667,Principle Arterial,Traffic Count Trend,Urban,5.5,10.4,8.5
"SR 15 Resurfacing Project from south of Washington Ave. (M.P.17.102) to Putnam
County Line (M.P. 25.873).",2007,422023-1,1,1,FL,No Tolls on 1+ lane,6100,2010,1,2007,5,1,MP 17.102 to MP 25.873,"12-9154-422023-1-SR 15 Resurfacing Project from south of Washington Ave. (M.P.17.102) to Putnam
County Line (M.P. 25.873).",1,12-24850-790280,2012,4500,790280,12,12-24850-790280,3,3,6100,-1600,1600,-26.2295082,26.2295082,Principle Arterial,Traffic Count Trend,Rural,8.5,4,8.5
"The SR 15 Resurfacing Project from the Seminole County Line (M.P. 0.000) to Barwick Rd (M.P.
0.411).",2007,422022-1,1,1,FL,No Tolls on 1+ lane,25100,2010,1,2007,5,4,MP 0 to MO .411,"12-9155-422022-1-The SR 15 Resurfacing Project from the Seminole County Line (M.P. 0.000) to Barwick Rd (M.P.
0.411).",1,12-24851-770040,2012,21500,770040,12,12-24851-770040,3,3,25100,-3600,3600,-14.34262948,14.34262948,Principle Arterial,Regional Travel Demand Model,Rural,8.5,4,8.5
The SR 15 Resurfacing Project from Enterprise Road (M.P. 6.186) to SR 472 (M.P. 9.407,2007,422020-1,1,3,FL,No Tolls on 1+ lane,32000,2010,1,2007,5,4,from Enterprise Road (M.P. 6.186) to SR 472 (M.P. 9.407,12-9156-422020-1-The SR 15 Resurfacing Project from Enterprise Road (M.P. 6.186) to SR 472 (M.P. 9.407,1,12-24852-790445,2012,28000,790445,12,12-24852-790445,3,3,32000,-4000,4000,-12.5,12.5,Principle Arterial,Regional Travel Demand Model,Urban,8.5,4,8.5
"The SR 5 Resurfacing Project from Industrial Park Avenue (M.P. 20.024) to Harbor Road (M.P.
23.786)",2007,422019-1,1,3,FL,No Tolls on 1+ lane,23400,2010,1,2007,5,4,MP 20/024 to MP 23.786,"12-9157-422019-1-The SR 5 Resurfacing Project from Industrial Park Avenue (M.P. 20.024) to Harbor Road (M.P.
23.786)",1,12-24853-795159,2012,22500,795159,12,12-24853-795159,3,3,23400,-900,900,-3.846153846,3.846153846,Principle Arterial,Regional Travel Demand Model,Urban,8.5,4,8.5
"The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",2008,422018-1,1,3,FL,No Tolls on 1+ lane,25000,2010,1,2008,5,4,US-1/SR 5  1.00 Miles North of SR 44,"12-9159-422018-1-The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",2,12-24855-795159,2012,22500,795159,12,12-24855-795159,3,2,25000,-2500,2500,-10,10,Principle Arterial,Regional Travel Demand Model,Urban,8.5,4,8.5
"The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",2008,422018-1,1,3,FL,No Tolls on 1+ lane,29600,2010,1,2008,5,4,US-1/SR 5  2.00 Miles South of SR 44,"12-9158-422018-1-The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",1,12-24854-795168,2012,28000,795168,12,12-24854-795168,3,2,29600,-1600,1600,-5.405405405,5.405405405,Principle Arterial,Regional Travel Demand Model,Urban,8.5,6.3,8.5
The SR 5 Safety Project from Knapp St (M.P. 16.508) to Palmetto St (M.P. 16.774).,2005,416773-1,12,3,FL,No Tolls on 1+ lane,32700,2008,1,2005,5,4,,12-9237-416773-1-The SR 5 Safety Project from Knapp St (M.P. 16.508) to Palmetto St (M.P. 16.774).,1,12-24930-795168,2010,28000,795168,12,12-24930-795168,3,3,32700,-4700,4700,-14.37308869,14.37308869,Principle Arterial,Regional Travel Demand Model,Urban,8.5,6.3,11
SR 537 Resurfacing Project from SR 50 (M.P. 0.000) to SR 438 (M.P. 1.027).,2008,422012-1,1,3,FL,No Tolls on 1+ lane,16600,2010,1,2008,5,4,from SR 50 (M.P. 0.000) to SR 438 (M.P. 1.027).,12-9163-422012-1-SR 537 Resurfacing Project from SR 50 (M.P. 0.000) to SR 438 (M.P. 1.027).,1,12-24859-750454,2012,17700,750454,12,12-24859-750454,4,2,16600,1100,1100,6.626506024,6.626506024,Minor Arterial,Regional Travel Demand Model,Urban,11.1,3.7,8.5
"The SR 424 / 434 Resurfacing Project rom Edgewater Drive (M.P. 4.854) to Greenleaf Drive
(M.P. 6.576).",2008,422011-1,1,3,FL,No Tolls on 1+ lane,24900,2011,1,2008,5,5,MP 4.854 to MP 6.576,"12-9164-422011-1-The SR 424 / 434 Resurfacing Project rom Edgewater Drive (M.P. 4.854) to Greenleaf Drive
(M.P. 6.576).",1,12-24860-750593,2013,19500,750593,12,12-24860-750593,3,3,24900,-5400,5400,-21.68674699,21.68674699,Principle Arterial,Professional Judgement,Urban,8.5,6.3,
"The SR 438 Resurfacing Project from the SR 500 (M.P. 0.000) to East of Smith St/Coolidge St (M.P.
0.226)",2007,422010-1,1,3,FL,No Tolls on 1+ lane,15900,2010,1,2007,5,2,MP 0 to MP .226,"12-9165-422010-1-The SR 438 Resurfacing Project from the SR 500 (M.P. 0.000) to East of Smith St/Coolidge St (M.P.
0.226)",1,12-24861-755216,2012,13500,755216,12,12-24861-755216,4,3,15900,-2400,2400,-15.09433962,15.09433962,Minor Arterial,Population Growth Rate,Urban,7.2,6.3,8.5
"The SR 438 Resurfacing Project from east of CR 435/Hiawassee Road (M.P. 4.901) to east of
Princeton Street (M.P. 7.346)",2007,422009-1,1,3,FL,No Tolls on 1+ lane,42100,2010,1,2007,5,1,MP 4.901 to MO 7.346,"12-9166-422009-1-The SR 438 Resurfacing Project from east of CR 435/Hiawassee Road (M.P. 4.901) to east of
Princeton Street (M.P. 7.346)",1,12-24862-750607,2012,36500,750607,12,12-24862-750607,4,3,42100,-5600,5600,-13.30166271,13.30166271,Minor Arterial,Traffic Count Trend,Urban,8.5,4,8.5
"SR 526 Resurfacing Project from SR 15/Mills Ave. (M.P. 0.000) to Pavement Change east of
Primrose Dr. (M.P. 1.039",2007,422005-1,1,3,FL,No Tolls on 1+ lane,15200,2010,1,2007,5,5,MP 000 to MO 1.039,"12-9168-422005-1-SR 526 Resurfacing Project from SR 15/Mills Ave. (M.P. 0.000) to Pavement Change east of
Primrose Dr. (M.P. 1.039",1,12-24864-755046,2012,14700,755046,12,12-24864-755046,4,3,15200,-500,500,-3.289473684,3.289473684,Minor Arterial,Professional Judgement,Urban,8.5,4,8.5
"The SR 527 Resurfacing Project from Colonial Drive (M.P. 0.511 and M.P. 14.819) to Mills Avenue
(M.P. 17.387).",2007,422004-1,1,3,FL,No Tolls on 1+ lane,17700,2010,1,2007,5,5,,"12-9169-422004-1-The SR 527 Resurfacing Project from Colonial Drive (M.P. 0.511 and M.P. 14.819) to Mills Avenue
